"id" "exp" "session" "PL" "sigma" "posu" "STD" "STD_se" "alpha" "alpha_se" "id.1" "ideal_gain" "ideal_gain_R" "observed_gain" "observed_gain_se" "observed_sd" "STD_R" "STD_se.1" "Lshp" "Lshp_se" "alpha_R" "alpha_se_R"
"2_15" "cf" "exp1" "small" 146 0.3 1 0.077229300949849 0.00420518713763394 0.98237809310095 0.00306688620499308 "cf_exp1" 0.88239337937404 0.882425101711197 0.89093058605473 0.0083748591121788 0.0834489124178653 0.0772663618739168 0.00420940610453832 10 2.59263035778309e-08 0.982311568953066 0.00308094667750664
"2_25" "cf" "exp1" "small" 57 0.9 2 0.105173238996881 0.00585173094121137 0.98237809310095 0.00306688620499308 "cf_exp1" 0.839839690239311 0.839923047054834 0.871229227577134 0.0129187859239635 0.123546899775152 0.105186598372244 0.005851639025081 10 2.59263035778309e-08 0.982311568953066 0.00308094667750664
"2_35" "cf" "exp1" "small" 50 1.5 3 0.139497483606821 0.00758173311141574 0.98237809310095 0.00306688620499308 "cf_exp1" 0.787569908929581 0.787508953732594 0.80621477687001 0.0152969372283501 0.152722465493197 0.139604361647131 0.00759524914803537 10 2.59263035778309e-08 0.982311568953066 0.00308094667750664
"1_16" "pa" "exp1" "large" 146 0.3 1 0.252333038767283 0.0181192333359824 0.794487740904291 0.0193588556749802 "pa_exp1" 0.864793092224614 0.874759812007876 0.886333200979106 0.0276520688774908 0.258608625207733 0.251756770309235 0.0160854583981496 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"1_26" "pa" "exp1" "large" 57 0.9 2 0.269865261916066 0.0188633326345893 0.794487740904291 0.0193588556749802 "pa_exp1" 0.855398849806201 0.849630461101303 0.820419603959813 0.0270915002477896 0.259405942237047 0.275935810298846 0.0170933553845881 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"1_36" "pa" "exp1" "large" 50 1.5 3 0.300969359072002 0.020629920958133 0.794487740904291 0.0193588556749802 "pa_exp1" 0.838732431337952 0.812217039799625 0.753154940070405 0.0271371344731983 0.264989632534068 0.308442432178177 0.0184573029484942 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"2_16" "pa" "exp1" "small" 146 0.3 1 0.25162111250207 0.0180242251782348 0.794487740904291 0.0193588556749802 "pa_exp1" 0.865174561670271 0.884778155621915 0.939136176492698 0.0270153432130801 0.261836265021035 0.241443132078299 0.0152413579792976 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"2_26" "pa" "exp1" "small" 57 0.9 2 0.275934889061035 0.0195923070359757 0.794487740904291 0.0193588556749802 "pa_exp1" 0.85214657860805 0.854704985939014 0.874988418922624 0.0290252855032764 0.282632760569294 0.271226933550366 0.0168715426527646 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"2_36" "pa" "exp1" "small" 50 1.5 3 0.311778206284844 0.0222792276262173 0.794487740904291 0.0193588556749802 "pa_exp1" 0.832940756399347 0.815268951249581 0.817952701817505 0.0336003974131459 0.309149892682299 0.305920207808584 0.0187989205856518 0.0706812702506186 0.0661466672670951 0.531772911261997 0.0294963492497871
"1_17" "jm" "exp1" "large" 146 0.3 1 0.0753823335354008 0.00532802251356012 0.676496366802348 0.0247258214261881 "jm_exp1" 0.977859523513863 0.977883336837801 0.959809299661379 0.00740428925568369 0.0707781957224603 0.0754155088962697 0.00533388413879505 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"1_27" "jm" "exp1" "large" 57 0.9 2 0.0738070646458544 0.00517395614356569 0.676496366802348 0.0247258214261881 "jm_exp1" 0.978322194301616 0.97834885120441 0.944907923386696 0.00625482202146002 0.060357297568549 0.0738330825443463 0.00517636551390272 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"1_37" "jm" "exp1" "large" 50 1.5 3 0.0946337999493462 0.00663224370985055 0.676496366802348 0.0247258214261881 "jm_exp1" 0.972205190990145 0.972206314137379 0.916757892180607 0.00664692036769178 0.066224089841498 0.0946857158720597 0.00663796073212082 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"2_17" "jm" "exp1" "small" 146 0.3 1 0.0881258329724492 0.00654606601541167 0.676496366802348 0.0247258214261881 "jm_exp1" 0.974116644628806 0.974146349814206 1.02850790694714 0.00809973618040212 0.0792627810508215 0.0881065089934813 0.00654200551099414 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"2_27" "jm" "exp1" "small" 57 0.9 2 0.0841876004522106 0.00610177470101246 0.676496366802348 0.0247258214261881 "jm_exp1" 0.975273338667427 0.975303393407502 0.999516093007714 0.00867802163065432 0.0846986107068041 0.0841795527249486 0.00609976568306036 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"2_37" "jm" "exp1" "small" 50 1.5 3 0.117631634530428 0.00858934071317133 0.676496366802348 0.0247258214261881 "jm_exp1" 0.965450519210879 0.965444499258868 1.00985219536224 0.0118750771572836 0.116349739707293 0.117559582629596 0.00857462130025533 2.66315017878699 NA 0.675990914783273 0.0246918461574756
"1_18" "ck" "exp1" "large" 146 0.3 1 0.161384783007389 0.0105584309458925 0.940096097502924 0.00832344473700208 "ck_exp1" 0.827343755484469 0.856979125586157 0.899070533654135 0.0187268022539129 0.183437673278581 0.153228598385409 0.00739049744695863 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"1_28" "ck" "exp1" "large" 57 0.9 2 0.157987670834049 0.00992560506087387 0.940096097502924 0.00832344473700208 "ck_exp1" 0.830978129313749 0.835154343247473 0.828964357058617 0.0166507284455478 0.157795591900509 0.164633447444933 0.0077897145996501 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"1_38" "ck" "exp1" "large" 50 1.5 3 0.20477598166953 0.0133001554658604 0.940096097502924 0.00832344473700208 "ck_exp1" 0.780922021986019 0.765282889920758 0.769098846079603 0.0217306346187318 0.199231000312082 0.196748319629355 0.0083940606587438 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"2_18" "ck" "exp1" "small" 146 0.3 1 0.179594397047719 0.0111055351816381 0.940096097502924 0.00832344473700208 "ck_exp1" 0.80786234269435 0.807320039223182 0.813026650380544 0.0196548298956562 0.183247408828292 0.178122159502768 0.00797244574159591 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"2_28" "ck" "exp1" "small" 57 0.9 2 0.196650770447219 0.011943889408846 0.940096097502924 0.00832344473700208 "ck_exp1" 0.789614717530301 0.767507915428288 0.758429606489034 0.0183362654161527 0.177419050450579 0.194395065178941 0.00481129928103186 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"2_38" "ck" "exp1" "small" 50 1.5 3 0.214377355943462 0.013165237724211 0.940096097502924 0.00832344473700208 "ck_exp1" 0.770650067472667 0.736671977399359 0.71535707562317 0.018111043401881 0.17482274953074 0.208475834899809 0.00880984121928983 0.0813684960147775 0.00369711731759302 0.610144168423399 0.00457935006530098
"1_19" "st" "exp1" "large" 146 0.3 1 0.179687477532755 0.0145128158173506 0.710419322809392 0.0248053849458147 "st_exp1" 0.935860971493826 0.935856819011898 0.891056805600925 0.0193134466285827 0.1667217202781 0.179695208301728 0.0145137102439847 10 68.0182956307375 0.710303436026239 0.0248570787312909
"1_29" "st" "exp1" "large" 57 0.9 2 0.131074096830922 0.011016139160067 0.710419322809392 0.0248053849458147 "st_exp1" 0.95321340355867 0.953223313280829 0.910302737264732 0.0149808073637049 0.116351821479613 0.131083120155225 0.011017799204198 10 68.0182956307375 0.710303436026239 0.0248570787312909
"1_39" "st" "exp1" "large" 50 1.5 3 0.157241104972799 0.0132814481230357 0.710419322809392 0.0248053849458147 "st_exp1" 0.943873151725992 0.943879214468774 0.910923026474417 0.0184883750321484 0.148755576098652 0.157244514544082 0.0132815175035287 10 68.0182956307375 0.710303436026239 0.0248570787312909
"2_19" "st" "exp1" "small" 146 0.3 1 0.212071193236866 0.0151469283601775 0.710419322809392 0.0248053849458147 "st_exp1" 0.924301679533893 0.924285258130007 0.957317375169487 0.022417670995605 0.216506492444965 0.2120587480445 0.0151446889753414 10 68.0182956307375 0.710303436026239 0.0248570787312909
"2_29" "st" "exp1" "small" 57 0.9 2 0.156235923489852 0.0113097974799508 0.710419322809392 0.0248053849458147 "st_exp1" 0.944231948900118 0.944242252549483 0.986335834282384 0.0163232030884849 0.15890858869236 0.156228316193562 0.0113083938507518 10 68.0182956307375 0.710303436026239 0.0248570787312909
"2_39" "st" "exp1" "small" 50 1.5 3 0.180751132173333 0.0133222527053626 0.710419322809392 0.0248053849458147 "st_exp1" 0.935481302449053 0.935482023848753 0.960829935853688 0.0200970759291248 0.184511937506021 0.180743818146006 0.0133204426103877 10 68.0182956307375 0.710303436026239 0.0248570787312909
"1_110" "ml" "exp1" "large" 146 0.3 1 0.0572971953789262 0.0041304476677222 0.54971692536404 0.0263278515344547 "ml_exp1" 0.995439840195392 0.995437750935205 1.00000744031458 0.00597638970818588 0.0575880469151039 0.057301818519562 0.00413127453013799 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"1_210" "ml" "exp1" "large" 57 0.9 2 0.0686160641966831 0.00494903594713189 0.54971692536404 0.0263278515344547 "ml_exp1" 0.994538996008526 0.994535096341115 1.00098795234828 0.00679102017998317 0.068926155995568 0.0686242549069314 0.00495049958079919 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"1_310" "ml" "exp1" "large" 50 1.5 3 0.0934122482429503 0.00672861099761734 0.54971692536404 0.0263278515344547 "ml_exp1" 0.992565521475644 0.992557077610796 0.966415822480257 0.00874015230352031 0.0890354947085858 0.0934056006290618 0.00672720500373817 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"2_110" "ml" "exp1" "small" 146 0.3 1 0.104284060578514 0.00757433827639721 0.54971692536404 0.0263278515344547 "ml_exp1" 0.991700256914902 0.991688011447198 1.02332734039347 0.0104176537115647 0.101201466488477 0.104277842876806 0.00757291646320715 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"2_210" "ml" "exp1" "small" 57 0.9 2 0.117538853299656 0.00856072534640478 0.54971692536404 0.0263278515344547 "ml_exp1" 0.990645335169417 0.99062608601948 0.993679596300258 0.01195767819778 0.118258196899459 0.117547394444114 0.00856223293732051 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"2_310" "ml" "exp1" "small" 50 1.5 3 0.173818432571412 0.0128539804739754 0.54971692536404 0.0263278515344547 "ml_exp1" 0.986166168135856 0.986103157898904 0.945401402674057 0.0176291333966033 0.168216190245313 0.173827825027245 0.0128551943235329 3.6257281955153 NA 0.549710857244409 0.0262785733497792
"1_111" "pc" "exp1" "large" 146 0.3 1 0.0799954321085193 0.00560200547902708 0.828132758474571 0.017112018627647 "pc_exp1" 0.95026917842035 0.951081050988374 0.983143539015594 0.00860662968739293 0.0838156786855593 0.0801380158731046 0.00556445422557209 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"1_211" "pc" "exp1" "large" 57 0.9 2 0.109386830070986 0.00770903964630896 0.828132758474571 0.017112018627647 "pc_exp1" 0.931997406787034 0.932387932609296 0.977676958968699 0.0115924313493726 0.114547487173541 0.107793214034738 0.0059777220534944 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"1_311" "pc" "exp1" "large" 50 1.5 3 0.120741940085042 0.00825252185695912 0.828132758474571 0.017112018627647 "pc_exp1" 0.924938266351432 0.923745548798902 0.935321531714286 0.0125727294970398 0.124156331162854 0.119691845376578 0.00782424655450787 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"2_111" "pc" "exp1" "small" 146 0.3 1 0.107681713263647 0.00714258912295653 0.828132758474571 0.017112018627647 "pc_exp1" 0.933057428171494 0.931600823601711 0.898212786283367 0.00925462077831046 0.0901783437831203 0.108834123320046 NA 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"2_211" "pc" "exp1" "small" 57 0.9 2 0.137189801148276 0.00906486528039397 0.828132758474571 0.017112018627647 "pc_exp1" 0.914713111670242 0.910372823853019 0.872507586903767 0.0119612552062574 0.116526457179276 0.137204611765578 0.0085918189671185 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"2_311" "pc" "exp1" "small" 50 1.5 3 0.169634985925544 0.0112203331383593 0.828132758474571 0.017112018627647 "pc_exp1" 0.894542888465333 0.88103229275406 0.845347641326031 0.0149423357648281 0.146255456116046 0.171590519852325 0.0107473712570083 0.631114234751001 NA 0.816448681159812 0.00870321101257224
"1_112" "ml" "exp2" "fixed-size" 146 0.9 1 0.0715738031718156 0.0040524785275425 0.599625622967123 0.0192430903795328 "ml_exp2" 0.988474015741201 0.988487096714421 0.987904546687129 0.00577486202707068 0.0717499564389588 0.0715780584247394 0.00405292938706135 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"1_212" "ml" "exp2" "fixed-size" 57 0.9 2 0.0849101267280356 0.00483802027931337 0.599625622967123 0.0192430903795328 "ml_exp2" 0.986326382845714 0.986335659710163 0.970484831677432 0.00654607785138334 0.0823802212759124 0.0849216551538101 0.00483929852682901 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"1_312" "ml" "exp2" "fixed-size" 50 0.9 3 0.110638232818604 0.00627986456569672 0.599625622967123 0.0192430903795328 "ml_exp2" 0.982183220315012 0.982180355317167 0.951953517503998 0.00875119176363905 0.104198320309769 0.110644630561015 0.00628026723803225 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"2_112" "ml" "exp2" "fixed-luminance" 146 0.3 1 0.0785490812032177 0.00402885585750816 0.599625622967123 0.0192430903795328 "ml_exp2" 0.987350742415092 0.987362401288572 0.977919740925873 0.00559494332617418 0.0774113304938625 0.0785555225092159 0.00402943903176747 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"2_212" "ml" "exp2" "fixed-luminance" 146 0.9 2 0.0772557178641375 0.00399631526193602 0.599625622967123 0.0192430903795328 "ml_exp2" 0.987559020928721 0.987572525486606 1.00173004385723 0.0056710183480682 0.0772931529547961 0.0772522456436937 0.00399581733156176 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"2_312" "ml" "exp2" "fixed-luminance" 146 1.5 3 0.102740151853905 0.00538049519233143 0.599625622967123 0.0192430903795328 "ml_exp2" 0.983455102819908 0.983460173226902 1.01632063373519 0.00759916977211424 0.100359380085838 0.10272971616901 0.00537899742436623 3.31559556997049 1.65603464728431e-06 0.599419198682019 0.0192187119321995
"1_113" "js" "exp2" "fixed-size" 146 0.9 1 0.126990659741407 0.00682061011010439 0.866992743003781 0.0111266564914991 "js_exp2" 0.906227373851284 0.906238570154894 0.957969408605243 0.0102646301586827 0.135712290141366 0.126981495506824 0.00681870109644867 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"1_213" "js" "exp2" "fixed-size" 57 0.9 2 0.113156009276951 0.00590672328031042 0.866992743003781 0.0111266564914991 "js_exp2" 0.916443176404919 0.916457672443088 0.935848411239002 0.00968417122516055 0.118895278379114 0.113149242728345 0.00590521449389586 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"1_313" "js" "exp2" "fixed-size" 50 0.9 3 0.124974016200504 0.00647642371713961 0.866992743003781 0.0111266564914991 "js_exp2" 0.907716506752605 0.907724394581922 0.931490582881764 0.0103412481549953 0.131735894667361 0.124970504474753 0.00647527354464539 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"2_113" "js" "exp2" "fixed-luminance" 146 0.3 1 0.0858109461285993 0.0042942569890466 0.866992743003781 0.0111266564914991 "js_exp2" 0.936635356851494 0.93663744872396 0.920693318689461 0.00627231680278939 0.078343743065347 0.0858272050758145 0.00429590650429618 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"2_213" "js" "exp2" "fixed-luminance" 146 0.9 2 0.11248724697717 0.0055648498996471 0.866992743003781 0.0111266564914991 "js_exp2" 0.916937004773196 0.916931375115596 0.882230895899079 0.00719566705052488 0.0928518966359683 0.112507988242096 0.00556682586540153 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"2_313" "js" "exp2" "fixed-luminance" 146 1.5 3 0.137319601013572 0.00687564053896119 0.866992743003781 0.0111266564914991 "js_exp2" 0.898600261750352 0.898595658431579 0.862163874082598 0.00955670774687313 0.117982325406517 0.137324808917781 0.00687533584699535 10 1.52779806983899e-07 0.866910734349515 0.0111303385677241
"1_114" "mm" "exp2" "fixed-size" 146 0.9 1 0.140700560800824 0.0091359840482016 0.72359061360458 0.0215614339172824 "mm_exp2" 0.946168002838069 0.945693080653343 0.966323555205454 0.013523523999145 0.143718739832701 0.136936415121423 0.00817925567745349 0.0551107316421188 NA 0.536171367668559 NA
