"id" "exp" "session" "PL" "sigma" "posu" "STD" "STD_se" "alpha" "alpha_se" "id.1" "ideal_gain" "ideal_gain_R" "observed_gain" "observed_gain_se" "observed_sd" "STD_R" "STD_se.1" "Lshp" "Lshp_se" "alpha_R" "alpha_se_R"
"1_214" "mm" "exp2" "fixed-size" 57 0.9 2 0.127083964301653 0.00791437444510907 0.72359061360458 0.0215614339172824 "mm_exp2" 0.951377713670881 0.95494734921311 0.969689605841188 0.0119155555446425 0.129765245911615 0.124638242968119 0.00720340852540294 0.0551107316421188 NA 0.536171367668559 NA
"1_314" "mm" "exp2" "fixed-size" 50 0.9 3 0.171769382803119 0.0105539577335653 0.72359061360458 0.0215614339172824 "mm_exp2" 0.934281081313999 0.915545761686461 0.8956904220926 0.014049783975881 0.160268757956767 0.170970878740973 0.00956420762583584 0.0551107316421188 NA 0.536171367668559 NA
"2_114" "mm" "exp2" "fixed-luminance" 146 0.3 1 0.109463293389047 0.00848948040690855 0.72359061360458 0.0215614339172824 "mm_exp2" 0.958119375091104 0.965645684767189 0.97600733378613 0.0126092090834179 0.112103596721088 0.108701787481013 0.00793136401214507 0.0551107316421188 NA 0.536171367668559 NA
"2_214" "mm" "exp2" "fixed-luminance" 146 0.9 2 0.10987228941158 0.00842267495746655 0.72359061360458 0.0215614339172824 "mm_exp2" 0.957962893410955 0.962401418788658 0.946554653722658 0.0118669678634504 0.10773806967428 0.113771489716466 0.00832330956486546 0.0551107316421188 NA 0.536171367668559 NA
"2_314" "mm" "exp2" "fixed-luminance" 146 1.5 3 0.124741144497256 0.0095413159436925 0.72359061360458 0.0215614339172824 "mm_exp2" 0.952274075661758 0.952210366042578 0.934206660732337 0.0135864031017382 0.120639366766704 0.128398204509097 0.00923370774769093 0.0551107316421188 NA 0.536171367668559 NA
"1_115" "pc" "exp2" "fixed-size" 146 0.9 1 0.0967116486514382 0.00530846658092593 0.251635657289878 0.0166053074301142 "pc_exp2" 1.04186644941847 1.04185314603189 1.07152845890936 0.00685481179653525 0.0853120624463026 0.0967254233635102 0.00531019378082872 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"1_215" "pc" "exp2" "fixed-size" 57 0.9 2 0.12005138625449 0.00660969423831045 0.251635657289878 0.0166053074301142 "pc_exp2" 1.05197021091953 1.05197529278152 1.06570423910338 0.00917703628441828 0.116610718868439 0.120058075995842 0.00660931838468636 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"1_315" "pc" "exp2" "fixed-size" 50 0.9 3 0.128698548635744 0.00722518304180327 0.251635657289878 0.0166053074301142 "pc_exp2" 1.05571356697973 1.05571552286438 1.02346518688766 0.0107414148407902 0.13203356356771 0.128670275443446 0.0072214847194897 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"2_115" "pc" "exp2" "fixed-luminance" 146 0.3 1 0.124343594647089 0.00697010573327447 0.251635657289878 0.0166053074301142 "pc_exp2" 1.05382830771107 1.05382655157688 1.02026926657702 0.010331173829374 0.127457652195409 0.124321444384045 0.0069672917642447 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"2_215" "pc" "exp2" "fixed-luminance" 146 0.9 2 0.110113435641626 0.00588390177814587 0.251635657289878 0.0166053074301142 "pc_exp2" 1.04766807841397 1.04766216817602 1.06362207605643 0.00844861936871092 0.105728275139366 0.110120172367829 0.00588389544042341 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"2_315" "pc" "exp2" "fixed-luminance" 146 1.5 3 0.10198177514758 0.00556001754664356 0.251635657289878 0.0166053074301142 "pc_exp2" 1.04414788436743 1.04413134978247 1.0400971997068 0.00841290520032314 0.103097025372387 0.101979936257645 0.00555878069298142 4.49247332692403 14.2798385432334 0.251922880633062 0.0167104129343193
"1_116" "as" "exp2" "fixed-size" 146 0.9 1 0.105210452110176 0.005500889551969 0.965311125884118 0.00470409867984902 "as_exp2" 0.865493640265732 0.868302678031302 0.884862882362338 0.0105676341778291 0.115794366851541 0.0992458572678209 0.00347783692162587 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"1_216" "as" "exp2" "fixed-size" 57 0.9 2 0.0828768856278101 0.00419428107509549 0.965311125884118 0.00470409867984902 "as_exp2" 0.89404599880167 0.895103738802536 0.887312157290347 0.00707490622063887 0.078486202592931 0.0867003243339927 0.00329541612166923 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"1_316" "as" "exp2" "fixed-size" 50 0.9 3 0.0838483217369095 0.00425406619580989 0.965311125884118 0.00470409867984902 "as_exp2" 0.892804067570491 0.893233985620353 0.884879882170843 0.00751805500753064 0.0785305959548383 0.0876335046111531 0.00332561342993262 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"2_116" "as" "exp2" "fixed-luminance" 146 0.3 1 0.0790255477583939 0.004161436811096 0.965311125884118 0.00470409867984902 "as_exp2" 0.898969745195409 0.908467438586247 0.920865787332451 0.00799695384178697 0.0896845555413535 0.0797164003390957 0.00319344325615845 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"2_216" "as" "exp2" "fixed-luminance" 146 0.9 2 0.10441772408648 0.00528157714040008 0.965311125884118 0.00470409867984902 "as_exp2" 0.866507103826673 0.85668079619976 0.853150943900078 0.00836092174534587 0.0949525001607894 0.102890570747977 0.00241594841959105 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"2_316" "as" "exp2" "fixed-luminance" 146 1.5 3 0.113027915588083 0.00572180757997683 0.965311125884118 0.00470409867984902 "as_exp2" 0.85549940099263 0.844659232971174 0.837431590057839 0.00913194476858104 0.0995855873049269 0.109119374910982 0.00360249279189033 0.195114571669691 0.00323136582014783 0.886590897371824 0.00316335367137834
"1_117" "sz" "exp2" "fixed-size" 146 0.9 1 0.114614224593712 0.00805438816969736 0.806759027998528 0.019751802172485 "sz_exp2" 0.935144164068601 0.93515773028925 0.970518748412751 0.01216608816193 0.119701874668656 0.1146008333366 0.00808159435858333 10 53.344615402005 0.80667872806633 0.0197625097580984
"1_217" "sz" "exp2" "fixed-size" 57 0.9 2 0.124610230847284 0.0087032778261625 0.806759027998528 0.019751802172485 "sz_exp2" 0.92948779855992 0.929492209410068 0.938016100270555 0.0131901065947974 0.127400756330514 0.124607986487474 0.00870215991057952 10 53.344615402005 0.80667872806633 0.0197625097580984
"1_317" "sz" "exp2" "fixed-size" 50 0.9 3 0.185477325341267 0.0129524215355588 0.806759027998528 0.019751802172485 "sz_exp2" 0.895045424086293 0.895024042071888 0.950026884918936 0.0200496061489583 0.193750505663751 0.185453330626911 0.0129494860891308 10 53.344615402005 0.80667872806633 0.0197625097580984
"2_117" "sz" "exp2" "fixed-luminance" 146 0.3 1 0.0976308112011725 0.00702229006203425 0.806759027998528 0.019751802172485 "sz_exp2" 0.944754429715486 0.944758314340349 0.92279069945845 0.00973426745420291 0.0890499116366851 0.0976398760134482 0.00702221553528968 10 53.344615402005 0.80667872806633 0.0197625097580984
"2_217" "sz" "exp2" "fixed-luminance" 146 0.9 2 0.115645257892134 0.00884823572040483 0.806759027998528 0.019751802172485 "sz_exp2" 0.934560735646992 0.934568914096084 0.897159292067953 0.0113342984828538 0.0982782382588191 0.115640940562868 0.00884651851254566 10 53.344615402005 0.80667872806633 0.0197625097580984
"2_317" "sz" "exp2" "fixed-luminance" 146 1.5 3 0.143328262385178 0.0128287579565419 0.806759027998528 0.019751802172485 "sz_exp2" 0.918895975890969 0.918891105559917 0.856739251979364 0.0148084906604061 0.108937225651429 0.143328866309191 0.0128274485495497 10 53.344615402005 0.80667872806633 0.0197625097580984
"1_118" "fg" "exp2" "fixed-size" 146 0.9 1 0.052268916852728 0.00309177398596531 0.879175317770531 0.011957836094488 "fg_exp2" 0.959198554539431 0.964042348654967 0.970291044760661 0.00508019286473737 0.0555585657388609 0.0529666604437093 0.00302614993551667 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"1_218" "fg" "exp2" "fixed-size" 57 0.9 2 0.0873435203016778 0.00513666457126064 0.879175317770531 0.011957836094488 "fg_exp2" 0.931819097808794 0.930137557418938 0.927034400188874 0.00798926283879522 0.0856909239015005 0.087583563751064 0.00465679761666982 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"1_318" "fg" "exp2" "fixed-size" 50 0.9 3 0.134102337790101 0.00777491000952879 0.879175317770531 0.011957836094488 "fg_exp2" 0.895318871465561 0.875020224902583 0.87146022607702 0.0112161943088753 0.122648072686492 0.126199409790861 NA 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"2_118" "fg" "exp2" "fixed-luminance" 146 0.3 1 0.0846928886856173 0.00508785987847096 0.879175317770531 0.011957836094488 "fg_exp2" 0.933888197550388 0.93637965957001 0.956320383598263 0.0083829782657414 0.0906684691698762 0.0821259010754552 0.00434593618546113 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"2_218" "fg" "exp2" "fixed-luminance" 146 0.9 2 0.0546444291175777 0.00313224890129231 0.879175317770531 0.011957836094488 "fg_exp2" 0.957344214592341 0.96066400882109 0.95138432688873 0.00481458810003177 0.0521288121705652 0.057064877573868 0.0032502505920559 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"2_318" "fg" "exp2" "fixed-luminance" 146 1.5 3 0.0787893321191881 0.00450888029546698 0.879175317770531 0.011957836094488 "fg_exp2" 0.938496549022568 0.938168670077436 0.927604817142423 0.00663531764211006 0.0739080807750289 0.0805001580144825 0.00430523479183995 0.256633420630532 NA 0.827558002333975 0.0137530615102107
"1_119" "cs" "exp2" "fixed-size" 146 0.9 1 0.0553954164958294 0.00285132241924185 0.959825235367794 0.00531631370835291 "cs_exp2" 0.932222606216242 0.935098508528761 0.929248230615415 0.00491203666928346 0.053680501164763 0.0579659271913993 0.00400771293561037 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"1_219" "cs" "exp2" "fixed-size" 57 0.9 2 0.071326512736113 0.00382373165820972 0.959825235367794 0.00531631370835291 "cs_exp2" 0.912730592978061 0.916854766221267 0.931979822259036 0.00708249990961649 0.0803085127501185 0.0703884653868619 0.0033997635536097 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"1_319" "cs" "exp2" "fixed-size" 50 0.9 3 0.0881934662140704 0.00470298478620304 0.959825235367794 0.00531631370835291 "cs_exp2" 0.892093539397283 0.892025456649764 0.903435645992103 0.00891730310110963 0.0946213039014679 0.0849339399950047 0.00459506647728486 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"2_119" "cs" "exp2" "fixed-luminance" 146 0.3 1 0.0810988558639846 0.00423606879213185 0.959825235367794 0.00531631370835291 "cs_exp2" 0.900773935112822 0.899632159280975 0.898382075285478 0.0073320552119606 0.079911274031214 0.0807210602463579 0.00375211276856019 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"2_219" "cs" "exp2" "fixed-luminance" 146 0.9 2 0.079786601400082 0.00414010100087544 0.959825235367794 0.00531631370835291 "cs_exp2" 0.902379504450739 0.899549302012858 0.888311623046233 0.00648252238121166 0.0695137513694479 0.0807680092959374 0.00375844184470089 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"2_319" "cs" "exp2" "fixed-luminance" 146 1.5 3 0.0868542019993689 0.00450236753901828 0.959825235367794 0.00531631370835291 "cs_exp2" 0.893732151836467 0.889400763773568 0.881154259152564 0.00738835901494478 0.078110010018556 0.0863441769420491 0.00403407734786177 0.261915053747515 0.161479176255741 0.929752308238421 0.0420522965751375
"1_120" "py" "exp2" "fixed-size" 146 0.9 1 0.107169525157597 0.00628661810652194 0.903755826410261 0.0104682370805749 "py_exp2" 0.905939884797252 0.905942990795161 0.907933109094009 0.010326303026998 0.108506785934352 0.107174088815045 0.00628657326890312 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"1_220" "py" "exp2" "fixed-size" 57 0.9 2 0.112603267789506 0.00650316835775279 0.903755826410261 0.0104682370805749 "py_exp2" 0.901170816056108 0.90117539240825 0.894618955848949 0.0101458569055859 0.109968001384471 0.112603884407244 0.00650246750055248 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"1_320" "py" "exp2" "fixed-size" 50 0.9 3 0.120466793858522 0.00686759941463297 0.903755826410261 0.0104682370805749 "py_exp2" 0.894269191724146 0.894263187257853 0.891335785902651 0.010829225059247 0.119646566454339 0.120475444259482 0.00686803931819683 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"2_120" "py" "exp2" "fixed-luminance" 146 0.3 1 0.10835695604944 0.00644429451362401 0.903755826410261 0.0104682370805749 "py_exp2" 0.904897705656745 0.904895333436296 0.893406168134819 0.00990743409304409 0.103029555858981 0.108367296084866 0.00644512672284351 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"2_220" "py" "exp2" "fixed-luminance" 146 0.9 2 0.116810257936618 0.00697499859138719 0.903755826410261 0.0104682370805749 "py_exp2" 0.897478445247798 0.897485314761142 0.900150171773513 0.0109961451283173 0.118482808195794 0.116806219065365 0.0069734741844581 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"2_320" "py" "exp2" "fixed-luminance" 146 1.5 3 0.113129303767159 0.00678633996592427 0.903755826410261 0.0104682370805749 "py_exp2" 0.900709127314229 0.900712075092109 0.917348150627581 0.0115187814780206 0.119591095792226 0.113131533574429 0.00678578463113137 10 1.94592451276137e-07 0.903694188608659 0.0104728122180396
"1_121" "ch" "exp2" "fixed-size" 146 0.9 1 0.13533754032997 0.00853385532345872 0.758556668866574 0.0186872209100066 "ch_exp2" 0.938490205370533 0.938493474619703 0.961970349169025 0.013090481294989 0.139177308087259 0.13533495158646 0.0085329921188922 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"1_221" "ch" "exp2" "fixed-size" 57 0.9 2 0.119011353357647 0.00746238593441452 0.758556668866574 0.0186872209100066 "ch_exp2" 0.945910322233852 0.945915773997037 0.936071289179011 0.0106366433649822 0.116835899377159 0.119013293729604 0.007462221782996 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"1_321" "ch" "exp2" "fixed-size" 50 0.9 3 0.182253747401857 0.0120061817603941 0.758556668866574 0.0186872209100066 "ch_exp2" 0.917167174507332 0.917144561507331 0.939004746107899 0.018443640120769 0.186745373533049 0.182255335806104 0.0120056091414559 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"2_121" "ch" "exp2" "fixed-luminance" 146 0.3 1 0.116692387766541 0.00723230291994663 0.758556668866574 0.0186872209100066 "ch_exp2" 0.946964272956402 0.946969514683548 0.93058204378135 0.0104721470619065 0.112181496220625 0.116695794238207 0.0072323469184401 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"2_221" "ch" "exp2" "fixed-luminance" 146 0.9 2 0.134860083265422 0.00843011624442536 0.758556668866574 0.0186872209100066 "ch_exp2" 0.938707205455447 0.938707926343711 0.92991587881238 0.0123566422782599 0.13311992196964 0.134863429827476 0.0084301165263353 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"2_321" "ch" "exp2" "fixed-luminance" 146 1.5 3 0.140194887897876 0.00903199343121802 0.758556668866574 0.0186872209100066 "ch_exp2" 0.936282582933491 0.936282507798195 0.936519181932845 0.0131060350542956 0.140879191703646 0.140196062854665 0.0090316294091474 10 3.27616721657036e-07 0.758471958077405 0.0186848982199923
"1_122" "kh" "exp2" "fixed-size" 146 0.9 1 0.0948280988649024 0.00591300912491652 0.873753367690352 0.0127249807742306 "kh_exp2" 0.927795531065399 0.935180624466552 0.939823855318007 0.00980019093487161 0.0990247555203855 0.0956392519426987 0.00506111448278266 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"1_222" "kh" "exp2" "fixed-size" 57 0.9 2 0.114568580140463 0.00704689313844066 0.873753367690352 0.0127249807742306 "kh_exp2" 0.912764635380159 0.914152355330233 0.926858385104522 0.0112367486181916 0.119522389831093 0.1103710599048 0.0055279571042323 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"1_322" "kh" "exp2" "fixed-size" 50 0.9 3 0.125033999431457 0.00756332383158739 0.873753367690352 0.0127249807742306 "kh_exp2" 0.904796009434854 0.896949644725817 0.898802726419978 0.0121673967709465 0.123153325227789 0.121094755154582 0.00589990475058315 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"2_122" "kh" "exp2" "fixed-luminance" 146 0.3 1 0.0945075796040889 0.00582455896482935 0.873753367690352 0.0127249807742306 "kh_exp2" 0.928039582389197 0.933855374119809 0.933484009795589 0.00921799901250086 0.0968476271683931 0.0966340443080434 0.00507845743819534 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"2_222" "kh" "exp2" "fixed-luminance" 146 0.9 2 0.104505908457893 0.00625033727341937 0.873753367690352 0.0127249807742306 "kh_exp2" 0.920426608004376 0.920774290964946 0.9170479956825 0.00967411119933046 0.103606861214246 0.105953183879282 0.00531022687550605 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"2_322" "kh" "exp2" "fixed-luminance" 146 1.5 3 0.120976951926856 0.00709974442615375 0.873753367690352 0.0127249807742306 "kh_exp2" 0.907885145940847 0.896439127062575 0.882003112217584 0.0100257869046587 0.108077069880558 0.121398562546767 0.00582672791371026 0.0703528443696315 0.0516876380559176 0.609627481962072 0.075399602903081
"1_123" "jk" "exp2" "fixed-size" 146 0.9 1 0.0928325646132668 0.00549452097871068 0.924494036498228 0.00905239160982929 "jk_exp2" 0.909251944194332 0.916333317929098 0.920255918555782 0.00925180433840401 0.0978919078846648 0.0947749234689957 0.00475348600465296 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"1_223" "jk" "exp2" "fixed-size" 57 0.9 2 0.116060974751437 0.00693538660710215 0.924494036498228 0.00905239160982929 "jk_exp2" 0.886545112227928 0.887281931911883 0.896132921826497 0.0119590385345887 0.120845052622057 0.113244190809051 0.00542127353379934 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"1_323" "jk" "exp2" "fixed-size" 50 0.9 3 0.148326367117981 0.00852343552641165 0.924494036498228 0.00905239160982929 "jk_exp2" 0.855004222631425 0.839266622483944 0.84153225007534 0.0138294080883861 0.14158895123429 0.138464078746477 0.00609308859816984 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"2_123" "jk" "exp2" "fixed-luminance" 146 0.3 1 0.0839932300635297 0.00509691314639555 0.924494036498228 0.00905239160982929 "jk_exp2" 0.917892793298078 0.926289265702412 0.926321381535412 0.00856282065771422 0.0880383235692394 0.0875612747537218 0.00462432900488075 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"2_223" "jk" "exp2" "fixed-luminance" 146 0.9 2 0.102928044396004 0.00602210056309802 0.924494036498228 0.00905239160982929 "jk_exp2" 0.89938314946884 0.900728847282342 0.895830500655903 0.00994609506530384 0.101580766502545 0.105098757360154 0.00509322410230113 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"2_323" "jk" "exp2" "fixed-luminance" 146 1.5 3 0.126071993842193 0.00740779817980255 0.924494036498228 0.00905239160982929 "jk_exp2" 0.876758885693778 0.864828879055563 0.854705043447925 0.0113337112358383 0.113215224225433 0.124813173241597 0.00338898841766376 0.220242489711206 0.0167634949167121 0.82156878234959 0.00410138936902426
"1_124" "jj" "exp2" "fixed-size" 146 0.9 1 0.0721424502182938 0.00467415924087433 0.596740841420504 0.0236198290920354 "jj_exp2" 0.988727253279052 0.988728373450863 1.00774314193025 0.00675091455779555 0.0714202579243049 0.0721567752704223 0.00467643237237499 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"1_224" "jj" "exp2" "fixed-size" 57 0.9 2 0.0811118637495014 0.00518897346032887 0.596740841420504 0.0236198290920354 "jj_exp2" 0.987325721642342 0.987324984409839 0.963626330377115 0.00681786037001383 0.0759215898695668 0.0811204630538445 0.00518997574773803 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"1_324" "jj" "exp2" "fixed-size" 50 0.9 3 0.0881476502321308 0.00565495670047719 0.596740841420504 0.0236198290920354 "jj_exp2" 0.986226332869301 0.986221603958656 0.937593545322834 0.00615801943278875 0.0690958036911362 0.0881629899125367 0.00565659677347329 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"2_124" "jj" "exp2" "fixed-luminance" 146 0.3 1 0.0917070039004975 0.00607589196966279 0.596740841420504 0.0236198290920354 "jj_exp2" 0.985670160463404 0.985666419662158 1.04035435366246 0.00696969871708295 0.0790931298541605 0.0917047736854362 0.0060751028825424 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"2_224" "jj" "exp2" "fixed-luminance" 146 0.9 2 0.0792703995680665 0.00514256555208576 0.596740841420504 0.0236198290920354 "jj_exp2" 0.987613462897779 0.98761513405266 1.00977137078033 0.00701058739407911 0.0782097432363464 0.0792677847574389 0.00514208089590769 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"2_324" "jj" "exp2" "fixed-luminance" 146 1.5 3 0.0936130587244699 0.00599042570880219 0.596740841420504 0.0236198290920354 "jj_exp2" 0.985372326816744 0.985367225180969 0.957701104894831 0.00786847147026091 0.0874873914213852 0.0936129609159387 0.00598993895162965 3.3175113471871 1.89574439504452e-06 0.596623333244121 0.0235870491288234
"1_125" "wl" "exp2" "fixed-size" 146 0.9 1 0.10289280738225 0.00643628030664983 0.807756823257284 0.0162132105210319 "wl_exp2" 0.941519456880347 0.941528747552163 0.97072475619773 0.0100496338759403 0.107417010038225 0.102898127357368 0.00643678104999911 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"1_225" "wl" "exp2" "fixed-size" 57 0.9 2 0.0934624197392766 0.0057672880373864 0.807756823257284 0.0162132105210319 "wl_exp2" 0.946879346308337 0.946887431368357 0.951863978145331 0.00844494393693281 0.0951417572261405 0.0934713368899724 0.0057683050670494 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"1_325" "wl" "exp2" "fixed-size" 50 0.9 3 0.111017983150566 0.00681757416501675 0.807756823257284 0.0162132105210319 "wl_exp2" 0.936901396943168 0.936905264141239 0.941846159160962 0.0105465020033465 0.112788790127623 0.11103070403579 0.00681905422680609 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"2_125" "wl" "exp2" "fixed-luminance" 146 0.3 1 0.08444656481961 0.00510697338661175 0.807756823257284 0.0162132105210319 "wl_exp2" 0.95200363164764 0.952013375546015 0.93299922067932 0.00706508360976236 0.0768526223455335 0.0844530407648788 0.00510752237072862 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"2_225" "wl" "exp2" "fixed-luminance" 146 0.9 2 0.103436498447705 0.00628849059993791 0.807756823257284 0.0162132105210319 "wl_exp2" 0.941210442696569 0.941220423742269 0.92611471490917 0.00881577383964132 0.0983073762155694 0.103440486398453 0.00628855859037688 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"2_325" "wl" "exp2" "fixed-luminance" 146 1.5 3 0.113373917286406 0.00690089137219952 0.807756823257284 0.0162132105210319 "wl_exp2" 0.935562369652331 0.935565555228325 0.933852545421925 0.0105410858835217 0.113353800028143 0.113387052130421 0.00690241306109785 10 3.03337219803008e-07 0.807661261900379 0.0162172705895764
"1_126" "yw" "exp2" "fixed-size" 146 0.9 1 0.0940843529714512 0.00626902209258017 0.412451499445665 0.023814136671728 "yw_exp2" 1.01327487537653 1.01327356048937 1.0294489266087 0.00858286438131482 0.0919237180816716 0.0940863076090385 0.00626917384237599 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"1_226" "yw" "exp2" "fixed-size" 57 0.9 2 0.0976494157676943 0.00635766036957063 0.412451499445665 0.023814136671728 "yw_exp2" 1.01377788926658 1.0137770405501 1.0123055841484 0.00933140418284294 0.0981538781403181 0.097649440228871 0.00635758248262851 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"1_326" "yw" "exp2" "fixed-size" 50 0.9 3 0.125426370998464 0.00839628619904737 0.412451499445665 0.023814136671728 "yw_exp2" 1.01769709024777 1.01770515260992 1.00934421567731 0.0115737090997148 0.126300447185937 0.125425272272844 0.0083959834631015 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"2_126" "yw" "exp2" "fixed-luminance" 146 0.3 1 0.0746202424745251 0.00503448764624866 0.412451499445665 0.023814136671728 "yw_exp2" 1.01052857544389 1.01052435269688 1.00792719958285 0.00707915189226494 0.0750923399877255 0.0746200400287924 0.0050344032427868 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"2_226" "yw" "exp2" "fixed-luminance" 146 0.9 2 0.080582587382137 0.00564419351769917 0.412451499445665 0.023814136671728 "yw_exp2" 1.01136983404892 1.01136616071316 1.010805206368 0.00784109317578558 0.0810120083332761 0.0805823316600476 0.00564407919987298 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"2_326" "yw" "exp2" "fixed-luminance" 146 1.5 3 0.110752897916694 0.00737662723532815 0.412451499445665 0.023814136671728 "yw_exp2" 1.01562673034946 1.01562935592709 1.01026883141995 0.0101904233475816 0.111492493068279 0.110752682399484 0.00737647924138956 4.85725845040978 7.48005312327315e-07 0.412526251410265 0.0237958384442802
"1_127" "jm" "exp2" "fixed-size" 146 0.9 1 0.0637684861382784 0.00415464895578288 0.561085283173018 0.0236058168209073 "jm_exp2" 0.993754186211957 0.993756891791177 1.0176231413993 0.00548562803246388 0.0606244722463955 0.0637710774541464 0.00415505243650644 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"1_227" "jm" "exp2" "fixed-size" 57 0.9 2 0.0687394990232855 0.00441969076560765 0.561085283173018 0.0236058168209073 "jm_exp2" 0.993267299767892 0.993268805683192 0.987232723509241 0.00593546347311953 0.0684600781707035 0.0687498631949679 0.00442130127159403 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"1_327" "jm" "exp2" "fixed-size" 50 0.9 3 0.0685442692365259 0.00442381777549224 0.561085283173018 0.0236058168209073 "jm_exp2" 0.993286421573092 0.993288059461992 0.980568479634795 0.00602660915991302 0.0669951406017727 0.0685534909935146 0.00442521108393224 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"2_127" "jm" "exp2" "fixed-luminance" 146 0.3 1 0.0891997300564506 0.00581601222183138 0.561085283173018 0.0236058168209073 "jm_exp2" 0.991263319777912 0.991261103059412 1.0256365095213 0.00806341347821013 0.0844755531421898 0.0892122820649669 0.00581795161243032 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"2_227" "jm" "exp2" "fixed-luminance" 146 0.9 2 0.0680639824391228 0.00437788195318015 0.561085283173018 0.0236058168209073 "jm_exp2" 0.993333463321665 0.99333540763836 0.989543394231389 0.00605336090575789 0.0680501979514543 0.0680705696255589 0.00437889488126715 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"2_327" "jm" "exp2" "fixed-luminance" 146 1.5 3 0.0950635421343348 0.00612682173148712 0.561085283173018 0.0236058168209073 "jm_exp2" 0.990688987906277 0.99068461966134 0.949616637016655 0.0074980821829926 0.0838286082486906 0.095081875981082 0.0061294065692905 3.64428921097333 5.83164985475413e-07 0.561019535355354 0.0235840177777732
"1_128" "po" "exp2" "fixed-size" 146 0.9 1 0.246844742305187 0.0161392455406077 0.895286131546984 0.0115597951304045 "po_exp2" 0.792129821007619 0.792147306507682 0.839658907194385 0.0272728070763247 0.263211268709345 0.24679634501881 0.0161248337660067 10 5.52727987530389e-07 0.895055944456147 0.0115751203142445
