t	c_test	sig1	sig2	sig3	alpha	L1	L00	L_R	MSE1	MSE00	MSE_R	sig1R	sig2R	sig3R	alphaR	lhspR	id
2	2	0.0712962738108326	0.13	0.109547948358128	0.0780456831044735	139.168946984306	117.673190322719	139.170726885528	0.000915042174032349	0.727471617335665	0.000854881512717071	0.0712952636043659	0.13	0.109555384831723	0.0772915243900239	0.078046198799459	ml_exp2
3	3	0.0714176698736274	0.084536335281409	0.13	0.0782659321113445	119.412967581813	-305.954576539342	119.42632829068	0.0850908329184893	14.4625138242135	0.0846392409587694	0.0714175618114423	0.0845394856941611	0.13	0.0772739859535368	0.0782680283723308	ml_exp2
4	4	0.0712242709865991	0.08407153373694	0.109270271074869	0.13	176.466091768874	140.739563270484	176.459232965399	0.00801535350114746	1.21557201674676	0.00824718105860876	0.0712206374973868	0.0840744681855727	0.109273723672401	0.0772983574451048	0.13	ml_exp2
5	6	0.0711369599054913	0.0838614996501786	0.108932290348654	0.0777575621895784	0	0	0	0	0	0	0.0711347353208214	0.0838639044106232	0.108935235236942	0.0773118860990841	0.0777588963586156	ml_exp2
6	5	0.0706730376944033	0.0827513642388417	0.107147778618789	0.0769218581453472	166.803667734823	140.16717737583	166.713407891123	0.338005848547491	1.23831922268146	0.341056631264538	0.0706665968651994	0.0827532014155614	0.107151400392521	0.13	0.076918471485823	ml_exp2
1	2	0.127553675545762	0.13	0.125836537567194	0.0867162022614743	106.49761443698	109.732391196913	106.499210954687	0.12158439957202	0.0122489450862944	0.121530437273512	0.12754720418146	0.13	0.125831679331005	0.113797298967998	0.0867309928397644	js_exp2
2	3	0.127431568577613	0.113773322300238	0.13	0.0865147721622751	94.3485817883459	94.1275440542989	94.3475771761937	0.0950265879507931	0.102497663361584	0.0950605438415401	0.127420847959386	0.113779481784474	0.13	0.113509553630426	0.0865138609417934	js_exp2
3	1	0.13	0.111946213292198	0.12367928529318	0.0844793219542753	73.8954324670035	89.0385740018724	73.8863227117896	0.559868686599268	0.0480305027206978	0.560176596325498	0.13	0.111941343029689	0.123671346962959	0.110584485670427	0.084484269778206	js_exp2
4	6	0.128240232837334	0.114923321135735	0.126878487549294	0.0878022331988954	0	0	0	0	0	0	0.128229784859933	0.114921999382786	0.126875080879715	0.11536523731825	0.0878125029312363	js_exp2
5	5	0.130235041186444	0.117780768853213	0.129947589121507	0.0910582015203654	129.692864366807	121.705982368451	129.69454072416	0.309461358788125	0.579417970332533	0.309404697909583	0.130228773436328	0.117786875309281	0.129949101480614	0.13	0.0910632944233165	js_exp2
6	4	0.129567554356544	0.116840754644481	0.128931483013474	0.13	149.587294125228	147.016484365467	149.587300834401	0.00018152184285963	0.0870748917228087	0.000181295072831648	0.129572668711912	0.116840148382449	0.128932317116775	0.118498945855226	0.13	js_exp2
1	3	0.142366232216404	0.128579969682829	0.13	0.110650749528081	28.4121758812677	26.4396966269148	28.4088510304814	0.567586346989771	0.6342561457869	0.567698726946347	0.14234079007025	0.12856903321067	0.13	0.112473359778378	0.110652325310563	mm_exp2
2	2	0.14041071853878	0.13	0.170934456003682	0.10926089248601	76.0269597495369	76.3853748158057	75.4144149109315	0.0586077738990028	0.0464933446591181	0.0793117894438665	0.137520304972866	0.13	0.177277671961576	0.108076848116783	0.107218048993926	mm_exp2
3	1	0.13	0.12689190332749	0.171155213445912	0.109313622322665	57.706836378454	57.3684908189316	57.6370005180507	0.0360102625042773	0.0474463424161351	0.0383707145859093	0.13	0.124015884850197	0.16972254800504	0.112962216592601	0.108214690734003	mm_exp2
4	6	0.141082966609081	0.12742610511836	0.172876845204807	0.10973899294469	0	0	0	0	0	0	0.13766655888907	0.125621905976058	0.172625672883764	0.114243596387404	0.109243698839785	mm_exp2
5	4	0.140636205886249	0.127023800368053	0.171579914759728	0.13	58.6959235145734	59.7144480326991	59.0068863470379	0.055215016331252	0.0207888876186036	0.0447044725939514	0.137157629679401	0.125262107077106	0.17171672779736	0.114007071089901	0.13	mm_exp2
6	5	0.141470581559177	0.127773586612748	0.174005232920463	0.11001573532325	61.5658977497426	60.9608258995715	61.5112980031901	0.00773629177026997	0.0281877203060523	0.00958176320374348	0.138817086103799	0.126548383487804	0.174823797156927	0.13	0.109892381219183	mm_exp2
1	3	0.0941668895016294	0.11761775523125	0.13	0.123527167765365	84.5134504726839	92.6665178142788	84.5040174662908	0.29224962597582	0.0166759498299116	0.292568461591906	0.0941783212101759	0.117620748902338	0.13	0.107774582250961	0.123496580278669	pc_exp2
2	2	0.0973276275403787	0.13	0.128926012238994	0.124539721745351	108.321871820854	101.305177592132	108.322900521236	0.0218123480668407	0.258976612997637	0.0217775779939131	0.0973457381387039	0.13	0.128905630240617	0.110692213396294	0.124520304099368	pc_exp2
3	1	0.13	0.122104364945961	0.129483099756674	0.125022712990227	132.610273745272	124.262306177254	132.611712159909	0.0876087392812596	0.369770043080295	0.0875601208665407	0.13	0.122116143348897	0.129465297128483	0.112106457347267	0.125007823800642	pc_exp2
4	6	0.0964294041347364	0.119782940917202	0.128597767932867	0.124254583874494	0	0	0	0	0	0	0.0964491283453588	0.11979279383353	0.128571883576561	0.109869258573576	0.12422986726492	pc_exp2
5	4	0.0939771873900374	0.117433340231316	0.127689861939177	0.13	88.7631933578502	97.5786184012272	88.7544790734352	0.35074834332973	0.0527869768635902	0.35104288614296	0.0939988820913364	0.117441430298541	0.127643262448565	0.107610269109177	0.13	pc_exp2
6	5	0.09766935910998	0.120963201680436	0.12905037708709	0.124647261237341	126.208658271994	121.217897219886	126.208380352869	0.020665565440028	0.189353289001287	0.0206749591064643	0.0976862014309788	0.120974947537496	0.129033525677585	0.13	0.124632547248571	pc_exp2
1	1	0.13	0.0825537854704638	0.0835129039976493	0.0787663307994595	76.9211656692766	-1159.3523503499	40.9237091753245	0.327902672065312	42.1139475135134	1.54461670156089	0.13	0.0839501973979044	0.0854037405995947	0.0991833707868041	0.0771897853249261	as_exp2
2	2	0.108783764790858	0.13	0.0870990299224955	0.0815732996121363	107.155854096408	36.5754872254609	88.2442070629273	0.193003125669387	2.5786195259074	0.832216795401035	0.102709012050347	0.13	0.0903469657785486	0.106718733852473	0.0818856049484849	as_exp2
3	3	0.108962799842164	0.0862246859072252	0.13	0.0816820659025942	107.069315399019	56.5552347421565	90.3898329697171	0.163366356636216	1.87074228283818	0.72713286274663	0.102991145588752	0.0897973318783189	0.13	0.107092832972228	0.0823885124560308	as_exp2
4	5	0.109420640309112	0.0866525842976909	0.0876828828811329	0.0820273734816181	101.910748365285	90.9783323908365	101.219084374996	0.00155303365645895	0.371068693592804	0.0249312765282289	0.107684985503409	0.0877915505865263	0.0884841047527942	0.13	0.0820543396176725	as_exp2
5	6	0.107129232904636	0.0846041801308496	0.0855987636375165	0.0803931730147271	0	0	0	0	0	0	0.100765547501071	0.0877507492472531	0.0886546010787728	0.104487783465829	0.0805617449966859	as_exp2
6	4	0.103331933788764	0.0812192983227109	0.0821508502276039	0.13	74.6225622058383	93.0813940945633	74.6087347995309	1.06852336645285	0.44461484861395	1.06899073278604	0.103330568395894	0.0812161988543285	0.082153407341477	0.102292538332954	0.13	as_exp2
1	3	0.114310079237364	0.124008452251651	0.13	0.0969340130939013	0.141618094443659	0.816245839390818	0.141075257992685	0.067320547997116	0.0445181302179023	0.0673388958691592	0.114305216499624	0.124007495938485	0.13	0.114738406094267	0.0969356418961746	sz_exp2
2	1	0.13	0.123917732603225	0.184900450838427	0.0968275120980371	60.3700829557918	61.8602363059185	60.3711325043261	0.213045999248872	0.162678816014591	0.213010524508412	0.13	0.123922791533309	0.184864973255015	0.114617827460572	0.0968481594449512	sz_exp2
3	2	0.115351776971211	0.13	0.186723511746015	0.0993350368234552	59.4007810886786	59.4545099651833	59.4054963183403	0.00197632779917821	0.000160291773321386	0.00181695303661266	0.115343193139301	0.13	0.186713271907173	0.117893809157197	0.0994095048102719	sz_exp2
4	4	0.116399030468764	0.128164900364935	0.18849315068127	0.13	72.8072626540492	73.3691715116173	72.8065111710471	0.0345091590640264	0.0155166396782265	0.0345345591894977	0.116397949014138	0.12816732755347	0.18848079955655	0.121088661754238	0.13	sz_exp2
5	6	0.115411312294055	0.126212749529119	0.186844804282607	0.099498737876094	0	0	0	0	0	0	0.115417957502707	0.126212662305572	0.186819695237598	0.118077409962132	0.0995070699537222	sz_exp2
6	5	0.116526863814404	0.128421022101657	0.188710275478969	0.102098553825297	55.696215017404	55.490138921415	55.6948495079148	0.160459066123813	0.167424438168242	0.160505220344548	0.1165246983695	0.128423327416841	0.188695769920033	0.13	0.102104512786618	sz_exp2
1	2	0.0530389294164554	0.13	0.137032269609893	0.085830455022426	102.756563546134	98.9572328269902	96.3452724228297	0.0481579080002525	0.176575286307313	0.264859547967938	0.0539600474240972	0.13	0.129394904873319	0.0579768400935416	0.0836430093001461	fg_exp2
2	3	0.0534935591611196	0.090110337350011	0.13	0.0865073934735264	73.4361769814173	72.1959691406847	73.4362171796082	0.184287622149363	0.226206647166126	0.184286263450513	0.0534964307208201	0.0901031275228062	0.13	0.0564595027551872	0.0865067364993137	fg_exp2
3	1	0.13	0.0866691006859872	0.132940739987805	0.0842439537247105	103.712278551508	102.773566267817	92.7747898500935	0.675122221776432	0.706850696965162	1.04480933988423	0.13	0.0873610586814274	0.128368410010725	0.0559985528589568	0.0827882093611534	fg_exp2
4	6	0.0527275034564102	0.0883664966867214	0.135817398806147	0.0853637680206747	0	0	0	0	0	0	0.0535598198644121	0.0885518739410045	0.126776946063607	0.0576083611054896	0.0829535421540705	fg_exp2
