t	c_test	sig1	sig2	sig3	alpha	L1	L00	L_R	MSE1	MSE00	MSE_R	sig1R	sig2R	sig3R	alphaR	lhspR	id
5	4	0.0517809183776164	0.0862224447963095	0.132172223852072	0.13	89.9154641837488	72.6623374548503	66.7107783586589	0.471149374962858	1.05430505839963	1.2554677558509	0.0527124093478347	0.0854815036699769	0.121124610166524	0.0565000093728869	0.13	fg_exp2
6	5	0.0532656568893276	0.0895901356908852	0.137913451408004	0.0861666129121346	118.590552541215	105.220866925949	101.879833140841	0.216188159993125	0.668083533789108	0.781010475725742	0.0556233576589903	0.0903051946824703	0.127371182969531	0.13	0.083654755240448	fg_exp2
1	2	0.0542377785297822	0.13	0.0865246327812595	0.0794182178681512	76.6242654109149	86.3537641239362	76.4933876845543	1.15908552537871	0.830228468878589	1.1635091925297	0.0542249720447686	0.13	0.0864845310610389	0.0779097607297436	0.0793894743087288	cs_exp2
2	1	0.13	0.0731545743678464	0.0906714659426044	0.0835508579370517	103.106143928927	115.676541258626	54.0501041284276	0.720023376597091	0.295143946853276	2.37811752185399	0.13	0.0724989432111996	0.0880557553661598	0.0844477040797581	0.0838795151327461	cs_exp2
3	3	0.0555461992053064	0.0714723264312461	0.13	0.0813199322884177	86.5983888880411	73.0698315961545	33.5826409114595	0.439681096600642	0.896946333066409	2.2316133782091	0.0584322731100592	0.0693605881408531	0.13	0.0797776857545322	0.0794412954375849	cs_exp2
4	5	0.0580280981829287	0.074147115736048	0.092013584667548	0.0848925425238023	109.427668619154	112.471134533648	109.213824490094	0.108902656831049	0.00603350892115883	0.1161305883933	0.0582511404541345	0.0742798942830068	0.091994190671534	0.13	0.084864292883208	cs_exp2
5	6	0.0563983901905681	0.072400170909975	0.0896540247735328	0.0825330825290808	0	0	0	0	0	0	0.0576206705289242	0.0718380598762317	0.087753040656529	0.08161305322432	0.0821218349577551	cs_exp2
6	4	0.0568766015729521	0.0729149364508304	0.090358836020956	0.13	101.30937647009	106.499558093976	101.127775475738	0.269211881185024	0.0937837422976795	0.275349994794123	0.0568800501985685	0.0729154246067643	0.0904257040067395	0.0820806559471308	0.13	cs_exp2
1	2	0.106161754784903	0.13	0.119299075152921	0.107242950534155	86.8564206850594	87.395167091819	86.8550856615013	0.0182732910593362	6.36625108619503e-05	0.0183184148555998	0.106165078710524	0.13	0.119297929599806	0.115709057829857	0.107239276297631	py_exp2
2	1	0.13	0.110436185371153	0.118211083025785	0.106195247303577	84.0005752979532	86.5112267505603	84.0000681353942	0.0986236041875382	0.0137635850894172	0.0986407462820306	0.13	0.110438805088932	0.118215870847436	0.114698505009002	0.106204741298483	py_exp2
3	3	0.105751592867597	0.111012012242343	0.13	0.106774655496373	82.3342706454244	81.2145649349822	82.3335213215049	0.0143337577218901	0.052179810734835	0.0143590848703676	0.105753052745769	0.111014775493678	0.13	0.11525902917372	0.106778244903326	py_exp2
4	6	0.105811548336785	0.11108007837597	0.118886338555885	0.106842525307091	0	0	0	0	0	0	0.105812795791337	0.111081441756272	0.118886607148247	0.115324664585159	0.106844891138887	py_exp2
5	5	0.105215194228166	0.11041219837655	0.118188226040065	0.106177749240728	75.1142515067696	76.0233291270412	75.113427814809	0.0521823752523256	0.0214555516871477	0.0522102160405948	0.105211529421473	0.110410178677403	0.118186855649653	0.13	0.106179142939871	py_exp2
6	4	0.106668832393508	0.112036803178656	0.119883833264703	0.13	85.5978288300309	85.1754487617703	85.3656229231762	0.00953920827180904	0.0238156545790172	0.0173877679234977	0.106872718461736	0.112410455130943	0.119607688269962	0.115901461207923	0.13	py_exp2
1	1	0.13	0.11755840774767	0.180816048567036	0.115133571916425	63.1005818070837	62.9185088008314	63.1017489883031	0.0915238589671919	0.0976779265785193	0.0914844082419755	0.13	0.117562045753013	0.180796337722606	0.133260866153965	0.115139132129716	ch_exp2
2	2	0.13573932787519	0.13	0.182901949659241	0.1173795861307	83.4177902449865	83.6118291791922	83.4175089512898	0.00698016414148814	0.000421648165336237	0.00698967186843739	0.135735770983398	0.13	0.182889361351154	0.135567729211067	0.117384447753233	ch_exp2
3	3	0.134776189884815	0.118117854340099	0.13	0.115735154612263	10.6839738334198	10.6123456605658	10.683964173086	0.000510279921624544	0.00293131216408982	0.000510606440906108	0.1347728570717	0.118121966512289	0.13	0.133880323024893	0.115738655550658	ch_exp2
4	6	0.135331035587237	0.119002667229185	0.182256384717476	0.116679063037949	0	0	0	0	0	0	0.13532765143499	0.119002690526166	0.182239315350887	0.134851282053683	0.116685502794704	ch_exp2
5	4	0.136034566590383	0.120124792544408	0.183370318753574	0.13	87.9222059444657	88.415899232732	87.9214026203813	0.02794323870598	0.0112564055625777	0.0279703910600318	0.136035750358255	0.120135939618011	0.183369090691059	0.136087144317869	0.13	ch_exp2
6	5	0.135657522088232	0.119519511681832	0.182771559348014	0.117233723466345	69.7590062996212	69.9802718101297	69.7594017213447	0.0207425716291681	0.0132637973739778	0.0207292063749137	0.135653526881454	0.119521160503258	0.182764382747352	0.13	0.117230422286469	ch_exp2
1	2	0.0955968865780343	0.13	0.12627421264888	0.0953438138250653	75.7337234558907	70.7961490656376	72.3806763893538	0.0519971390656437	0.218887153456199	0.16533012991459	0.0958432813924071	0.13	0.122232218204997	0.106352013353333	0.0967389576405989	kh_exp2
2	1	0.13	0.115491282108576	0.126261827059917	0.0953345661127483	85.4024918974924	84.0669139418519	83.6231390520991	0.129199689303432	0.174342224204079	0.189341815477724	0.13	0.113850766488062	0.125305136875616	0.106597924725264	0.0963204974345048	kh_exp2
3	3	0.096881130952345	0.11706401466929	0.13	0.0967357284550289	73.8734779729151	73.9273070664556	73.8749656963083	0.0188291934241073	0.0170097700624372	0.0187789083734172	0.0968769319043662	0.117058393849312	0.13	0.107217789370635	0.096733630747889	kh_exp2
4	6	0.0961935548127721	0.11622926361643	0.12722941646683	0.0959898776405841	0	0	0	0	0	0	0.0969431782607492	0.113386406165853	0.124789738331042	0.107841252312356	0.0977538211007853	kh_exp2
5	4	0.0960967748357799	0.11611253829889	0.127075835693863	0.13	89.2926635039597	86.193921111618	86.740259903584	0.0714343353773147	0.176171828238465	0.157705577070015	0.0972300735751602	0.113842648161977	0.124997230118663	0.108171585969905	0.13	kh_exp2
6	5	0.0967865011497596	0.116949052477109	0.128181145312448	0.0966330657711252	91.0283292246447	90.1376920797934	89.9802850680974	0.00361732160457456	0.0337208571005498	0.0390412140958723	0.0978468026633363	0.114511911589922	0.126184711312876	0.13	0.0987218403578827	kh_exp2
1	1	0.13	0.116712941955665	0.149274576376916	0.0844625088625513	83.5168474087804	80.1048039437961	80.3275616230679	0.216580590138571	0.331907659255041	0.324378449695655	0.13	0.115110104071912	0.142531065203364	0.105707480296177	0.087158779169176	jk_exp2
2	3	0.0954893588681931	0.119478704852777	0.13	0.0864347941435176	52.0720394968858	54.2960675766036	54.7956986011899	0.205870737374508	0.130698588280045	0.113811059649029	0.0957212535295221	0.11722698760354	0.13	0.106710201153814	0.0874071872987688	jk_exp2
3	2	0.0937336581969051	0.13	0.149997057883451	0.0848221224405281	70.9920046137034	67.3942415396636	67.6887851081418	0.0378385140198592	0.159442905922405	0.149487333307838	0.0949921730295173	0.13	0.13920789722466	0.105444787817432	0.0877255679195467	jk_exp2
4	5	0.094896581091723	0.11871513467929	0.152162078906368	0.0858903277333385	86.2297422463852	84.4397719124887	84.7007864982021	0.019306446810731	0.0798074440964339	0.0709851510993205	0.0968439692986056	0.116770080260462	0.144036674500684	0.13	0.0891125290279416	jk_exp2
5	4	0.0935798650221153	0.11701972719995	0.149711157092379	0.13	82.857853416658	78.6035135308612	79.1128879397108	0.252163412598592	0.395960100738521	0.378743245719406	0.0961219226675621	0.115472499020205	0.14194420220038	0.106880364692471	0.13	jk_exp2
6	6	0.0942149298141791	0.117837554140103	0.150892377201029	0.0852643066659038	0	0	0	0	0	0	0.0956971323547435	0.115431508557448	0.142375350818795	0.106495627269859	0.0880431734413736	jk_exp2
1	2	0.0715342529453765	0.13	0.0930425485326755	0.0884157258586365	109.40683349893	-13687.6282243907	109.407680257418	0.164043568371321	466.503828525041	0.164014947934417	0.0715361507080007	0.13	0.0930442624564065	0.0784820150825806	0.0884159881328399	jj_exp2
2	1	0.13	0.0812737984380346	0.0884200316086877	0.0915298394398396	114.028164919005	-89389.0100331074	114.023113303854	0.0867674797682337	3025.28945857306	0.0869382243603619	0.13	0.081279992090624	0.0884323277428341	0.0792226674959102	0.091515258882655	jj_exp2
3	3	0.0712937040095464	0.0851428677441195	0.13	0.087160090485465	99.7665669158546	-15465.1746705015	99.7613617665769	0.607677647630509	526.702691472337	0.607853581676094	0.0712831002628603	0.0851421865270983	0.13	0.0781779325678194	0.0871634260687209	jj_exp2
4	5	0.0721438404981164	0.0811948659943297	0.0882869116041527	0.0916231559501054	109.928643373067	-11339.9211812251	109.92191777175	0.104437935301562	387.109362006719	0.104665260626081	0.0721404096993783	0.0812008259869949	0.0882985427218075	0.13	0.0916092666051594	jj_exp2
5	4	0.0724837528431135	0.0796804363620709	0.0857525474014133	0.13	94.437682311711	-52030.1359114023	94.3826162008431	0.611496268064596	1762.4220837356	0.613357502611934	0.0724701813511228	0.0796841585399866	0.0857652287218631	0.0796670073253526	0.13	jj_exp2
6	6	0.0719061629983854	0.082262746066046	0.0900906033287133	0.0903690269407403	0	0	0	0	0	0	0.0719073439672022	0.0822700426875692	0.0900981556761914	0.0789478479951354	0.0903629503793856	jj_exp2
1	3	0.102783583718179	0.0932903530769459	0.13	0.084214663807709	87.2859809746784	77.7986238539847	87.2852897959922	0.0334627418386522	0.354135412518101	0.0334861036782464	0.102779638693506	0.0932897020328484	0.13	0.103173074858749	0.0842144501122664	wl_exp2
2	2	0.102750256778519	0.13	0.110752429022598	0.0841474696544208	97.5672556282873	99.3384720708732	97.5653054501679	0.0864230645467716	0.0265559487873692	0.0864889805672075	0.102748580457463	0.13	0.1107499209028	0.103099627852244	0.0841475869715618	wl_exp2
3	1	0.13	0.091751040644734	0.108958450929039	0.0822214859391442	82.3597930223871	91.2152677575391	82.3454914422828	0.364727786711837	0.0654127406637016	0.365211180119364	0.13	0.091737318022092	0.108948475426949	0.100924894139495	0.0822131481223325	wl_exp2
4	5	0.103527207333382	0.0944470281920253	0.112208732799127	0.0857238600690483	97.8970825162746	90.3743309765879	97.8973349358929	0.00423811069664974	0.25850711273806	0.00422957891355218	0.103525312900539	0.0944468382781644	0.112208661730741	0.13	0.0857269645788591	wl_exp2
5	4	0.103825003378499	0.094909930505316	0.112767012782948	0.13	110.906486637294	-5566.98926015184	110.249921782186	0.000449951618696824	191.913326193091	0.0226418437213291	0.10008240187963	0.0963209491694437	0.111562312493668	0.108678008272392	0.13	wl_exp2
6	6	0.102949297473762	0.093543184028375	0.111125554511506	0.0845453453545244	0	0	0	0	0	0	0.102950499078176	0.0935450225033829	0.111122935187145	0.10355465060867	0.0845487155165679	wl_exp2
1	1	0.13	0.0978349316486991	0.125569508970571	0.0747386900728157	96.2047062421532	95.892868663737	96.2058066732875	0.0256111505484071	0.0361512606988733	0.0255739559760675	0.13	0.097841230629158	0.1255711551826	0.0807510226343305	0.0747440026370621	yw_exp2
2	2	0.093836584592405	0.13	0.125347463527418	0.0745555675992356	97.8913847741657	97.9598387179586	97.8905991520682	0.00792883961092235	0.0056150963107212	0.00795539363781797	0.0938428245441776	0.13	0.125345467219982	0.080492479325863	0.0745539308625446	yw_exp2
3	3	0.0936568568294599	0.097468858269903	0.13	0.0745020057765323	72.0043126868472	69.0316529946785	72.0033880812838	0.0183828212427656	0.118858718838069	0.0184140729108092	0.0936473087470104	0.097469843235803	0.13	0.08041979278303	0.0745020536113437	yw_exp2
4	6	0.0939402014379328	0.0975882670084789	0.125379627473024	0.0745808855400924	0	0	0	0	0	0	0.093941956775995	0.0975880285022853	0.125377395673639	0.0805291013514334	0.0745808665856227	yw_exp2
5	4	0.0937763410332944	0.0975194768261549	0.125324868217374	0.13	103.641881195508	104.139402666771	103.640669885068	0.0189358193348335	0.00211959360616123	0.018976761627708	0.0937787681665372	0.0975213406028458	0.125323867897644	0.0804705691272128	0.13	yw_exp2
6	5	0.0938843180044365	0.0975646352968733	0.125361659963516	0.0745656788035872	93.5716251335255	93.7015551506768	93.5710668399414	0.00881802083759913	0.00442638625788484	0.00883689116074176	0.0938862945525094	0.0975644587324714	0.125359274040955	0.13	0.0745656524215898	yw_exp2
1	1	0.13	0.0688424828399743	0.0686947107890471	0.0890024127686901	118.748611872943	68.1640275269083	118.744978082532	0.0968540389367542	1.80661298983273	0.0969768610526611	0.13	0.0688438629684057	0.0686964961652668	0.0681479730569396	0.0890189186505157	jm_exp2
2	2	0.0625808501499139	0.13	0.0698550291365366	0.0874813266740877	116.959980006648	117.64740353132	116.959064968219	0.0369465715273323	0.0137116563934225	0.0369774998262406	0.0625814222141393	0.13	0.0698551003674293	0.0687725517513655	0.0874824374131581	jm_exp2
3	3	0.0623738742936346	0.0697589283094387	0.13	0.0871802667442834	115.141052156891	-63.7618580950801	115.138596070156	0.0886289193591189	6.13554728587573	0.0887119350907341	0.0623731677466258	0.0697550627978082	0.13	0.0688989012455723	0.0871813294928149	jm_exp2
4	6	0.0629812179556786	0.0693158996497598	0.0694128444704673	0.0880639463290943	0	0	0	0	0	0	0.0629805312789726	0.0693158806569363	0.0694129291883504	0.0685349199646329	0.0880622849643605	jm_exp2
5	5	0.0626525208530882	0.0695537979611667	0.0697765983339983	0.0875858037148912	117.536412452933	-90265.1440276338	117.535794934256	0.0241215454098012	3054.95872042034	0.0241424175410755	0.0626527117193701	0.0695541890836187	0.069775733711416	0.13	0.0875860966332028	jm_exp2
6	4	0.0636652729337402	0.0688255851620183	0.0686681910271913	0.13	104.621649377927	-288.967423154114	104.616984497628	0.162511070488811	13.4658217220718	0.162668743442939	0.0636680859502396	0.0688163023674104	0.0686607687665209	0.0681290505413933	0.13	jm_exp2
1	2	0.24909688552038	0.13	0.277095171118739	0.190440559229344	-117.413485109178	-107.178605675035	-135.598674795481	1.08397915931173	0.738040234437678	1.69863857070877	0.239803540455333	0.13	0.26964491128909	0.213341182752409	0.197314869155142	po_exp2
2	3	0.250509451015339	0.258030425180456	0.13	0.191748502832786	-161.424969835169	-130.382611480995	-161.485907139949	2.00097534393491	0.951743631563813	2.00303502483647	0.250467254416837	0.258007218098988	0.13	0.208838109667985	0.191767458053927	po_exp2
3	1	0.13	0.252345632186344	0.272562157282593	0.187454894300592	-92.8588514215309	-93.9452421464331	-93.4829673220196	0.226730462621526	0.263450469123222	0.247825580058044	0.13	0.251746251022751	0.271868321538839	0.204416487532879	0.187927469363502	po_exp2
4	5	0.250352896758163	0.257837406169429	0.278872877946915	0.191607751318641	-26.6518019866972	-24.5833289423358	-42.6630537957456	0.614376122185391	0.544461733285974	1.15555643333123	0.244268921889434	0.25588630221822	0.274779301281074	0.13	0.200779897740126	po_exp2
5	4	0.249546704760602	0.256846121170087	0.277726437621078	0.13	-2.00208578315582	4.72241686368718	-15.2340020331759	0.312624284142501	0.0853360946792072	0.759863053393179	0.243415935090382	0.255294594344509	0.273754850262286	0.21667353016591	0.13	po_exp2
6	6	0.249080168631187	0.25627597455265	0.277074104651201	0.190425229801525	0	0	0	0	0	0	0.249043955697918	0.256263745322504	0.277062740824785	0.207344980224174	0.19044771582194	po_exp2
1	2	0.0920912952873824	0.13	0.199892484135168	0.0979037755517061	80.0166566544344	78.9813758357902	79.8237761699609	0.0388909613993916	0.0738834530695645	0.0454103217745973	0.094145776345528	0.13	0.188714621492264	0.111869104606953	0.0989532714782645	db_exp2
2	3	0.0934738828462219	0.112834100013416	0.13	0.0992024518641462	-14.5795298381632	-17.6769480124263	-14.5658944519186	0.760175791713742	0.864868526003834	0.759714915658673	0.0934729451583006	0.112828022782735	0.13	0.112765334861702	0.0991972338540392	db_exp2
3	1	0.13	0.111940647079321	0.201300664977793	0.0984612960845337	94.415383373244	93.2732758948843	94.2500428789218	0.0655630762229635	0.104166308991522	0.0711515849310516	0.13	0.113461525628151	0.187385443068379	0.113307537495449	0.10043797328756	db_exp2
4	4	0.09154259333769	0.110650268968205	0.198592524319606	0.13	90.5182928684406	89.3030423002431	90.4203337403579	0.155058054920278	0.196133524125352	0.158369073449473	0.0934386168009213	0.111423496379004	0.189244743964853	0.111326422488428	0.13	db_exp2
5	6	0.092369309237064	0.111583102424293	0.200554576156455	0.0981652771415807	0	0	0	0	0	0	0.0943224431696673	0.112169020018849	0.188946481986835	0.112045406657862	0.0991114575267006	db_exp2
6	5	0.0919831782309806	0.111145374706716	0.199636132850847	0.0978018061073313	85.4805896639146	84.296260877119	85.2701202615638	0.0484418257412732	0.0884721387349663	0.0555556915407317	0.0940270903703902	0.111866645825975	0.188563329736697	0.13	0.0988477916151228	db_exp2
1	2	0.116362958902419	0.13	0.175226540716684	0.144099241880942	77.9094424542776	76.9385038129732	76.7718483739729	0.0618914380293707	0.0947091641054574	0.100342117943669	0.119734826732546	0.13	0.172837008721127	0.153170653000191	0.143241994415478	mj_exp2
2	1	0.13	0.126685197864609	0.171553788798515	0.14161198574659	77.8972472259503	76.5183860165065	77.8989435002745	0.0410264326944565	0.0876319415736541	0.0409690986222982	0.13	0.126693927772858	0.171553688006784	0.152601719720258	0.141609874662303	mj_exp2
3	3	0.11569889775657	0.128642619625174	0.13	0.143333961569864	24.5853662545818	25.6750609302916	24.5863237336906	0.323105174147786	0.286273494108793	0.323072811353907	0.115696895073895	0.128648659961861	0.13	0.154508359162844	0.143324975454385	mj_exp2
4	5	0.113749426978089	0.126087801327436	0.170779823007707	0.141086716965934	42.6649891931217	42.6324633388967	42.6090758891473	0.000735641495576889	0.00183501536838207	0.00262551116991174	0.114996868088549	0.128497855674753	0.167751589476536	0.13	0.139145768718428	mj_exp2
5	4	0.113312293252104	0.125516234867559	0.170036876333738	0.13	55.7402256773273	55.793828429474	55.8273780875361	0.0153109597455297	0.0134991867229739	0.0123652082804747	0.113786917582154	0.126495304969223	0.169169149597961	0.150328604536607	0.13	mj_exp2
6	6	0.114687658217062	0.127315878246503	0.172372542632212	0.142167855578903	0	0	0	0	0	0	0.115428220919555	0.12873505226706	0.171503011938267	0.152028373861705	0.141440685537183	mj_exp2
1	2	0.105920388178025	0.13	0.179689373021967	0.135371633740105	32.9731852182576	32.9596487143469	32.9731791641013	2.09666759116239e-05	0.000478500508092762	2.11713063956071e-05	0.10593097547488	0.13	0.17966334841918	0.143737532015313	0.135365309842259	zb_exp2
2	1	0.13	0.137592170139585	0.181777015127271	0.136910938694613	48.165735973202	48.2059257747522	48.1677537620218	0.00591630797057804	0.00455789267817938	0.00584810670846956	0.13	0.1376001691174	0.181714045638519	0.145541150255837	0.13691684636198	zb_exp2
3	3	0.105969899131053	0.136063823220801	0.13	0.135419933568628	4.41962281023152	4.49889748331495	4.41913052352754	0.0965618147861425	0.0938823308359228	0.0965784540767369	0.105979266938398	0.136062931809108	0.13	0.143800852043493	0.135417991707722	zb_exp2
4	6	0.106347161704487	0.136501479811544	0.18034392940306	0.135854149626548	0	0	0	0	0	0	0.107140893736285	0.136688220358404	0.178963926297606	0.144418730518798	0.135994173187605	zb_exp2
5	5	0.107433868505141	0.137781036948621	0.18202899914451	0.137089473026835	52.0902975358248	52.4374270807708	52.0886168900806	0.0657464127394714	0.0540134341202961	0.0658032185656236	0.107442283561695	0.137781344102445	0.182012679350383	0.13	0.13709682874276	zb_exp2
6	4	0.105071907546537	0.134999900547661	0.178343836383482	0.13	54.2135829148832	54.111334909073	54.2142721508758	0.00557970020780095	0.00903568280418477	0.00555640403125117	0.105078223343646	0.135004089971786	0.178335937558492	0.142605954938202	0.13	zb_exp2
1	5	0.0745692625888408	0.145368780147253	0.171722326987069	0.0924678392727075	51.5287848875657	51.8954906088153	51.5322457744919	0.0138351159212946	0.00144046254306135	0.0137181379431891	0.0745740148616917	0.145361933418416	0.171712399966007	0.13	0.0924683328254858	ml_exp3
2	6	0.0746730242435613	0.144955181250531	0.171105512992071	0.0927473061937622	0	0	0	0	0	0	0.074679245710597	0.144953795612158	0.17110862863963	0.122538320849413	0.092742510177978	ml_exp3
3	4	0.0750303096494802	0.143604873938631	0.169088582360785	0.13	59.2034207699591	57.4824447953185	58.4238060127458	0.130590302960035	0.188759290902885	0.156941281753842	0.0744642590754962	0.142333164829314	0.169239376849722	0.122128636761453	0.13	ml_exp3
4	3	0.0744112823123943	0.145997518315548	0.13	0.092038134544337	17.5656877270963	21.495669749332	17.5712600846309	0.196475734261741	0.0636423419101758	0.196287388577073	0.0744117937562184	0.145995998270183	0.13	0.123108335626185	0.0920400971856123	ml_exp3
5	1	0.13	0.144032888984086	0.169729657423667	0.0933767885632721	75.3516740612172	74.5097892339366	74.778823747429	0.049332534694444	0.0777882418565253	0.0686948753004827	0.13	0.143294040891368	0.170353061768657	0.122147901705061	0.0922386498412621	ml_exp3
6	2	0.0744623130724682	0.13	0.172362092777379	0.092174998740658	39.0857985970319	41.2592706074521	39.0917347898151	0.0847974566457125	0.0113341026935099	0.0845968133296422	0.0744634608922007	0.13	0.172355111103733	0.122997383453222	0.0921765137294843	ml_exp3
1	3	0.0897487076432974	0.0788753677153514	0.13	0.124747056726938	60.2189009005198	47.3067370265941	59.1057188089219	0.00630726787483483	0.442738406813526	0.0439328225708457	0.0855622458065672	0.0806477925127251	0.13	0.129063105485304	0.11894976274588	yi_exp3
2	2	0.0891835647800473	0.13	0.10913989328012	0.123364030970357	69.2964812074991	35.7065051515905	65.2374372681479	0.172014917882468	1.30735610857218	0.30921060303254	0.0883036885436981	0.13	0.110604432483709	0.131587094350198	0.12235680888502	yi_exp3
3	1	0.13	0.076306547876304	0.106268680833702	0.119940771149627	55.3232522289248	43.3904466801219	44.6212508453817	0.434905889455932	0.838234717005468	0.796633536219688	0.13	0.0782298198084585	0.10472922479163	0.12513187793967	0.114945805260392	yi_exp3
4	6	0.0895622845228954	0.0786267150512727	0.109920431525017	0.124276461609686	0	0	0	0	0	0	0.0870508670078299	0.0810181248207811	0.108957040078018	0.130250788206757	0.120705756341755	yi_exp3
5	4	0.09000219636546	0.0792116928992878	0.110845379222125	0.13	54.8588121888004	39.9526929713979	54.531977753887	0.00852037180700353	0.512347201355209	0.0195673757070785	0.0880029732887848	0.08180729330406	0.10807465481931	0.129329797775916	0.13	yi_exp3
6	5	0.0909145506482637	0.0804311872181584	0.112772094990866	0.127663130126977	53.6391579475542	59.2558070751131	58.0708729310725	0.197578295489484	0.0077355549779923	0.0477863290465646	0.0884749800332363	0.0831181171131502	0.111279665011309	0.13	0.12329292259306	yi_exp3
1	4	0.0678542117677532	0.0840008400516602	0.127294877096145	0.13	59.1403500783753	45.591397241849	48.163156227248	0.243493802113521	0.70144840798811	0.614522954281625	0.0691011284716971	0.0860415600012385	0.120646051874442	0.0926924902434358	0.13	rd_exp3
2	6	0.0689958540544841	0.0859298704102436	0.130537562154209	0.0947307117393083	0	0	0	0	0	0	0.0692729754015307	0.0878628600150027	0.125500140163805	0.0957322182737688	0.0913298821115785	rd_exp3
3	5	0.069340343970802	0.0865197177130481	0.131536969604305	0.095131057271952	68.1318980660868	62.0827379065279	64.9177043422392	0.0133217229339691	0.217783336327062	0.12196147080002	0.0703744940028017	0.0887010083775014	0.127174058297003	0.13	0.0913167050129364	rd_exp3
4	3	0.0699287134213109	0.0875177604540005	0.13	0.0958127212597264	52.9438785748178	55.2565477054327	55.6744649245287	0.0954014857721569	0.0172332691573728	0.00310766715192764	0.0709637677579299	0.0891403100153875	0.13	0.0971239718410235	0.0922442561807582	rd_exp3
5	2	0.0694486335002936	0.13	0.131842453995452	0.0952561960349673	72.8043772033343	65.6227474912435	69.0201064069749	0.0234780774325132	0.266217161701183	0.151386430349462	0.0705493675825428	0.13	0.125310434906086	0.0966047622669749	0.0920732038365814	rd_exp3
6	1	0.13	0.0848080014068822	0.128654262235414	0.0939616469132382	68.5034840727832	42.0375803463012	59.3199044882777	0.242340964275028	1.13688851023012	0.552745954231316	0.13	0.0888430921829085	0.123045619806356	0.0958344396894142	0.0902927001742603	rd_exp3
1	1	0.13	0.0800483059505591	0.0911209280072068	0.107795868872119	79.5602701033473	13.9425824865993	79.56020058361	0.000161100456858563	2.21803894190294	0.000163450223981396	0.13	0.0800541893893712	0.0911304897317937	0.0839896975159403	0.107784377532755	sa_exp3
2	3	0.0668104302713574	0.0810913570985418	0.13	0.107039016573524	70.3847979660318	36.3213226109122	70.3846681272899	0.109817945903509	1.26116341290655	0.109822334452983	0.0668182747988664	0.0810949163307663	0.13	0.0835432623716734	0.107031769802497	sa_exp3
3	2	0.0665892501351093	0.13	0.0919962842846695	0.107353977771924	74.2539999765795	6.5248361226057	74.2548329446568	0.0295537517160943	2.31879948998041	0.0295255973950837	0.0665965575533936	0.13	0.0919976371568449	0.0837267661031937	0.107350658270645	sa_exp3
4	5	0.0654890734660921	0.0784729571451182	0.0888632207086321	0.108977117905122	68.3502083028215	56.2899650746973	68.350172010532	0.151751199987519	0.559387421098114	0.151752426666903	0.0654894740068116	0.0784731474308018	0.0888657192885521	0.13	0.10896720868564	sa_exp3
5	4	0.0653800492205641	0.0782616662591275	0.0885570827774743	0.13	57.0364473198194	-11555.1375427836	57.0093898220602	0.23915217063956	392.730633036136	0.240066714063821	0.0653822327035731	0.0782686264139923	0.0885713453674955	0.0847672225917895	0.13	sa_exp3
6	6	0.0661157271434975	0.0797091264282822	0.0906338127788017	0.108049283646095	0	0	0	0	0	0	0.066120377873764	0.0797155464713052	0.090642840627517	0.0841373471640942	0.108033079265167	sa_exp3
1	5	0.178638875471874	0.141162219763337	0.200031267074965	0.176627431912923	31.8315799038736	22.6192968918178	31.8384440787238	0.100979130280799	0.412354296088285	0.100747121170863	0.178652028366943	0.141168564788134	0.200013137606039	0.13	0.176618747455477	is_exp3
2	6	0.179897805218757	0.141959340954888	0.199679888092031	0.176766673295345	0	0	0	0	0	0	0.17986066915914	0.141913102337344	0.199660698674056	0.160565891999393	0.176814153022946	is_exp3
3	4	0.179684584537304	0.141824495063896	0.199738955208614	0.13	17.4091662724696	11.3498956185544	17.4096481772408	0.00130020685819453	0.206103554960529	0.00128391847692892	0.179693110362082	0.141825372888917	0.199723778791627	0.160543281443452	0.13	is_exp3
4	1	0.13	0.142692527603116	0.199350676122289	0.176889152655987	11.7488781463746	16.0196162593457	11.7457899866893	0.163918421380079	0.0195674731616562	0.164022801177442	0.13	0.142698992233321	0.199355194641026	0.16002351375334	0.17689445979575	is_exp3
5	3	0.179309607914193	0.141588861666004	0.13	0.176702207154272	-4.28185345409096	-17413.3909691895	-4.28014554755475	0.0380947581501169	588.465982870007	0.0380370309091928	0.179319764063328	0.141592918637316	0.13	0.160688730306702	0.17669376695492	is_exp3
6	2	0.180735244529576	0.13	0.199446452579622	0.176859345258077	39.2202764350152	40.7573281879471	39.2197023161684	0.0539968850122411	0.00204453576314342	0.0540162902292618	0.180740211721702	0.13	0.199444041292464	0.160147771923862	0.176858764330317	is_exp3
1	3	0.106800684775211	0.107589124515269	0.13	0.116622125219706	43.0353420461692	-8685.80711798098	43.0366872403061	0.0437412921144829	295.078616441032	0.0436958245526555	0.10679790899159	0.107589341317648	0.13	0.108887526686889	0.11661392123771	ro_exp3
2	2	0.106687891441558	0.13	0.138383580728151	0.116764855526769	61.373343597775	52.1623206879187	61.3724656788591	0.00542998517731052	0.316762559530451	0.00545965883666603	0.10667779267466	0.13	0.138396038275637	0.107995932383887	0.116745865076033	ro_exp3
3	1	0.13	0.107122875628315	0.137926893809794	0.116842939121932	60.8226199827004	46.0788004963742	60.8203443267555	0.0332893640269442	0.531630462664769	0.033366281197882	0.13	0.107117528754432	0.137937322356592	0.107507820565362	0.116816741777867	ro_exp3
