session	block	trial3	side	ecc	tarDur	sigma	soa	tedfTOn	tedfSac	tedfTOf	PeakLum	sacRT	sacOnset	sacOffset	sacDur	sacVPeak	sacDist	sacxOnset	sacyOnset	sacxOffset	sacyOffset	errorChange	largerAmp	blink	id	id_n	plf	sacXresp	gain	tarX	tarX_s	sacXresp_s	sacErr	session_number
small	5	6	-1	9	0.8	0.90937556752528	0.58	584	773	1401	57.34494	176	176	212	37	357.3743	8.6194	-0.667308849505796	0.471509832325075	-7.8728088495058	0.659609832325075	-7.0157	1	0	xc	9	57	8.02473642528337	0.891637380587041	9	-9	-7.2055	1.30600345353768	2
small	5	7	-1	10	0.8	0.90937556752528	0.8	801	992	1618	57.34494	179	179	238	60	374.8026	9.199	-0.171161113733805	0.169964602901121	-8.55026111373381	0.640664602901121	-7.7889	0	0	xc	9	57	8.74791196859601	0.874791196859601	10	-10	-8.3791	1.58499021188233	2
small	5	8	-1	6	0.8	0.90937556752528	0.71	717	904	1518	57.34494	176	176	226	51	362.1333	6.0304	-1.15850897518262	0.296612449750907	-6.45680897518262	0.519612449750907	-3.7044	1	0	xc	9	57	6.92271509766773	1.15378584961129	6	-6	-5.2983	0.691860923700372	2
small	5	9	1	10	0.8	0.300000598707988	0.73	734	901	1551	145.9493	154	154	190	37	424.1856	9.7011	0.581247547726096	-0.0102465981560006	8.8038475477261	-0.126746598156001	-8.0912	0	0	xc	9	146	8.50575663849552	0.850575663849552	10	10	8.2226	1.20284886383327	2
small	5	10	1	9	0.8	0.90937556752528	0.67	667	871	1485	57.34494	188	188	224	37	375.9923	8.5559	0.473108436647744	0.622187488028753	7.92420843664774	0.617587488028752	-7.3143	0	0	xc	9	57	7.64285063025689	0.849205625584099	9	9	7.4511	1.24046031502405	2
small	5	11	1	6	0.8	0.90937556752528	0.73	734	943	1551	57.34494	195	195	229	35	272.1577	5.2843	0.81537367331449	0.287014737032816	5.13767367331449	0.690014737032816	-3.8447	1	0	xc	9	57	4.77523062475833	0.795871770793055	6	6	4.3223	1.10441252755363	2
small	5	12	-1	7	0.8	0.90937556752528	0.66	667	847	1468	57.34494	169	169	222	54	339.6434	6.2597	-1.10555676046507	0.824735177463641	-6.65605676046507	0.977935177463641	-4.503	0	0	xc	9	57	6.87769949727395	0.982528499610564	7	-7	-5.5505	1.03665527700515	2
small	5	13	-1	6	0.8	1.51875053634257	0.67	684	899	1501	50.44071	203	203	244	42	329.9672	5.0646	-0.854782882806219	0.418248837808982	-5.57068288280622	0.683148837808982	-4.2201	0	0	xc	9	50	5.77339318506427	0.962232197510712	6	-6	-4.7159	0.806849131941865	2
small	5	14	1	6	0.8	0.90937556752528	0.57	584	790	1401	57.34494	190	190	222	33	281.479	5.4044	0.582995288251548	0.132655746437396	5.21479528825155	0.384255746437396	-4.4238	0	0	xc	9	57	4.90986184233773	0.818310307056288	6	6	4.6318	0.87418471619111	2
small	5	15	1	10	0.8	0.300000598707988	0.57	584	763	1401	145.9493	164	164	201	38	390.8624	9.6193	0.366077734744219	0.114255931598746	8.56387773474422	0.330655931598746	-8.0153	0	0	xc	9	146	8.30064499144399	0.830064499144399	10	10	8.1978	1.47369620541848	2
small	5	16	-1	10	0.8	0.90937556752528	0.58	584	758	1401	57.34494	163	163	210	48	404.1462	8.3484	-0.249235561217054	0.360249421424693	-8.09533556121705	0.313449421424693	-7.6111	0	0	xc	9	57	8.25071506687978	0.825071506687978	10	-10	-7.8461	1.93028421849111	2
small	5	17	-1	6	0.8	0.300000598707988	0.5	517	696	1318	145.9493	167	167	208	42	295.9646	5.8618	-0.789544617446271	0.422936243929192	-6.25904461744627	0.529336243929192	-3.7122	0	0	xc	9	146	6.60261956018751	1.10043659336459	6	-6	-5.4695	0.589322469421411	2
small	5	18	1	6	0.8	1.51875053634257	0.64	650	854	1451	50.44071	189	189	228	40	281.9268	5.5552	0.594850548317102	0.444016427008986	5.5634505483171	0.414916427008986	-4.7337	0	0	xc	9	50	5.28171783923604	0.880286306539341	6	6	4.9686	0.602271587547131	2
small	5	19	-1	10	0.8	0.300000598707988	0.54	550	723	1351	145.9493	161	161	219	59	360.9343	9.282	-0.219450081592174	0.908389998444095	-8.78635008159217	0.751389998444095	-7.9843	0	0	xc	9	146	8.97772048960429	0.897772048960429	10	-10	-8.5669	1.42742182070092	2
small	5	20	-1	9	0.8	0.90937556752528	0.74	751	943	1568	57.34494	180	180	238	59	391.0821	8.5361	-0.696146524765429	0.621356985898303	-8.49834652476543	0.888356985898304	-7.2648	1	0	xc	9	57	8.70489791364498	0.967210879293887	9	-9	-7.8022	1.02021289131693	2
small	6	1	1	10	0.8	0.90937556752528	0.52	534	730	1335	57.34494	181	181	224	44	380.8644	10.2584	0.353361201279615	0.10391741691965	9.32306120127961	-0.0748825830803505	-8.9593	0	0	xc	9	57	9.07607155866758	0.907607155866758	10	10	8.9697	0.681067939681339	2
small	6	2	1	9	0.8	0.90937556752528	0.66	667	841	1484	57.34494	159	159	201	43	392.3871	9.0195	0.426173079098529	0.482371318940906	8.49857307909853	0.710771318940906	-7.7192	0	0	xc	9	57	8.24742876603474	0.91638097400386	9	9	8.0724	0.869841838976331	2
small	6	3	1	7	0.8	0.90937556752528	0.51	517	713	1318	57.34494	181	181	214	34	321.5095	6.8099	0.234489091319874	0.299418719280066	5.80248909131987	0.401918719280066	-5.4337	0	0	xc	9	57	5.56823863879881	0.795462662685544	7	7	5.568	1.26315914805524	2
small	6	4	1	9	0.8	0.300000598707988	0.7	717	905	1518	145.9493	173	173	219	47	412.4653	7.7251	0.983509220644895	-0.138640354859181	8.1477092206449	-0.177240354859181	-7.0482	1	0	xc	9	146	7.81577511909524	0.868419457677249	9	9	7.1642	0.870524965732942	2
small	6	5	1	10	0.8	0.90937556752528	0.64	650	867	1451	57.34494	203	203	250	48	401.2606	8.7696	0.133533449847218	0.0482941236130326	8.21253344984722	0.209294123613033	-8.0123	0	0	xc	9	57	8.00003960905859	0.800003960905859	10	10	8.079	1.79967794288146	2
small	6	6	1	8	0.8	1.51875053634257	0.55	550	764	1351	50.44071	198	198	236	39	386.846	7.7519	-0.0357382382274569	0.214822181673229	6.75986176177254	0.571822181673229	-6.6581	0	0	xc	9	50	6.57612193056732	0.822015241320915	8	8	6.7956	1.36562200383834	2
small	6	7	1	9	0.8	0.300000598707988	0.68	684	865	1501	145.9493	167	167	212	46	379.045	7.4313	0.173594139338348	-0.0574561538149433	7.08259413933835	0.0954438461850567	-6.8513	0	0	xc	9	146	6.86574580145086	0.762860644605651	9	9	6.909	1.91977987339024	2
small	6	8	-1	7	0.8	0.90937556752528	0.74	751	934	1568	57.34494	170	170	223	54	342.5458	6.2553	-0.412269434466415	-0.0971408561002364	-5.94986943446641	0.252559143899764	-5.3233	1	0	xc	9	57	6.09637644690488	0.870910920986412	7	-7	-5.5376	1.08007422237329	2
small	6	9	1	8	0.8	0.90937556752528	0.5	517	733	1318	57.34494	201	201	235	35	345.4346	6.9793	0.141671023418382	0.118368101456668	6.14577102341838	0.233668101456668	-5.9511	0	0	xc	9	57	5.93972819567932	0.742466024459915	8	8	6.0041	1.8688942932208	2
small	6	10	-1	9	0.8	0.90937556752528	0.64	650	835	1451	57.34494	173	173	229	57	378.9171	8.5622	-0.892984503876256	-0.0962292546163721	-8.74468450387625	0.0759707453836279	-7.4111	0	0	xc	9	57	8.96813290014721	0.996459211127468	9	-9	-7.8517	0.266378596578364	2
small	6	11	-1	7	0.8	0.300000598707988	0.68	684	854	1501	145.9493	158	158	211	54	336.3317	6.8777	-0.76513603314874	-0.176332897902496	-6.90503603314874	-0.0651328979024961	-5.0386	0	0	xc	9	146	7.15320218360961	1.02188602622994	7	-7	-6.1399	0.11515402463355	2
small	6	12	1	7	0.8	0.300000598707988	0.78	784	970	1585	145.9493	170	170	205	36	357.588	6.2728	0.611416418872803	0.0950571979046273	5.9369164188728	0.514057197904627	-5.2312	1	0	xc	9	146	5.63621656763581	0.805173795376544	7	7	5.3255	1.18084779001351	2
small	6	13	-1	9	0.8	0.90937556752528	0.63	634	821	1451	57.34494	175	175	232	58	372.2831	8.7743	-0.511127164469761	0.0990410590012606	-8.53162716446976	0.339241059001261	-7.3449	0	0	xc	9	57	8.73449656958242	0.970499618842491	9	-9	-8.0205	0.578323101021335	2
small	6	14	1	7	0.8	0.300000598707988	0.62	634	825	1451	145.9493	177	177	210	34	314.8637	6.3521	0.146133200235133	-0.0563812885259413	5.39173320023513	0.497018711474059	-5.1149	0	0	xc	9	146	5.18815966089721	0.741165665842458	7	7	5.2456	1.6833150919484	2
small	6	15	-1	10	0.8	1.51875053634257	0.66	667	863	1468	50.44071	183	183	241	59	348.0022	8.9782	-0.465802503531541	0.246790181300527	-8.74040250353154	0.531190181300527	-8.1257	0	0	xc	9	50	8.88643075766525	0.888643075766525	10	-10	-8.2746	1.36702189515007	2
small	6	16	-1	6	0.8	0.300000598707988	0.52	534	725	1351	145.9493	178	178	231	54	324.6301	6.3392	-0.665034292219693	0.00175549434947886	-6.36103429221969	0.338255494349479	-3.9444	0	0	xc	9	146	6.68387702417273	1.11397950402879	6	-6	-5.696	0.494734817469101	2
small	6	17	1	7	0.8	0.90937556752528	0.59	601	788	1418	57.34494	169	169	207	39	310.6644	6.7478	0.409937817789594	0.0361146763814895	6.24653781778959	0.477614676381489	-5.6654	0	0	xc	9	57	5.99864922403794	0.856949889148277	7	7	5.8366	0.892088022067477	2
small	6	18	-1	7	0.8	1.51875053634257	0.61	617	808	1418	50.44071	179	179	223	45	328.6148	5.8604	-0.85038618981622	-0.107032246950651	-6.29978618981622	0.0660677530493493	-5.2329	0	0	xc	9	50	6.43300672883957	0.919000961262796	7	-7	-5.4494	0.703323771790116	2
small	6	19	1	8	0.8	0.300000598707988	0.78	800	977	1601	145.9493	165	165	197	33	397.181	7.6108	0.926793668718576	-0.204185250101485	7.11249366871858	0.205514749898515	-6.1334	0	0	xc	9	146	6.78610021666987	0.848262527083733	8	8	6.1857	0.910990560044648	2
small	6	20	1	10	0.8	0.300000598707988	0.6	601	789	1418	145.9493	173	173	210	38	407.4173	9.6879	0.460577377217661	-0.192544307632441	8.69837737721766	-0.340044307632441	-8.2384	0	0	xc	9	146	8.44253138611325	0.844253138611325	10	10	8.2378	1.34530724494147	2
small	7	1	-1	9	0.8	0.90937556752528	0.64	651	836	1468	57.34494	173	173	229	57	379.3066	8.1864	-0.493835080427601	-0.372709394211385	-7.9908350804276	-0.000109394211384672	-7.1135	0	0	xc	9	57	8.14006514657981	0.904451682953312	9	-9	-7.497	1.0091649255016	2
small	7	2	1	7	0.8	1.51875053634257	0.72	717	925	1518	50.44071	193	193	237	45	311.9245	5.4936	0.183856279741552	-0.0843804846121739	5.26525627974155	0.0764195153878261	-5.0369	0	0	xc	9	50	5.05798873784199	0.722569819691713	7	7	5.0814	1.73642613355945	2
small	7	3	-1	9	0.8	0.90937556752528	0.74	751	933	1568	57.34494	172	172	223	52	333.2966	7.1351	-1.230748558249	0.262242446285785	-7.701048558249	0.302442446285785	-6.3259	0	0	xc	9	57	7.70895828644806	0.856550920716451	9	-9	-6.4703	1.33369647271871	2
small	7	5	1	7	0.8	0.90937556752528	0.54	551	767	1368	57.34494	199	199	244	46	322.0335	6.232	0.141553107728222	0.0371704719352253	5.94505310772822	0.153270471935225	-5.686	0	0	xc	9	57	5.74441459276018	0.820630656108597	7	7	5.8035	1.06602288112457	2
small	7	6	1	9	0.8	0.300000598707988	0.66	667	841	1468	145.9493	159	159	196	38	422.0653	9.2574	-0.0501404199191768	0.457675616404116	7.86735958008082	0.352775616404116	-7.6577	0	0	xc	9	146	7.69286824718228	0.854763138575809	9	9	7.9175	1.18630727737968	2
small	7	7	-1	7	0.8	0.300000598707988	0.52	534	704	1351	145.9493	159	159	214	56	337.3007	7.3594	0.0205697910428281	0.163974881607446	-6.47893020895717	0.421374881607446	-4.8683	0	0	xc	9	146	6.68201445188579	0.954573493126542	7	-7	-6.4995	0.670127240147053	2
small	7	9	1	10	0.8	0.90937556752528	0.63	634	811	1451	57.34494	162	162	211	50	440.3972	9.3553	0.257983724971519	0.188868292144653	9.00868372497152	0.448368292144653	-8.5747	0	0	xc	9	57	8.79211084206613	0.879211084206613	10	10	8.7507	1.08799911881263	2
small	7	10	1	7	0.8	1.51875053634257	0.51	517	808	1318	50.44071	273	273	319	47	369.0607	6.5644	0.01380136628963	0.538055872512249	6.19650136628963	0.634555872512249	-5.9215	0	0	xc	9	50	6.0141324587977	0.859161779828243	7	7	6.1827	1.02385116580205	2
small	7	11	1	8	0.8	0.300000598707988	0.55	567	755	1384	145.9493	173	173	217	45	374.2486	7.0197	-0.0577773005149292	0.823837647104248	6.36212269948507	0.968737647104248	-6.1449	1	0	xc	9	146	6.21263109509006	0.776578886886257	8	8	6.4199	1.90291741293708	2
small	7	12	-1	10	0.8	0.300000598707988	0.61	617	782	1418	145.9493	154	154	205	52	353.5042	9.1395	-0.906552290889344	0.517213640212598	-9.72985229088934	0.691813640212598	-7.7602	1	0	xc	9	146	9.9303335884392	0.99303335884392	10	-10	-8.8233	0.742688290955191	2
small	7	13	-1	7	0.8	0.90937556752528	0.68	684	915	1501	57.34494	218	218	269	52	287.8024	6.8963	-0.539223620216167	0.852283876027608	-7.25082362021617	0.960883876027608	-4.5304	0	0	xc	9	57	7.51290497969105	1.07327213995586	7	-7	-6.7116	0.993081221083242	2
small	7	14	-1	10	0.8	0.90937556752528	0.54	551	745	1351	57.34494	182	182	241	60	363.7271	9.2481	-1.03009130381359	0.463048378638371	-9.58589130381359	0.689848378638371	-8.114	0	0	xc	9	57	9.76310564392816	0.976310564392816	10	-10	-8.5558	0.80459728918708	2
small	7	15	-1	6	0.8	1.51875053634257	0.52	534	791	1351	50.44071	243	243	301	59	299.6443	6.6022	-0.426055356935707	0.42470717203319	-6.48685535693571	0.62110717203319	-3.7314	1	0	xc	9	50	6.7739880409068	1.1289980068178	6	-6	-6.0608	0.78917821670904	2
small	7	16	-1	7	0.8	1.51875053634257	0.77	784	993	1585	50.44071	197	197	253	57	352.6042	8.2034	-0.811515794772796	0.507560280099997	-8.3483157947728	0.570260280099997	-3.7926	1	0	xc	9	50	8.8168858732891	1.25955512475559	7	-7	-7.5368	1.46395091088927	2
small	7	17	-1	9	0.8	0.300000598707988	0.61	617	789	1434	145.9493	159	159	216	58	384.4273	8.8376	-0.437572632451571	0.558907726626775	-8.62147263245157	0.720507726626775	-7.44	0	0	xc	9	146	8.81199976072262	0.979111084524735	9	-9	-8.1839	0.813888415025074	2
small	7	18	1	9	0.8	0.300000598707988	0.5	517	693	1318	145.9493	162	162	198	37	396.4714	8.6808	0.553474114964544	0.467349535301976	8.00337411496454	0.427449535301977	-7.2076	0	0	xc	9	146	7.75169950055494	0.861299944506104	9	9	7.4499	1.08442439107232	2
small	7	19	1	6	0.8	1.51875053634257	0.68	684	948	1501	50.44071	248	248	281	34	332.6845	6.0155	0.313524432475153	0.468285729714939	5.32932443247515	0.720085729714939	-4.6433	0	0	xc	9	50	5.11060166080799	0.851766943467998	6	6	5.0158	0.984037181723268	2
small	7	20	-1	9	0.8	0.300000598707988	0.63	634	804	1435	145.9493	156	156	214	59	361.2284	8.9056	-0.542221694857379	0.506216333356299	-8.79892169485738	0.548216333356299	-7.3829	0	0	xc	9	146	9.00032701903977	1.00003633544886	9	-9	-8.2567	0.583929476013717	2
small	7	21	1	10	0.8	0.300000598707988	0.79	800	973	1601	145.9493	160	160	197	38	451.7144	9.612	0.594935718091815	0.533841369618407	8.84373571809181	0.559941369618407	-8.0432	0	0	xc	9	146	8.58749063046556	0.858749063046556	10	10	8.2488	1.28471063941527	2
small	8	1	-1	6	0.8	0.300000598707988	0.67	684	862	1501	145.9493	165	165	208	44	316.6932	5.8284	-0.743303343490159	0.692160861795735	-6.30550334349016	0.763560861795735	-3.8758	1	0	xc	9	146	6.59940676290291	1.09990112715048	6	-6	-5.5622	0.822409558887731	2
small	8	2	1	10	0.8	0.90937556752528	0.64	651	825	1468	57.34494	160	160	215	56	389.5127	10.0473	0.359061105645783	0.546874833085293	9.86866110564578	0.407774833085293	-9.03	0	0	xc	9	57	9.66442407366003	0.966442407366003	10	10	9.5096	0.428404271299817	2
small	8	3	-1	10	0.8	1.51875053634257	0.78	801	1010	1618	50.44071	196	196	253	58	373.2497	7.9518	-0.507770949189555	0.759883306587028	-7.74017094918956	0.834783306587028	-7.0312	0	0	xc	9	50	7.7816272514041	0.77816272514041	10	-10	-7.2324	2.40908499390188	2
small	8	4	-1	9	0.8	1.51875053634257	0.76	767	976	1568	50.44071	196	196	234	39	350.3929	8.6782	-0.562899522623909	0.635486305304237	-7.98089952262391	0.862586305304237	-6.9225	0	0	xc	9	50	8.10228279469411	0.900253643854901	9	-9	-7.418	1.33514827531873	2
small	8	5	-1	8	0.8	1.51875053634257	0.71	717	934	1534	50.44071	205	205	262	58	331.5165	7.8166	-0.330024629223809	0.433583852143968	-7.40712462922381	0.556783852143969	-6.2989	0	0	xc	9	50	7.5755726825091	0.946946585313637	8	-8	-7.0771	0.813332320322562	2
small	8	6	1	9	0.8	0.90937556752528	0.55	551	738	1368	57.34494	172	172	220	49	438.4077	8.3773	0.388553716505161	0.564375969917425	8.28665371650516	0.802975969917425	-7.6407	0	0	xc	9	57	8.0711820143068	0.896798001589645	9	9	7.8981	1.07407324165567	2
small	8	7	1	6	0.8	0.90937556752528	0.79	801	1008	1618	57.34494	192	192	237	46	304.4488	5.4235	0.31173550011811	0.540962681340364	5.27543550011811	0.795262681340364	-4.4545	0	0	xc	9	57	5.06241713411525	0.843736189019208	6	6	4.9637	1.07584220349536	2
small	8	8	-1	6	0.8	0.90937556752528	0.72	734	908	1551	57.34494	163	163	215	53	339.2547	5.8582	-0.639379292769413	0.617644009033501	-5.84577929276941	0.944844009033501	-3.6784	0	0	xc	9	57	6.0461029283682	1.0076838213947	6	-6	-5.2064	0.957347495920473	2
small	8	9	1	7	0.8	0.300000598707988	0.58	584	767	1385	145.9493	170	170	212	43	362.9486	6.6681	0.739509323518325	0.119519975522901	6.77920932351832	0.2139199755229	-5.7376	0	0	xc	9	146	6.55105677451345	0.935865253501921	7	7	6.0397	0.307425240910622	2
small	8	10	1	7	0.8	0.300000598707988	0.77	784	972	1601	145.9493	173	173	204	32	351.097	6.5901	0.638001334716993	0.342790603240378	6.04010133471699	0.603590603240378	-5.1592	0	0	xc	9	146	5.76944906397327	0.824207009139039	7	7	5.4021	1.13389905367814	2
small	8	12	-1	8	0.8	1.51875053634257	0.71	718	957	1535	50.44071	226	226	281	56	342.6491	6.991	-0.919803273378057	0.318055914523891	-7.17710327337806	0.455055914523891	-5.933	0	0	xc	9	50	7.26674118483894	0.908342648104867	8	-8	-6.2573	0.940337656391726	2
small	8	13	1	8	0.8	0.300000598707988	0.65	667	862	1468	145.9493	180	180	215	36	368.1422	7.5786	0.42609548508796	0.449415931617933	6.79219548508796	0.713715931617933	-6.1711	0	0	xc	9	146	6.55910156350617	0.819887695438271	8	8	6.3661	1.40291916277709	2
small	8	14	1	10	0.8	1.51875053634257	0.73	734	926	1551	50.44071	179	179	216	38	420.5273	9.3525	0.653597596029015	0.743670676673925	8.72539759602902	0.635370676673925	-7.8406	0	0	xc	9	50	8.4642890848652	0.84642890848652	10	10	8.0718	1.42418649936927	2
small	8	15	1	9	0.8	1.51875053634257	0.78	784	984	1585	50.44071	186	186	226	41	379.4208	8.9786	-0.0683969545819855	1.0388201717506	7.74430304541801	0.831320171750603	-7.4836	0	0	xc	9	50	7.59538752362949	0.843931947069943	9	9	7.8127	1.50594424521824	2
small	8	16	1	8	0.8	0.90937556752528	0.54	550	738	1351	57.34494	173	173	222	50	420.164	8.0222	0.181811819286558	0.888164438814408	7.61891181928656	1.06506443881441	-7.0245	0	0	xc	9	57	7.4310622619122	0.928882782739024	8	8	7.4371	1.13118984273487	2
small	8	17	-1	6	0.8	0.300000598707988	0.5	517	692	1334	145.9493	163	163	216	54	330.3082	6.1427	-0.72467609627531	1.10750349973987	-6.23497609627531	1.51630349973987	-3.4636	0	0	xc	9	146	6.49825071740241	1.08304178623374	6	-6	-5.5103	1.53440218624198	2
small	8	19	1	9	0.8	1.51875053634257	0.52	534	734	1351	50.44071	187	187	232	46	399.5128	8.1143	0.477939284880654	0.457837376309997	7.95793928488065	0.713937376309997	-7.2906	0	0	xc	9	50	7.73011207054933	0.858901341172148	9	9	7.48	1.26316947053333	2
small	8	20	-1	8	0.8	1.51875053634257	0.78	784	986	1585	50.44071	192	192	247	56	340.6782	8.0841	-0.907942051039349	0.79686609021665	-8.32794205103935	0.86566609021665	-5.0122	0	0	xc	9	50	8.59529980741663	1.07441247592708	8	-8	-7.42	0.925701770869472	2
small	8	21	-1	8	0.8	1.51875053634257	0.5	517	746	1334	50.44071	218	218	274	57	338.1767	7.8257	-0.895620117771402	0.460989663060932	-7.9176201177714	0.701089663060932	-5.8099	0	0	xc	9	50	8.1188576714071	1.01485720892589	8	-8	-7.022	0.705912997930261	2
small	8	22	1	9	0.8	0.90937556752528	0.53	534	716	1351	57.34494	167	167	212	46	376.5029	8.0815	-0.094094928994116	0.163908116353564	7.33590507100588	0.318808116353564	-7.3058	1	0	xc	9	57	7.20698388748181	0.800775987497979	9	9	7.43	1.69435844724687	2
small	9	2	-1	6	0.8	0.90937556752528	0.54	551	741	1368	57.34494	178	178	229	52	314.4642	5.3602	-0.851466498328868	0.333221471515264	-5.54966649832887	0.522821471515264	-3.8941	0	0	xc	9	57	5.67769743600072	0.946282906000121	6	-6	-4.6982	0.690030835401411	2
small	9	3	1	6	0.8	0.90937556752528	0.61	617	839	1435	57.34494	207	207	240	34	315.6751	5.4744	0.456565160659955	0.380629749877125	4.95166516065995	0.410629749877125	-4.3748	0	0	xc	9	57	4.70995232523619	0.784992054206032	6	6	4.4951	1.12588752851174	2
small	9	4	1	9	0.8	1.51875053634257	0.8	800	1032	1618	50.44071	218	218	254	37	405.4853	8.5013	0.675900034464725	0.880232972680987	7.97140003446473	0.848732972680986	-7.1874	1	0	xc	9	50	7.71901671721803	0.857668524135337	9	9	7.2955	1.33355372895698	2
small	9	5	1	7	0.8	1.51875053634257	0.5	517	767	1334	50.44071	235	235	269	35	333.8202	6.0499	0.392538109634329	0.399231161079811	5.38553810963433	0.475631161079811	-4.8675	0	0	xc	9	50	5.14833254772567	0.735476078246524	7	7	4.993	1.68306630791339	2
small	9	6	-1	6	0.8	1.51875053634257	0.63	634	834	1451	50.44071	188	188	228	41	320.936	5.2664	-1.01842062722607	0.828124336138054	-5.83752062722607	0.955024336138054	-3.7748	0	0	xc	9	50	6.02262028744012	1.00377004790669	6	-6	-4.8191	0.968747144095374	2
small	9	7	1	7	0.8	0.300000598707988	0.57	584	759	1401	145.9493	163	163	203	41	369.4035	6.8011	0.843223810544754	0.584112518832037	6.84962381054476	0.561512518832037	-5.7007	0	0	xc	9	146	6.6352302496607	0.947890035665815	7	7	6.0064	0.581299670703656	2
small	9	8	1	10	0.8	1.51875053634257	0.72	718	937	1535	50.44071	205	205	247	43	428.8624	10.9082	0.410871409663814	0.673495730050313	9.99127140966382	0.583595730050313	-9.0998	0	0	xc	9	50	9.80774349419545	0.980774349419545	10	10	9.5804	0.583661001286033	2
small	9	9	-1	7	0.8	1.51875053634257	0.56	567	784	1368	50.44071	205	205	259	55	320.6135	6.5235	-0.926877843096285	0.579773990594036	-6.78587784309629	0.751873990594036	-4.9664	0	0	xc	9	50	6.95748795548619	0.993926850783742	7	-7	-5.859	0.781769016915418	2
small	9	10	1	9	0.8	0.300000598707988	0.65	650	825	1451	145.9493	163	163	209	47	397.4351	8.1135	0.867676039092402	0.446947321177324	8.3102760390924	0.765147321177324	-7.1624	0	0	xc	9	146	8.06067461702307	0.895630513002563	9	9	7.4426	1.03013084865705	2
small	9	11	-1	10	0.8	0.90937556752528	0.78	784	971	1601	57.34494	175	175	235	61	372.3629	9.754	-0.738266956887064	0.462815742427628	-9.84546695688706	0.619215742427628	-8.3003	0	0	xc	9	57	10.0245462250548	1.00245462250548	10	-10	-9.1072	0.638207330797715	2
small	9	12	-1	8	0.8	0.300000598707988	0.53	534	725	1335	145.9493	179	179	233	55	346.665	7.2173	-0.460406844096742	0.39607927488609	-6.97690684409674	0.68417927488609	-6.1331	0	0	xc	9	146	7.07978542812521	0.884973178515651	8	-8	-6.5165	1.2307806002045	2
small	9	13	-1	7	0.8	1.51875053634257	0.71	717	918	1534	50.44071	188	188	239	52	317.7827	5.9673	-0.671143635544036	0.258037939007906	-5.95794363554404	0.375637939007906	-5.0254	0	0	xc	9	50	6.01407329162265	0.859153327374665	7	-7	-5.2868	1.10769369770045	2
small	9	14	1	10	0.8	1.51875053634257	0.58	584	777	1402	50.44071	181	181	233	53	363.5817	8.5128	0.757722655818073	0.271491755162684	8.66692265581807	0.618191755162685	-7.7093	0	0	xc	9	50	8.39894232709278	0.839894232709278	10	10	7.9092	1.46944079558254	2
small	9	15	-1	10	0.8	0.300000598707988	0.75	768	942	1585	145.9493	163	163	222	60	385.9527	10.1546	-1.0038079829092	0.310840743634807	-10.2998079829092	0.457940743634807	-8.3289	0	0	xc	9	146	10.5369348129173	1.05369348129173	10	-10	-9.296	0.547352310031558	2
small	9	16	1	6	0.8	1.51875053634257	0.65	650	898	1451	50.44071	232	232	277	46	372.0625	5.6512	-0.0980355645706669	0.0139849246237828	5.16596443542933	-0.0482150753762172	-5.1354	0	0	xc	9	50	5.03635667814772	0.839392779691287	6	6	5.264	0.835428043856708	2
small	9	17	1	6	0.8	0.300000598707988	0.66	667	846	1468	145.9493	163	163	194	32	343.4632	5.9167	-0.0974601019574005	0.491624318244604	4.7560398980426	0.941324318244604	-4.5471	1	0	xc	9	146	4.64457168375891	0.774095280626485	6	6	4.8535	1.55997698937534	2
small	9	18	-1	8	0.8	0.90937556752528	0.69	701	885	1501	57.34494	172	172	231	60	344.4695	6.8502	-0.903181607806951	0.345158944528099	-7.09488160780695	0.484058944528099	-5.7331	0	0	xc	9	57	7.15276313699441	0.894095392124302	8	-8	-6.1917	1.02642698993342	2
small	9	19	1	9	0.8	1.51875053634257	0.7	717	915	1518	50.44071	183	183	220	38	427.1397	9.2604	0.0818999051964253	0.275888823421287	7.98199990519643	0.271288823421287	-7.7672	1	0	xc	9	50	7.82265570848599	0.869183967609554	9	9	7.9001	1.05352827144476	2
small	9	20	1	6	0.8	0.300000598707988	0.64	651	840	1468	145.9493	173	173	205	33	322.8384	5.756	0.0199844244215448	0.242413974787725	4.63098442442154	0.286313974787725	-4.4973	0	0	xc	9	146	4.49831715526072	0.749719525876786	6	6	4.611	1.39863481235638	2
small	9	21	-1	10	0.8	1.51875053634257	0.68	684	888	1501	50.44071	193	193	251	59	359.6259	8.6344	-1.10532806270993	0.57973441840786	-9.03102806270993	0.97503441840786	-7.4013	0	0	xc	9	50	9.08379273589988	0.908379273589988	10	-10	-7.9257	1.37462676110122	2
small	10	1	1	9	0.8	0.90937556752528	0.77	783	1019	1600	57.34494	222	222	259	38	373.0598	8.4789	0.428262431276308	-0.297149826020625	7.67106243127631	-0.595549826020625	-7.2483	1	0	xc	9	57	7.4577488959568	0.828638766217422	9	9	7.2428	1.45628110502006	2
small	10	2	-1	10	0.8	0.90937556752528	0.71	714	891	1515	57.34494	167	167	227	61	368.6209	10.208	-1.64814410609305	0.242861261117537	-10.9176441060931	0.516761261117537	-7.3019	0	0	xc	9	57	11.3267837286313	1.13267837286313	10	-10	-9.2695	1.05314429516524	2
