session	block	trial3	side	ecc	tarDur	sigma	soa	tedfTOn	tedfSac	tedfTOf	PeakLum	sacRT	sacOnset	sacOffset	sacDur	sacVPeak	sacDist	sacxOnset	sacyOnset	sacxOffset	sacyOffset	errorChange	largerAmp	blink	id	id_n	plf	sacXresp	gain	tarX	tarX_s	sacXresp_s	sacErr	session_number
small	9	18	-1	6	0.8	0.90937556752528	0.72	734	1070	1534	57.34494	317	317	373	57	309.9134	5.8011	0.548632514920092	0.179006635583384	-5.02556748507991	0.599506635583384	-5.3546	1	0	is	4	57	5.0514582609615	0.84190971016025	6	-6	-5.5742	1.14408344636307	3
small	9	19	-1	10	0.8	1.51875053634257	0.63	633	960	1451	50.44071	310	310	366	57	323.8711	6.2272	0.0331454719776915	0.579969454808622	-5.84485452802231	0.870769454808622	-5.7786	0	0	is	4	50	5.8169223156853	0.58169223156853	10	-10	-5.878	4.24540614508487	3
small	9	20	-1	7	0.8	1.51875053634257	0.5	517	863	1318	50.44071	333	333	382	50	397.5706	6.9355	-0.991143930719324	-0.303972656361713	-7.56644393071932	0.108127343638287	-5.9216	1	0	is	4	50	7.5698731970462	1.08141045672089	7	-7	-6.5753	0.57667169957527	3
small	9	21	-1	7	0.8	0.90937556752528	0.66	667	1014	1468	57.34494	331	331	383	53	347.1345	7.9334	-0.407835679686642	-0.204519669753932	-8.12323567968664	-0.101819669753932	-5.739	1	0	is	4	57	8.10538480009605	1.15791211429944	7	-7	-7.7154	1.12784114008574	3
small	9	24	-1	6	0.8	0.90937556752528	0.66	667	965	1468	57.34494	281	281	331	51	354.9435	6.3082	-0.559529761517004	0.109728442644662	-6.769029761517	-0.121271557355338	-4.849	1	0	is	4	57	6.76035637168623	1.12672606194771	6	-6	-6.2095	0.778532956734839	3
small	10	1	-1	10	0.8	0.300000598707988	0.77	784	1044	1601	145.9493	246	246	312	67	446.8674	9.891	-0.588426162879764	0.215271708686693	-9.76162616287976	-0.422728291313307	-9.0391	1	0	is	4	146	9.67453437111097	0.967453437111097	10	-10	-9.1732	0.485305362117598	3
small	10	2	1	9	0.8	0.90937556752528	0.74	750	994	1551	57.34494	227	227	297	71	399.159	9.5716	0.124175129479549	0.063310156065626	9.20637512947955	0.359110156065626	-7.6728	1	0	is	4	57	9.28228480581422	1.0313649784238	9	9	9.0822	0.414186912223429	3
small	10	3	1	9	0.8	0.300000598707988	0.57	583	946	1384	145.9493	348	348	412	65	336.7172	7.3711	0.158974128739666	0.17754381231668	6.83847412873967	0.37424381231668	-6.6192	1	0	is	4	146	6.8534246887683	0.761491632085366	9	9	6.6795	2.19368469092189	3
small	10	4	1	10	0.8	0.90937556752528	0.65	667	939	1484	57.34494	257	257	326	70	396.2805	9.9252	0.516770848004011	0.0528727048177272	9.74377084800401	0.0997727048177272	-9.0137	1	0	is	4	57	9.80115145206178	0.980115145206178	10	10	9.227	0.274969036364514	3
small	10	5	1	8	0.8	1.51875053634257	0.7	701	1030	1518	50.44071	313	313	382	70	358.4013	8.8094	0.47776530030113	0.194796860790197	8.65886530030113	0.154496860790197	-6.8263	1	0	is	4	50	8.78083073950842	1.09760384243855	8	8	8.1811	0.676736849842628	3
small	10	6	-1	6	0.8	1.51875053634257	0.76	767	1051	1584	50.44071	267	267	320	54	329.7504	6.3678	-0.770042501414876	-0.216483692700032	-6.92764250141488	-0.321683692700032	-4.8206	1	0	is	4	50	6.97323619342418	1.16220603223736	6	-6	-6.1576	0.981835530310641	3
small	10	7	1	9	0.8	0.90937556752528	0.55	568	826	1385	57.34494	244	244	307	64	470.4601	10.4348	0.396347455736066	0.372031071258254	10.0351474557361	0.137231071258254	-7.5174	1	0	is	4	57	10.1629841373978	1.12922045971086	9	9	9.6388	1.04420430090837	3
small	10	8	-1	8	0.8	0.90937556752528	0.57	584	882	1401	57.34494	277	277	344	68	294.1538	8.3548	-0.0999648154395686	0.395741179422492	-8.34926481543957	0.282641179422492	-7.7318	0	0	is	4	57	8.28294948227173	1.03536868528397	8	-8	-8.2493	0.449301622086293	3
small	10	9	-1	8	0.8	0.300000598707988	0.77	784	1068	1601	145.9493	270	270	316	47	366.2994	6.9322	-0.827679302208485	0.0743466583972207	-7.37167930220849	-0.0859533416027793	-6.5225	1	0	is	4	146	7.23153852529215	0.903942315661519	8	-8	-6.544	0.634172591812276	3
small	10	10	-1	8	0.8	0.300000598707988	0.71	717	987	1534	145.9493	258	258	309	52	436.893	7.4169	-1.00409599191015	0.218247534634951	-7.83069599191015	-0.117852465365049	-6.8329	1	0	is	4	146	7.73267635148529	0.966584543935661	8	-8	-6.8266	0.20628390811672	3
small	10	11	-1	7	0.8	0.90937556752528	0.78	784	1067	1585	57.34494	267	267	322	56	331.8735	6.5906	-0.567314871956379	0.0164438344370368	-6.81421487195638	-0.177356165562963	-6.1939	1	0	is	4	57	6.72846591783351	0.961209416833359	7	-7	-6.2469	0.256848833490406	3
small	10	13	1	7	0.8	1.51875053634257	0.53	534	838	1335	50.44071	280	280	318	39	159.6579	3.8715	0.0536640701690862	0.36903558395454	3.41006407016909	0.171435583954539	-3.355	0	0	is	4	50	3.41474332887623	0.487820475553747	7	7	3.3564	3.59402700876562	3
small	10	14	-1	7	0.8	1.51875053634257	0.73	734	1052	1534	50.44071	306	306	364	59	435.0537	6.9671	-0.745459153089023	0.0468228091890849	-6.80805915308902	-0.216177190810915	-6.0551	1	0	is	4	50	6.71479881647442	0.95925697378206	7	-7	-6.0626	0.289091450132656	3
small	10	15	-1	8	0.8	0.90937556752528	0.62	633	930	1434	57.34494	284	284	345	62	413.1033	7.8731	-0.652784529357086	0.290905535993719	-7.72058452935709	-0.0755944640062812	-7.0291	1	0	is	4	57	7.62808267227888	0.953510334034861	8	-8	-7.0678	0.289460754201668	3
small	10	16	1	9	0.8	1.51875053634257	0.79	801	1031	1601	50.44071	214	214	266	53	391.0562	8.236	0.552087953667812	-0.165716209926245	8.64288795366781	-0.0319162099262453	-7.9899	0	0	is	4	50	8.68619007288473	0.965132230320526	9	9	8.0908	0.358535434917691	3
small	10	17	-1	7	0.8	0.300000598707988	0.62	634	895	1434	145.9493	240	240	289	50	388.6414	7.6664	0.236758308218282	0.346857596987619	-6.56834169178172	-0.155642403012381	-6.8223	1	0	is	4	146	6.52436585766723	0.932052265381033	7	-7	-6.8051	0.458861038517477	3
small	10	19	-1	9	0.8	1.51875053634257	0.58	584	916	1401	50.44071	319	319	409	91	605.1245	9.3347	-0.0621734535429656	0.36502698214769	-8.49097345354297	-0.10457301785231	-8.4408	1	0	is	4	50	8.4270209622413	0.936335662471256	9	-9	-8.4288	0.51965713798688	3
small	10	22	1	9	0.8	1.51875053634257	0.51	517	827	1334	50.44071	284	284	346	63	213.5978	6.8418	0.39709268047728	0.450591970821131	6.86579268047728	-0.00420802917886859	-6.4824	0	0	is	4	50	6.81776981450253	0.75752997938917	9	9	6.4687	2.13421146801668	3
large	1	1	-1	10	0.8	1.51875053634257	0.55	566	845	1367	50.44071	265	265	307	43	476.2297	10.4345	0.152283613445378	0.84861218487395	-9.53871638655462	0.68501218487395	-8.5495	0	0	ro	5	50	10.1691536023841	1.01691536023841	10	-10	-9.691	0.8258476042582	1
large	1	2	1	10	0.8	0.90937556752528	0.59	600	937	1401	57.34494	321	321	379	59	491.009	11.504	0.676168136077961	0.43403188157616	11.722468136078	0.97953188157616	-8.2182	1	0	ro	5	57	11.1088427848789	1.11088427848789	10	10	11.0463	1.98150932039898	1
large	1	4	-1	12	0.8	1.51875053634257	0.58	584	836	1402	50.44071	239	239	299	61	527.5142	11.747	-0.0368363518887536	0.536069562746008	-10.9181363518888	0.779569562746008	-10.7836	0	0	ro	5	50	11.5086154469897	0.959051287249138	12	-12	-10.8813	1.33347578015672	1
large	1	5	1	9	0.8	1.51875053634257	0.63	634	885	1451	50.44071	237	237	268	32	470.9637	9.2463	0.344870103371283	0.712825152818504	7.96247010337128	0.886825152818504	-7.5538	0	0	ro	5	50	7.39588772141794	0.821765302379771	9	9	7.6176	1.36489088870501	1
large	1	7	-1	9	0.8	1.51875053634257	0.77	784	1024	1585	50.44071	228	228	278	51	481.8009	9.1259	-0.212412544121873	0.717998576546157	-8.66311254412187	0.840298576546157	-7.6509	0	0	ro	5	50	9.30295394777078	1.03366154975231	9	-9	-8.4507	0.905314782643879	1
large	1	8	1	12	0.8	1.51875053634257	0.57	584	810	1401	50.44071	213	213	270	58	577.2119	11.9875	0.938215659845025	0.486589758997644	12.021515659845	0.878789758997644	-11.0888	0	0	ro	5	50	11.3954400966473	0.949620008053944	12	12	11.0833	0.879053106551421	1
large	1	9	1	11	0.8	0.90937556752528	0.72	733	1107	1551	57.34494	361	361	398	38	518.8531	10.7938	1.06175466967761	0.765798625556477	10.4670546696776	1.62339862555648	-9.3257	1	0	ro	5	57	9.81093767780601	0.891903425255092	11	11	9.4053	1.70864092850754	1
large	1	10	1	10	0.8	0.90937556752528	0.59	600	857	1418	57.34494	243	243	292	50	473.4043	9.2638	1.30260443997308	0.534025101919685	9.88990443997308	1.08642510191969	-8.5511	1	0	ro	5	57	9.23186910060419	0.923186910060419	10	10	8.5873	1.09198925563342	1
large	1	12	1	13	0.8	1.51875053634257	0.64	651	1220	1468	50.44071	556	556	596	41	555.3392	12.6066	1.08266492551941	0.678269114096493	12.3917649255194	1.11726911409649	-11.3163	0	0	ro	5	50	11.7434260975142	0.903340469039555	13	13	11.3091	1.27210069536274	1
large	1	13	1	11	0.8	0.90937556752528	0.77	783	1126	1601	57.34494	329	329	378	50	501.668	12.26	0.924536081294542	-0.115769411592988	12.4585360812945	0.891330588407012	-10.2306	1	0	ro	5	57	11.8853749016375	1.08048862742159	11	11	11.534	1.7093266856479	1
large	1	15	1	13	0.8	0.300000598707988	0.76	767	991	1567	145.9493	211	211	260	50	534.111	12.7875	1.13671786246557	0.627109451480932	13.0797178624656	0.547809451480932	-11.8583	1	0	ro	5	146	12.4604938965177	0.95849953050136	13	13	11.943	0.553579382498951	1
large	1	16	1	10	0.8	0.300000598707988	0.73	734	983	1551	145.9493	235	235	280	46	515.573	10.3166	0.648910224387986	0.356805630256223	10.264110224388	1.12440563025622	-9.5082	0	0	ro	5	146	9.66798721016751	0.966798721016751	10	10	9.6152	1.15500745970672	1
large	1	18	1	13	0.8	0.300000598707988	0.78	784	1093	1601	145.9493	296	296	334	39	562.3583	12.9673	0.519413122604844	0.0461190519778351	11.7208131226048	0.654419051977835	-11.213	0	0	ro	5	146	11.1393623206144	0.856874024662648	13	13	11.2014	1.43686581241657	1
large	1	20	1	11	0.8	1.51875053634257	0.75	767	1005	1585	50.44071	225	225	262	38	435.5156	9.4702	0.955926512846	0.493049644196416	9.211826512846	0.535049644196416	-8.2216	0	0	ro	5	50	8.54053266123723	0.776412060112476	11	11	8.2559	1.86650543581186	1
large	1	21	1	10	0.8	0.90937556752528	0.65	667	947	1484	57.34494	265	265	309	45	470.591	9.9893	0.913650351027319	0.540997334767019	10.2415503510273	1.10359733476702	-9.2936	0	0	ro	5	57	9.64303436298226	0.964303436298226	10	10	9.3279	1.12972281971565	1
large	1	22	1	12	0.8	0.300000598707988	0.67	684	941	1501	145.9493	243	243	286	44	531.2399	11.8965	0.962884593249893	0.56356205184783	11.9101845932499	1.04906205184783	-10.9415	1	0	ro	5	146	11.3038420169513	0.941986834745945	12	12	10.9473	1.05289980336064	1
large	1	24	-1	10	0.8	0.90937556752528	0.7	717	909	1535	57.34494	179	179	239	61	454.708	9.8695	-0.681370804200737	0.384843723898889	-9.81237080420074	0.438443723898889	-8.4559	0	0	ro	5	57	10.4513145695743	1.04513145695743	10	-10	-9.131	0.476904198076096	1
large	1	25	1	12	0.8	0.90937556752528	0.57	584	927	1385	57.34494	327	327	374	48	479.9938	11.8813	0.688484115144645	0.0817422796808267	11.7793841151446	0.667442279680827	-11.1063	1	0	ro	5	57	11.1925658060718	0.932713817172652	12	12	11.0909	0.702958437858207	1
large	1	28	1	12	0.8	1.51875053634257	0.52	534	926	1335	50.44071	378	378	420	43	512.1987	11.7062	0.807149307938155	0.111057648253596	11.4738493079382	-0.113742351746404	-10.2555	0	0	ro	5	50	10.8752325848138	0.906269382067817	12	12	10.6667	0.53830462875398	1
large	1	29	-1	9	0.8	0.300000598707988	0.61	619	902	1435	145.9493	272	272	324	53	488.0044	9.8863	-0.880075268985955	0.17218975897522	-10.051575268986	0.73838975897522	-6.3351	0	0	ro	5	146	10.9397240666375	1.21552489629306	9	-9	-9.1715	1.28492411546456	1
large	2	1	1	12	0.8	0.300000598707988	0.52	534	838	1334	145.9493	293	293	327	35	522.7489	11.3483	1.53591034138794	-0.157561458499466	11.1918103413879	-0.0488614584994658	-9.4256	0	0	ro	5	146	10.4990621856963	0.874921848808024	12	12	9.6559	0.809665342233556	1
large	2	2	1	11	0.8	0.90937556752528	0.8	801	1066	1602	57.34494	251	251	306	56	512.532	10.8511	0.891806096256053	-0.0415960742200563	10.9829060962561	0.0115039257799436	-9.7386	0	0	ro	5	57	10.3954017606293	0.945036523693576	11	11	10.0911	0.0206044134485249	1
large	2	3	1	12	0.8	0.90937556752528	0.65	667	965	1485	57.34494	284	284	338	55	526.4283	10.8052	1.09791195299447	-0.331714157941821	11.2231119529945	-0.359914157941821	-9.8401	0	0	ro	5	57	10.5935219495183	0.882793495793191	12	12	10.1252	0.856208642018424	1
large	2	4	-1	9	0.8	1.51875053634257	0.5	517	816	1318	50.44071	287	287	342	56	496.281	8.7387	-0.752672130841638	-0.338915779126939	-8.83767213084164	-0.0455157791269392	-7.4511	0	0	ro	5	50	9.47177277638207	1.05241919737579	9	-9	-8.085	0.168588324788601	1
large	2	5	-1	12	0.8	1.51875053634257	0.76	768	1133	1585	50.44071	352	352	401	50	471.9974	11.0627	-0.714546197518774	0.0787989930542664	-11.3358461975188	-0.122701006945734	-9.8931	1	0	ro	5	50	11.8864102659753	0.990534188831275	12	-12	-10.6213	0.675393078477835	1
large	2	7	-1	9	0.8	0.90937556752528	0.54	551	844	1352	57.34494	282	282	323	42	480.3228	8.6296	-0.676910289125838	-0.0299699102778943	-8.57991028912584	0.353830089722106	-7.444	0	0	ro	5	57	9.16254444272685	1.01806049363632	9	-9	-7.903	0.549245935419727	1
large	2	8	-1	12	0.8	0.300000598707988	0.57	584	819	1385	145.9493	223	223	259	37	479.2104	12.2177	-0.136664447574889	-0.0875225577137014	-10.6995644475749	0.614177442286298	-10.5781	1	0	ro	5	146	11.2118810479948	0.93432342066623	12	-12	-10.5629	1.43817473090878	1
large	2	9	1	9	0.8	0.90937556752528	0.74	750	1000	1568	57.34494	236	236	266	31	499.2764	8.0709	0.824491285398115	0.0736409824447594	7.51049128539811	0.236840982444759	-6.6117	1	0	ro	5	57	6.89191510806199	0.765768345340221	9	9	6.686	1.50822076031341	1
large	2	10	1	9	0.8	0.300000598707988	0.6	600	886	1418	145.9493	272	272	314	43	474.3317	9.2677	1.07185686823258	0.408820642182387	9.63125686823258	0.705420642182387	-8.218	0	0	ro	5	146	9.08276935411606	1.00919659490178	9	9	8.5594	0.946627443141076	1
large	2	11	1	10	0.8	0.300000598707988	0.7	717	979	1518	145.9493	249	249	281	33	519.8092	10.1453	0.588632259542524	-0.130083646230145	9.13953225954252	0.373316353769855	-8.4792	0	0	ro	5	146	8.58325888600022	0.858325888600022	10	10	8.5509	0.93796046417747	1
large	2	13	-1	11	0.8	0.90937556752528	0.59	601	854	1418	57.34494	242	242	297	56	500.4256	10.4966	-0.347182581884126	0.281328049762419	-9.97708258188413	0.590428049762419	-9.1639	0	0	ro	5	57	10.4836503632153	0.953059123928663	11	-11	-9.6299	1.18108650243371	1
large	2	14	1	9	0.8	0.300000598707988	0.58	584	880	1401	145.9493	281	281	313	33	476.9663	8.808	0.958512302913707	-0.237344337001289	8.47271230291371	-0.0660443370012885	-7.4116	0	0	ro	5	146	7.8748690002096	0.874985444467733	9	9	7.5142	0.531407724773085	1
large	2	15	-1	11	0.8	0.90937556752528	0.78	784	1037	1585	57.34494	241	241	291	51	508.5426	10.5823	-0.634983126930469	0.113599126599557	-10.6886831269305	0.205899126599557	-9.1235	0	0	ro	5	57	11.2606353731799	1.02369412483454	11	-11	-10.0537	0.373246092802392	1
large	2	16	1	13	0.8	0.90937556752528	0.66	667	940	1485	57.34494	261	261	306	46	550.7174	13.222	1.37643108788857	-0.086641626033214	13.7883310878886	0.895558373966786	-12.4493	1	0	ro	5	57	13.2635200118369	1.0202707701413	13	13	12.4119	1.19310129717204	1
large	2	17	-1	13	0.8	1.51875053634257	0.55	550	812	1351	50.44071	252	252	289	38	502.8816	11.8883	-0.847145093152982	0.189833338782052	-11.095845093153	0.896633338782052	-10.2707	0	0	ro	5	50	11.4723595157318	0.882489193517833	13	-13	-10.2487	2.10469885102003	1
large	2	18	1	12	0.8	0.300000598707988	0.65	667	925	1468	145.9493	243	243	283	41	517.665	11.8586	0.359588289591359	-0.174676044994344	11.0982882895914	0.207923955005656	-10.6608	0	0	ro	5	146	10.582085139929	0.881840428327421	12	12	10.7387	0.925373643321048	1
large	2	19	-1	13	0.8	0.300000598707988	0.66	668	887	1485	145.9493	207	207	255	49	490.3849	12.2987	-0.133868804062386	0.0575301568753805	-11.8253688040624	0.549830156875381	-11.5333	0	0	ro	5	146	12.3256049695082	0.948123459192941	13	-13	-11.6915	1.29694704898829	1
large	2	20	-1	10	0.8	0.300000598707988	0.65	667	922	1468	145.9493	243	243	304	62	471.9873	10.0907	-0.423116414129351	-0.116848121094684	-9.68281641412935	0.413151878905316	-8.4656	1	0	ro	5	146	10.2382742531125	1.02382742531125	10	-10	-9.2597	0.520864571831062	1
large	2	21	-1	13	0.8	0.90937556752528	0.64	650	934	1467	57.34494	271	271	335	65	518.8547	12.4919	-0.399254580456539	-0.204610944115295	-12.2093545804565	0.166989055884705	-11.5835	1	0	ro	5	57	12.7197584152838	0.978442955021831	13	-13	-11.8101	0.808087572129606	1
large	3	1	-1	11	0.8	0.90937556752528	0.59	601	1068	1402	57.34494	454	454	509	56	492.3339	9.9956	-0.764883342723528	-0.243458377123214	-10.1734833427235	0.353141622876786	-9.3572	1	0	ro	5	57	10.6619621094273	0.96926928267521	11	-11	-9.4086	0.898798526124472	1
large	3	2	-1	13	0.8	0.300000598707988	0.57	584	858	1402	145.9493	261	261	312	52	495.2084	12.2413	-0.769202740443177	0.0406095152176401	-12.4431027404432	0.72300951521764	-11.6875	1	0	ro	5	146	12.9656807463605	0.997360057412344	13	-13	-11.6739	0.91262112445261	1
large	3	3	-1	12	0.8	0.90937556752528	0.66	667	890	1485	57.34494	211	211	269	59	496.008	11.4559	-0.469312812962324	-0.743307331484955	-11.0922128129623	-0.215107331484955	-10.3695	0	0	ro	5	57	11.5813535146136	0.965112792884463	12	-12	-10.6229	0.932924831381584	1
large	3	4	1	11	0.8	0.300000598707988	0.66	667	885	1468	145.9493	202	202	243	42	502.1979	11.4209	0.716686400537518	-0.121208981352665	11.1558864005375	-0.143708981352665	-9.785	0	0	ro	5	146	10.627696693167	0.966154244833363	11	11	10.4392	0.212020850847185	1
large	3	5	-1	11	0.8	1.51875053634257	0.68	684	923	1484	50.44071	228	228	288	61	475.5862	9.5904	-0.690105138960539	-0.359795498237738	-9.36320513896054	0.274304501762262	-8.6518	0	0	ro	5	50	9.7445585005873	0.885868954598846	11	-11	-8.6731	1.65962055205768	1
large	3	6	1	11	0.8	0.300000598707988	0.63	635	839	1451	145.9493	191	191	228	38	488.2913	10.7121	0.850712529690556	-0.517766945724134	10.2115125296906	-0.185666945724134	-9.1117	1	0	ro	5	146	9.65347583555993	0.87758871232363	11	11	9.3608	0.810052285701063	1
large	3	7	1	11	0.8	0.300000598707988	0.64	651	970	1452	145.9493	306	306	342	37	523.7765	10.9595	1.0793393678011	0.319876612871345	10.6194393678011	1.06357661287135	-9.5628	1	0	ro	5	146	10.0559713291873	0.914179211744301	11	11	9.5401	1.12961126332314	1
large	3	8	1	12	0.8	0.300000598707988	0.64	650	892	1468	145.9493	228	228	275	48	533.5449	12.1665	0.896875336843952	-0.0836648855020636	12.512375336844	0.716635114497936	-11.0815	0	0	ro	5	146	11.9994834710744	0.999956955922865	12	12	11.6155	0.880962185986109	1
large	3	9	1	11	0.8	1.51875053634257	0.53	551	830	1368	50.44071	265	265	304	40	514.4636	9.6905	0.926820398453852	0.123708496369794	9.73952039845385	0.382708496369794	-8.7267	0	0	ro	5	50	9.15916628086055	0.832651480078232	11	11	8.8127	1.31729822709498	1
large	3	10	1	11	0.8	1.51875053634257	0.51	517	790	1317	50.44071	260	260	309	50	489.0613	9.7778	1.20467451442673	-0.603303304035121	10.1213745144267	0.319196695964879	-8.963	0	0	ro	5	50	9.51908500664797	0.865371364240724	11	11	8.9167	0.934809753165718	1
large	3	11	-1	9	0.8	0.90937556752528	0.53	550	758	1351	57.34494	197	197	254	58	416.7927	10.1159	-0.73646235328094	-0.30800034897615	-9.85726235328094	0.14519965102385	-6.3446	0	0	ro	5	57	10.5822021116139	1.17580023462376	9	-9	-9.1208	0.869472070287611	1
large	3	12	-1	9	0.8	1.51875053634257	0.74	751	953	1568	50.44071	191	191	243	53	438.2569	8.2047	-0.854890242552869	-0.0547827004510403	-8.18989024255287	-0.0219827004510403	-6.8084	1	0	ro	5	50	8.63980211496178	0.959978012773532	9	-9	-7.335	0.810407957901554	1
large	3	13	1	13	0.8	1.51875053634257	0.56	567	878	1385	50.44071	297	297	346	50	527.0215	12.831	1.00579080888643	-0.671250420197044	13.2403908088864	-0.414150420197044	-11.7569	1	0	ro	5	50	12.7276495630742	0.97904996639032	13	13	12.2346	0.478861474276706	1
large	3	14	-1	12	0.8	0.300000598707988	0.73	734	935	1551	145.9493	189	189	246	58	541.7143	12.0461	-1.06111923652906	-0.395703569692015	-12.2284192365291	0.475196430307985	-10.5393	0	0	ro	5	146	12.8374525807564	1.06978771506303	12	-12	-11.1673	0.52724472021441	1
large	3	15	-1	9	0.8	0.300000598707988	0.64	651	925	1452	145.9493	261	261	304	44	387.8617	8.2133	-0.31462041620751	-0.330142210155494	-7.95932041620751	0.515357789844506	-7.685	0	0	ro	5	146	8.40343698854337	0.933715220949264	9	-9	-7.6447	1.16129567624956	1
large	3	16	1	13	0.8	0.300000598707988	0.75	767	994	1585	145.9493	212	212	267	56	543.672	13.6471	0.266187232600084	-0.495566402549798	13.3350872326001	0.483933597450202	-12.8737	0	0	ro	5	146	12.8419918819021	0.987845529377083	13	13	13.0689	0.58862142349109	1
large	3	17	-1	13	0.8	0.90937556752528	0.73	733	973	1551	57.34494	228	228	291	64	498.6287	12.3215	-0.712696327200756	-0.117476207581102	-12.3381963272008	0.634223792418898	-11.503	1	0	ro	5	57	12.8148132445839	0.985754864967991	13	-13	-11.6255	0.916637289335742	1
large	3	18	1	11	0.8	0.300000598707988	0.79	800	1148	1618	145.9493	333	333	373	41	481.5528	10.1455	0.864528867451348	-0.580971685700509	10.0694288674513	0.158528314299491	-9.2098	1	0	ro	5	146	9.52780600722674	0.866164182475158	11	11	9.2049	0.94397767937993	1
large	3	19	-1	12	0.8	0.300000598707988	0.7	701	864	1518	145.9493	151	151	197	47	514.6152	11.4915	-0.813437220227019	-0.0853528971051286	-11.629537220227	0.805247102894871	-10.6078	0	0	ro	5	146	12.1337209845843	1.01114341538203	12	-12	-10.8161	0.886377779458459	1
large	3	20	1	10	0.8	0.90937556752528	0.78	784	1000	1601	57.34494	201	201	254	54	402.6761	10.0548	0.747005373135279	-0.61011990173914	10.3398053731353	-0.51081990173914	-8.7442	1	0	ro	5	57	9.84826396731208	0.984826396731208	10	10	9.5928	0.613518266740601	1
large	4	1	1	9	0.8	1.51875053634257	0.52	517	1105	1335	50.44071	574	574	612	39	452.3887	7.7306	0.727856611063282	0.197527240705142	7.80685661106328	0.0510272407051415	-6.8581	1	0	ro	5	50	7.27485527021935	0.808317252246594	9	9	7.079	1.19423403311804	1
large	4	2	-1	9	0.8	1.51875053634257	0.6	617	826	1434	50.44071	196	196	241	46	438.165	9.4801	-0.585483542764715	-0.0958115292137877	-9.55528354276471	0.481688470786212	-6.9336	0	0	ro	5	50	10.1788172992056	1.13097969991174	9	-9	-8.9698	0.735094276779307	1
large	4	3	1	9	0.8	1.51875053634257	0.62	634	900	1452	50.44071	252	252	285	34	425.1213	8.1652	0.536184875482196	-0.347936270687679	7.5274848754822	-0.256836270687679	-6.8155	0	0	ro	5	50	7.03405140129454	0.781561266810504	9	9	6.9913	1.49474601918668	1
large	4	5	-1	9	0.8	1.51875053634257	0.64	651	900	1468	50.44071	237	237	290	54	498.244	8.9947	-0.900838170213108	-0.18334704265958	-9.24943817021311	0.0997529573404202	-7.0237	0	0	ro	5	50	9.86093940706327	1.09565993411814	9	-9	-8.3486	0.26864484595358	1
large	4	7	-1	11	0.8	0.300000598707988	0.74	751	922	1568	145.9493	159	159	218	60	525.8301	10.4971	-0.479652715716414	-0.104943903824876	-10.1199527157164	0.270456096175124	-9.2626	1	0	ro	5	146	10.5590317537763	0.959911977616027	11	-11	-9.6403	0.920668084889013	1
large	4	9	-1	9	0.8	0.90937556752528	0.64	650	898	1468	57.34494	237	237	294	58	512.7473	9.57	-0.552858796742815	0.251973087367666	-9.17505879674281	0.269073087367666	-6.8396	1	0	ro	5	57	9.73441047706261	1.08160116411807	9	-9	-8.6222	0.321007645800858	1
large	4	10	-1	13	0.8	0.90937556752528	0.55	567	854	1368	57.34494	274	274	332	59	529.6705	11.8355	-0.570756448857341	0.408303872714861	-11.6629564488573	0.77400387271486	-11.0878	0	0	ro	5	57	12.0609745897389	0.927767276133759	13	-13	-11.0922	1.54491664908815	1
large	4	11	-1	12	0.8	0.90937556752528	0.75	751	1008	1552	57.34494	246	246	306	61	519.3105	11.4565	-1.06364570747559	0.445748394258075	-11.5332457074756	1.00214839425808	-10.4055	0	0	ro	5	57	12.0053894447152	1.00044912039293	12	-12	-10.4696	1.10551389575346	1
large	4	12	-1	12	0.8	0.90937556752528	0.53	534	785	1351	57.34494	238	238	283	46	507.9402	11.1115	-0.733326607864346	0.064106594282201	-11.2160266078643	0.681606594282201	-10.5008	0	0	ro	5	57	11.6504649353536	0.970872077946134	12	-12	-10.4827	1.03884639333525	1
large	4	13	1	11	0.8	0.300000598707988	0.5	517	695	1318	145.9493	163	163	215	53	510.983	10.181	0.847200814857773	-0.293721584685371	10.4206008148578	-0.151921584685371	-9.3406	0	0	ro	5	146	9.9156709320829	0.901424630189354	11	11	9.5734	0.598985461957794	1
large	4	14	1	13	0.8	0.90937556752528	0.57	584	866	1401	57.34494	269	269	307	39	525.6571	12.8789	0.962036525719715	-0.0480361998757687	12.2378365257197	0.286363800124231	-11.1981	1	0	ro	5	57	11.7235494061663	0.901811492782021	13	13	11.2758	0.814185106439921	1
large	4	15	1	9	0.8	1.51875053634257	0.58	584	1021	1385	50.44071	425	425	454	30	466.4051	6.9285	0.983780489897364	-0.150737308279652	6.65238048989736	-0.305737308279652	-5.4834	0	0	ro	5	50	6.01634472511144	0.668482747234604	9	9	5.6686	2.36744433216256	1
large	4	16	1	10	0.8	0.300000598707988	0.7	700	929	1501	145.9493	216	216	266	51	485.8987	9.4623	0.593032672712921	-0.166624966648225	9.15823267271292	0.146775033351775	-8.4872	0	0	ro	5	146	8.67924528301887	0.867924528301887	10	10	8.5652	0.854467754630592	1
large	4	17	-1	10	0.8	0.300000598707988	0.58	584	760	1385	145.9493	164	164	209	46	518.4268	10.8548	-0.777306960365705	-0.150699231494241	-11.0519069603657	0.262500768505759	-7.595	1	0	ro	5	146	11.7249800296702	1.17249800296702	10	-10	-10.2746	1.08416553474639	1
