t	c_test	sig1	sig2	sig3	alpha	L1	L00	L_R	MSE1	MSE00	MSE_R	sig1R	sig2R	sig3R	alphaR	lhspR	id
3	2	0.0888552954794594	0.14	0.13620488924081	0.959076044880602	143.448734433286	139.289524890435	138.449789928734	0.186629402308327	0.34967041638806	0.382588026886768	0.090957066434997	0.14	0.132869194746642	0.936226048952146	0.435104630155744	aa
1	3	0.0813749637984952	0.0967900159907384	0.18	0.979140274008843	90.9606228231415	99.9547340801526	90.9188147994882	0.584068854117228	0.00125044466291427	0.586778014049965	0.0813768661347918	0.0967856748406575	0.18	0.979126581524778	10	cf
2	2	0.0787039724616467	0.14	0.132563944772801	0.984043631227173	120.567746514416	117.709447659379	116.800628970356	1.20738033445387	1.31942564957131	1.35505134218103	0.079327035880272	0.14	0.131467665921442	0.981763111805542	0.896279589148685	cf
3	1	0.12	0.0961317368445922	0.136180577811278	0.980212815104766	166.220412291745	162.164948188126	163.282644134893	0.594542231691557	0.7113395978758	0.6791499546089	0.12	0.0990936037631877	0.131369753619845	0.957091819808661	0.372694266842717	cf
1	1	0.12	0.265362114042187	0.295941143955199	0.838481774458995	-207.2325958159	-1872.69540205654	-223.76791491815	0.0133410633053022	47.9786698830357	0.489558253450118	0.12	0.264538739263936	0.295635169666829	0.55598408531996	0.105940492989968	pa
2	2	0.252554596009066	0.14	0.307450879274428	0.788367579319769	-177.952912398244	-1977.47383949369	-207.183350399059	1.13224509066865	71.6734654328101	2.27807826030061	0.247568004712579	0.14	0.308757085622745	0.578597629252752	0.183145069292339	pa
3	3	0.255719633356527	0.279119688184481	0.18	0.752830349656839	-136.78706205859	-1107.97832003823	-157.460521023373	3.29808284390691	66.2312763609878	4.63772298482484	0.252649999254513	0.281421768429078	0.18	0.53140501151733	0.0826062542852957	pa
1	3	0.081887132825321	0.0800092311826829	0.18	0.628208899322495	119.554846491917	-68907.1848205475	119.553555676942	9.08310899841653e-05	4472.93282125524	0.000174475900403974	0.0818910168989728	0.0800197895664771	0.18	0.628016130161966	2.75066064885889	jm
2	2	0.0818997176861907	0.14	0.107506531213996	0.626612021893952	170.342158374008	154.285081480625	170.341132553628	0.00017423757011351	0.629611651790718	0.000214449729019446	0.0818990394596352	0.14	0.107506388765125	0.626453129345578	2.82769010479667	jm
3	1	0.12	0.0780727619481174	0.104884415186002	0.709424101865049	175.502874717872	175.805228687944	175.447026528766	0.260672017027512	0.251964222689425	0.262280444873767	0.12	0.0780816828966365	0.104879112792988	0.708604464367272	2.01917649998658	jm
1	1	0.12	0.166398615180331	0.193907011234149	0.966213844751693	-3.86208173881804	-58.3684745060378	-5.83784928028759	0.019799991766468	1.5895841034624	0.0767020969607907	0.12	0.168696225328736	0.190378973084991	0.891356886930842	0.378240223641219	ck
2	3	0.177136895385219	0.186899329092317	0.18	0.921110992201761	23.2364971536097	-95.3829094433226	25.3820691177343	1.25365992419812	8.94019747167934	1.11462686092285	0.171441042454168	0.188693445014422	0.18	0.829423800272769	0.372062347761672	ck
3	2	0.174695871550144	0.14	0.214970497553245	0.929863138414523	34.4028997293291	-6501.75675900323	9.45719595501474	0.785790798356071	257.003249420673	1.7636623863092	0.173122354168294	0.14	0.210667105332443	0.654524766899501	0.131386747150573	ck
1	2	0.198442289775738	0.14	0.170967123622178	0.70951578359129	78.7214928681981	78.7803457355314	78.7642750338485	0.00394785379073351	0.00164082139126982	0.0022707928972365	0.198346764843095	0.14	0.171055021073634	0.699412541151079	1.13607356601646	st
2	1	0.12	0.146532729781112	0.171749419171013	0.69496729947551	-33.1220413797748	-38.3367556948659	-36.7483526224875	0.166828742403858	0.317012514678482	0.271266506193984	0.12	0.14699161198419	0.171103147198724	0.570195018165726	0.155878427257309	st
3	3	0.199233675530063	0.146450009892091	0.18	0.697041905640628	53.0293060813954	53.0254187520189	53.0293827941735	4.72419576435537e-05	0.000299140901241498	4.22709696218367e-05	0.198346976909091	0.147030987830205	0.18	0.647044275892817	0.447554627452992	st
1	1	0.12	0.0959106938244196	0.136538240312744	0.606794993373649	178.016760738674	173.940414964701	176.560113144437	0.201839378927705	0.319238137218123	0.243790829641714	0.12	0.0949350424957093	0.136838788808399	0.521125842356719	0.0559409657391421	ml
2	3	0.0832284361741533	0.0962132978508521	0.18	0.464416435710983	89.1546880849499	90.8088353797441	89.147421081058	0.546260626255754	0.439071881553091	0.546731528107951	0.0832287733425637	0.0962128668306641	0.18	0.464450246742746	4.48709695698039	ml
3	2	0.0840618629050714	0.14	0.13840765200356	0.553611085586217	153.778568915795	142.772140495053	152.174583639023	0.0167651367528647	0.448217130845933	0.079641359602323	0.083696007593051	0.14	0.13770366839044	0.531034788046567	0.118466173251356	ml
1	1	0.12	0.123711899044531	0.146363196690273	0.847849774109333	163.587884028418	166.898468819271	165.448302120504	0.096058872352568	0.000714030375986149	0.0424788313004903	0.12	0.123840408414705	0.144517427706874	0.559068072393421	0.0489472386787587	pc
2	3	0.0966488378983768	0.126107381747731	0.18	0.820620924744539	91.3543357694531	91.2455922000316	91.3548751530613	0.000504296393395009	0.00755087969190851	0.000469344335585023	0.0966511849145914	0.126111461128145	0.18	0.820594447494283	10	pc
3	2	0.0945336383581607	0.14	0.145936796615157	0.851081452974272	119.320886693823	116.437856173257	116.568469966469	0.0868402997738392	0.199855096180042	0.194735035486117	0.0964239849174793	0.14	0.142305073834497	0.76684099857144	0.278896904608862	pc
