t	c_test	sig1	sig2	sig3	alpha	L1	L00	L_R	MSE1	MSE00	MSE_R	sig1R	sig2R	sig3R	alphaR	lhspR	id
1	3	0.10574879332461	0.105560556111151	0.18	0.887249117169876	190.901731100287	-138.042859544822	179.283129563141	0.00177078287080178	21.3173802566738	0.754656162477856	0.104814196800242	0.105708902718994	0.18	0.853800025470082	0.384050086469283	mm
2	1	0.12	0.097410490797404	0.13474766956104	0.937271621496339	250.629218760891	244.802599476734	246.735962644047	1.0366034509932	1.20441008637691	1.1487292271583	0.12	0.0993987858393021	0.131661435462521	0.894500801977911	0.356602020203752	mm
3	2	0.104266409336747	0.14	0.144005070184419	0.900331312150403	291.209442021303	233.150732426154	277.505665142749	0.194469183561836	2.4703705996917	0.731657237201184	0.105132499086817	0.14	0.139178352545209	0.605650729016102	0.0653975910089968	mm
1	2	0.14881096330994	0.14	0.109854257108298	0.930751743651818	130.277641107097	130.821465007162	130.277329275513	0.510445158672172	0.489127261789619	0.510457382470263	0.148806962371982	0.14	0.109861178264961	0.930683790491165	10	ks
2	1	0.12	0.0947983821473435	0.111514618118161	0.922680287503682	72.471882092985	77.7209873241533	74.4866919878634	0.206238705688405	0.055064475030758	0.14821218071591	0.12	0.0949053172749876	0.110788204223826	0.906998982522683	0.502320736943266	ks
3	3	0.151650710523062	0.0951709791792277	0.18	0.920325700409296	101.763257597811	97.0074981280702	91.3965826334078	0.655384360538706	0.963557574177918	1.32714489823204	0.148958743529314	0.0969369565257994	0.18	0.893349866221757	0.507965525735829	ks
1	2	0.0776275759747332	0.14	0.165302851392779	0.934969035858056	107.362393009106	108.23469973242	108.110083370907	0.0341956709553758	1.24740146110474e-06	0.00488620877277244	0.0803811157777028	0.14	0.157904128106101	0.899422254255593	0.418154213865093	ch
2	3	0.0772468066170908	0.139399039400982	0.18	0.937438103672192	72.7000960130442	65.3149584619717	51.60770101799	0.0044975626144622	0.483054475923962	1.37128475829398	0.0803809705538404	0.132218382868411	0.18	0.879057833535164	0.284445434564033	ch
3	1	0.12	0.133021449238711	0.15696851965435	0.955556792541634	151.473335342734	147.263508795296	151.6944586681	0.84347180815044	0.964714812716669	0.837103456379914	0.12	0.132626474309263	0.156575219191906	0.954819721646021	2.8728084899096	ch
1	3	0.119752579454004	0.111185502843548	0.18	0.759905888235753	109.423269466692	81.2483866919156	109.702229131498	0.107526486760513	1.93325889056604	0.089449900481073	0.119711078016461	0.111241934833148	0.18	0.755451185379871	1.20280383743834	ej
2	2	0.116068759703011	0.14	0.126968532966892	0.829948044341117	136.728116843425	-6961.33101344637	131.119443963622	0.183523310486042	278.427441217846	0.403383287374354	0.111887343853979	0.14	0.129031746894125	0.647955489950489	0.132105847162312	ej
3	1	0.12	0.105299891434476	0.124078368293917	0.853851380745594	122.127606040508	67.6123414364661	119.205101052837	0.2330379541185	1.8030775747149	0.31720609776342	0.12	0.103736643798475	0.124177816857342	0.590994212405757	0.0657929331948832	ej
1	3	0.0863118819879217	0.0991500895100918	0.18	0.967437715758005	86.2830797745288	-4126.37423519732	-36.8218957685409	0.75165509833745	273.731849108513	8.72885751352837	0.0863581338005444	0.0977730900806374	0.18	0.919974925019608	0.239170165555673	aa
2	1	0.12	0.0964240104092252	0.128663358806831	0.973600908742942	138.99930326398	142.624220810642	138.970087480782	0.657223058754001	0.552825433410143	0.658064473310122	0.12	0.0964032992800536	0.128630369374921	0.973595666950929	10	aa
