"vpcode" "vp" "session" "block" "trial3" "side" "ecc" "tarDur" "sigma" "soa" "tFix" "tOn" "tOff" "tSac" "sacRT_fd" "tedfTOn" "tedfSac" "tedfTOf" "tedfFix" "cxm" "cym" "tarx" "tary" "gap" "PeakLum" "tedfFixOff" "sacNumber" "sacRT" "largebef" "sacType" "sacOnset" "sacOffset" "sacDur" "sacVPeak" "sacDist" "sacAngle1" "sacAmp" "sacAngle2" "sacxOnset" "sacyOnset" "sacxOffset" "sacyOffset" "sacNumberAfterOnset" "sacNumberAfterPrimary" "errorChange" "sameDir" "largerAmp" "blink" "id" "id_n" "tarX" "sacXresp" "gain" "sigmaf" "tarX_s" "sacXresp_s" "sacErr" "unique_trial" "primary_error" "primary_xerror" "primary_RT" "primary_xresp" "primary_xresp_s" "s2_dir" "primary_xerr_sacdir" "undershoot" "undershoot_label" "sacXresp_sacdir"
undershoot" 6.2002
"8444" "10ks01" 12 1 1 24 1 10 0.5 0.300000598707988 0.71 646.88 647.6 648.12 647.74 0.14 718 855 1234 2405619 962 620 365.75 155 0 175 NA 5 17 1 2 419 426 8 9957.8156 0.3429 -0.4975 30.0549 -0.2559 -0.6405 7.0141 4.5531 5.8305 5 5 -4.6995 1 0 0.2857 "ks" 10 10 5.1936 0.488097363845684 "0.3" 10 5.1936 7.97893789047139 "10ks01_1_1_24" 3.85595853971487 -3.8505 123 5.99935582407763 5.7742 "same as primary" -3.8505 1 "after
undershoot" 5.1936
"8445" "10ks01" 12 1 1 24 1 10 0.5 0.300000598707988 0.71 646.88 647.6 648.12 647.74 0.14 718 855 1234 2405619 962 620 365.75 155 0 175 NA 6 150 1 2 576 589 14 11657.6091 31.6968 2.7831 35.9011 2.5571 7.7782 0.0947 -6.6407 5.264 6 6 15.3008 0 1 0.0769 "ks" 10 10 14.4189 6.48973805022954 "0.3" 10 -14.4189 17.4534407063478 "10ks01_1_1_24" 3.85595853971487 -3.8505 123 5.99935582407763 5.7742 "opposite to primary" -3.8505 1 "after
undershoot" -14.4189
"8447" "10ks01" 12 1 1 25 -1 10 0.5 0.90937556752528 0.79 649.03 649.83 650.35 650.01 0.18 800 976 1318 2407771 961 584 115 146 0 19.05 NA 2 15 1 2 221 228 8 98.0471 0.54 2.759 0.5455 2.7631 -9.4938 0.2576 -9.6108 0.3268 2 2 -0.1208 1 0 0 "ks" 10 10 0.116999999999999 0.231133939154483 "0.9" -10 -0.116999999999999 0.50820751667011 "10ks01_1_1_25" 0.756521473588159 0.7393 165 9.16283546597214 -8.0917 "same as primary" -0.7393 1 "after
undershoot" 0.116999999999999
"8449" "10ks01" 12 1 1 26 1 9 0.5 0.300000598707988 0.54 651.27 651.82 652.34 651.95 0.14 550 685 1068 2410006 954 605 351.25 151.25 0 175 NA 2 81 1 2 236 269 34 326.6704 3.4244 0.527 4.1638 0.427 6.0932 -0.0488 8.7172 1.4554 2 2 -1.2247 1 0 0 "ks" 10 9 2.624 0.902710884821797 "0.3" 9 2.624 1.48262099000385 "10ks01_1_1_26" 3.76965941432379 -3.7639 123 5.03568168519602 4.7811 "same as primary" -3.7639 1 "after
undershoot" 2.624
"8451" "10ks01" 12 1 1 27 -1 9 0.5 1.51875053634257 0.68 653.27 653.97 654.49 654.18 0.21 700 909 1217 2412008 959 614 127 153.5 0 6.83 NA 2 12 1 2 239 246 8 71.5782 0.3958 -2.5718 0.3958 -2.5718 -8.1274 -0.2517 -8.3385 -0.2605 2 2 -0.2113 1 0 0 "ks" 10 9 0.2111 0.241920696768279 "1.5" -9 -0.2111 0.710944793918628 "10ks01_1_1_27" 1.59406317628882 1.5546 197 7.25825967882485 -6.4784 "same as primary" -1.5546 1 "after
undershoot" 0.2111
"8453" "10ks01" 12 1 1 28 1 10 0.5 1.51875053634257 0.8 655.4 656.22 656.74 656.42 0.2 817 1014 1334 2414143 952 596 363.25 149 0 6.83 NA 2 133 1 2 358 390 33 327.9348 2.9301 0.3752 4.0072 0.37 9.4255 0.9666 11.8238 1.9272 2 2 1.7328 1 0 0 "ks" 10 10 2.3983 4.1745865970409 "1.5" 10 2.3983 2.65336508607466 "10ks01_1_1_28" 1.18056082011898 -1.1759 184 8.77303366096955 8.4079 "same as primary" -1.1759 1 "after
undershoot" 2.3983
"8454" "10ks01" 12 1 1 28 1 10 0.5 1.51875053634257 0.8 655.4 656.22 656.74 656.42 0.2 817 1014 1334 2414143 952 596 363.25 149 0 6.83 NA 3 184 1 2 574 585 12 272.9811 2.1192 -2.9799 2.1196 -2.9789 11.2649 1.2953 10.331 1.0876 3 3 -0.7521 0 0 0 "ks" 10 10 0.933900000000001 0.738319234722113 "1.5" 10 -0.933900000000001 1.13685300720894 "10ks01_1_1_28" 1.18056082011898 -1.1759 184 8.77303366096955 8.4079 "opposite to primary" -1.1759 1 "after
undershoot" -0.933900000000001
"8456" "10ks01" 12 1 1 29 -1 9 0.5 0.300000598707988 0.76 657.66 658.42 658.94 658.57 0.15 768 917 1285 2416394 962 584 127.75 146 0 175 NA 2 379 1 2 578 587 10 182.2965 0.0102 0.1974 0.5751 -1.8739 -9.097 1.7521 -9.1007 1.7131 2 2 -0.0384 1 0 0 "ks" 10 9 0.00370000000000026 0.0381443298969101 "0.3" -9 -0.00370000000000026 1.71605713774338 "10ks01_1_1_29" 0.710580157336243 0.288 137 8.67880642882811 -7.7819 "same as primary" -0.288 1 "after
undershoot" 0.00370000000000026
"8458" "10ks01" 12 1 1 30 -1 8 0.5 0.300000598707988 0.72 659.86 660.59 661.11 660.74 0.14 734 878 1251 2418596 972 592 142.75 148 0 175 NA 2 16 1 2 190 198 9 57.1515 0.3732 2.5773 0.3732 2.5773 -7.3675 0.2255 -7.4518 0.2848 2 2 -0.0655 1 0 0 "ks" 10 8 0.0843000000000007 0.133280632411068 "0.3" -8 -0.0843000000000007 0.617765554235585 "10ks01_1_1_30" 0.870682657459076 0.8245 130 7.13062962133094 -6.7626 "same as primary" -0.8245 1 "after
undershoot" 0.0843000000000007
"8460" "10ks01" 12 1 1 31 1 10 0.5 0.300000598707988 0.6 662.03 662.64 663.16 662.78 0.14 617 757 1134 2420765 952 600 363.25 150 0 175 NA 2 15 1 2 179 193 15 282.2986 0.9296 -1.1763 0.979 -1.1464 6.873 0.967 6.997 0.7013 2 2 -0.1924 1 0 0 "ks" 10 10 0.124 0.0396546210425327 "0.3" 10 0.124 3.08380133763509 "10ks01_1_1_31" 3.61435476122641 -3.5235 128 6.28620515198786 5.9641 "same as primary" -3.5235 1 "after
undershoot" 0.124
"8461" "10ks01" 12 1 1 31 1 10 0.5 0.300000598707988 0.6 662.03 662.64 663.16 662.78 0.14 617 757 1134 2420765 952 600 363.25 150 0 175 NA 3 34 1 2 227 261 35 384.5371 2.5615 0.5086 3.9268 0.4366 7.2638 0.8154 9.61 1.6117 3 3 -1.0735 1 1 0 "ks" 10 10 2.3462 0.857466559462027 "0.3" 10 2.3462 1.65821497098537 "10ks01_1_1_31" 3.61435476122641 -3.5235 128 6.28620515198786 5.9641 "same as primary" -3.5235 1 "after
undershoot" 2.3462
"8462" "10ks01" 12 1 1 31 1 10 0.5 0.300000598707988 0.6 662.03 662.64 663.16 662.78 0.14 617 757 1134 2420765 952 600 363.25 150 0 175 NA 4 151 1 2 412 419 8 355.4317 0.2588 -1.4704 1.0677 -1.4847 9.4633 2.5265 9.4614 2.5255 4 4 -7e-04 0 0 0 "ks" 10 10 0.0019000000000009 0.00354015278554295 "0.3" 10 -0.0019000000000009 2.58229359484935 "10ks01_1_1_31" 3.61435476122641 -3.5235 128 6.28620515198786 5.9641 "opposite to primary" -3.5235 1 "after
undershoot" -0.0019000000000009
"8465" "10ks01" 12 1 1 33 1 9 0.5 1.51875053634257 0.65 666.15 666.81 667.33 667 0.19 667 854 1184 2424885 965 589 354 147.25 0 6.83 NA 2 370 1 2 583 593 11 295.6823 0.0903 -0.6125 1.164 -1.4367 9.1303 1.9147 9.0844 2.041 2 2 0.1261 0 0 0 "ks" 10 9 0.0458999999999996 0.352264006139674 "1.5" 9 -0.0458999999999996 2.04274432076068 "10ks01_1_1_33" 0.142029081529102 -0.139900000000001 177 8.84146510368794 7.8022 "opposite to primary" -0.139900000000001 1 "after
undershoot" -0.0458999999999996
"8467" "10ks01" 12 1 1 34 -1 9 0.5 1.51875053634257 0.7 668.4 669.12 669.63 669.32 0.2 717 917 1235 2427136 963 573 128 143.25 0 6.83 NA 2 21 1 2 242 249 8 103.2442 0.4443 -3.02 0.4684 -2.7983 -9.2038 -0.1589 -9.3719 -0.1633 2 2 0.0781 1 0 0 "ks" 10 9 0.168100000000001 0.824828263002951 "1.5" -9 -0.168100000000001 0.406172992701386 "10ks01_1_1_34" 0.583807819406353 0.5326 190 8.38848774015768 -7.306 "same as primary" -0.5326 1 "after
undershoot" 0.168100000000001
"8468" "10ks01" 12 1 1 34 -1 9 0.5 1.51875053634257 0.7 668.4 669.12 669.63 669.32 0.2 717 917 1235 2427136 963 573 128 143.25 0 6.83 NA 3 183 1 2 432 455 24 250.8716 0.2879 -1.4387 1.0738 1.1496 -9.5202 2.35 -9.4368 2.2543 3 3 -0.1158 0 1 0 "ks" 10 9 0.083400000000001 0.160322952710498 "1.5" -9 0.083400000000001 2.29622793511446 "10ks01_1_1_34" 0.583807819406353 0.5326 190 8.38848774015768 -7.306 "opposite to primary" -0.5326 1 "after
undershoot" -0.083400000000001
"8469" "10ks01" 12 1 1 34 -1 9 0.5 1.51875053634257 0.7 668.4 669.12 669.63 669.32 0.2 717 917 1235 2427136 963 573 128 143.25 0 6.83 NA 4 18 1 2 473 480 8 258.7593 0.55 1.1364 0.8562 -1.297 -9.4058 2.2945 -9.35 2.43 4 4 0.1188 1 0 0 "ks" 10 9 0.0557999999999996 0.13750616067028 "1.5" -9 0.0557999999999996 2.45507637355745 "10ks01_1_1_34" 0.583807819406353 0.5326 190 8.38848774015768 -7.306 "same as primary" -0.5326 1 "after
undershoot" -0.0557999999999996
"8471" "10ks01" 12 1 1 35 1 8 0.5 0.90937556752528 0.55 670.55 671.12 671.63 671.34 0.22 567 788 1084 2429288 957 602 339.5 150.5 0 19.05 NA 2 41 1 2 288 296 9 224.2907 0.0599 0.6435 0.7183 1.2921 7.1373 1.5229 7.1123 1.6129 2 2 0.0915 0 0 0 "ks" 10 8 0.0249999999999995 0.0289787875275292 "0.9" 8 -0.0249999999999995 1.84104798959723 "10ks01_1_1_35" 1.45558227867751 -0.9229 209 7.01425901201602 6.5671 "opposite to primary" -0.9229 1 "after
undershoot" -0.0249999999999995
"8472" "10ks01" 12 1 1 35 1 8 0.5 0.90937556752528 0.55 670.55 671.12 671.63 671.34 0.22 567 788 1084 2429288 957 602 339.5 150.5 0 19.05 NA 3 110 1 2 406 413 8 310.7123 0.374 1.7316 0.9234 1.9308 6.8448 3.3825 6.8209 3.4752 3 3 0.0955 1 1 0 "ks" 10 8 0.0239000000000003 0.0206890581717454 "0.9" 8 -0.0239000000000003 3.66978089945435 "10ks01_1_1_35" 1.45558227867751 -0.9229 209 7.01425901201602 6.5671 "same as primary" -0.9229 1 "after
undershoot" -0.0239000000000003
"8474" "10ks01" 12 1 1 36 1 9 0.5 0.90937556752528 0.71 672.69 673.4 673.92 673.59 0.18 717 900 1234 2431423 962 607 353.25 151.75 0 19.05 NA 2 341 1 2 550 573 24 9704.9676 29.4906 2.757 35.622 -2.4456 7.5496 0.674 -10.216 5.0785 2 2 18.2526 0 1 0.087 "ks" 10 9 17.7656 12.2487589630447 "0.9" 9 -17.7656 19.8757595641022 "10ks01_1_1_36" 1.57446526795608 -0.8302 170 8.11260228743809 7.5897 "opposite to primary" -0.8302 1 "after
undershoot" -17.7656
"8476" "10ks01" 12 1 1 37 1 8 0.5 0.300000598707988 0.63 674.84 675.47 675.99 675.62 0.15 634 785 1151 2433575 945 592 336.5 148 0 175 NA 2 137 1 2 310 321 12 180.9 1.3495 0.135 1.4667 0.4235 5.9074 3.2612 6.5529 3.46 2 2 -0.089 1 0 0 "ks" 10 8 0.6455 0.30846793462678 "0.3" 8 0.6455 3.75042643042095 "10ks01_1_1_37" 2.92940361507253 -2.5635 140 5.33631203647179 5.1356 "same as primary" -2.5635 1 "after
undershoot" 0.6455
"8477" "10ks01" 12 1 1 37 1 8 0.5 0.300000598707988 0.63 674.84 675.47 675.99 675.62 0.15 634 785 1151 2433575 945 592 336.5 148 0 175 NA 3 148 1 2 469 486 18 9266.0291 28.6173 2.764 35.0587 2.4327 5.1691 -0.5702 -10.5265 3.8012 3 3 15.9527 0 1 0.0588 "ks" 10 8 15.6956 5.54438517785863 "0.3" 8 -15.6956 18.9124383327481 "10ks01_1_1_37" 2.92940361507253 -2.5635 140 5.33631203647179 5.1356 "opposite to primary" -2.5635 1 "after
undershoot" -15.6956
"8479" "10ks01" 12 1 1 38 -1 10 0.5 0.90937556752528 0.79 677.04 677.84 678.36 678.02 0.18 800 983 1317 2435777 952 602 112.75 150.5 0 19.05 NA 2 14 1 2 223 232 10 154.9591 0.9726 2.8179 0.9791 2.7986 -10.9503 0.6485 -11.1737 0.7441 2 2 0.2335 1 0 0 "ks" 10 10 0.2234 0.235083657792276 "0.9" -10 -0.2234 1.38969654961074 "10ks01_1_1_38" 0.714625454346541 -0.4223 172 10.4778284434085 -9.2602 "same as primary" 0.4223 0 "after
overshoot" 0.2234
"8480" "10ks01" 12 1 1 38 -1 10 0.5 0.90937556752528 0.79 677.04 677.84 678.36 678.02 0.18 800 983 1317 2435777 952 602 112.75 150.5 0 19.05 NA 3 331 1 2 563 590 28 8221.2715 14.0112 2.1959 24.6638 2.1258 -10.6706 0.3534 -14.1676 5.1093 3 3 5.8802 1 1 0.037 "ks" 10 10 3.497 5.21473307485833 "0.9" -10 -3.497 6.59346921203095 "10ks01_1_1_38" 0.714625454346541 -0.4223 172 10.4778284434085 -9.2602 "same as primary" 0.4223 0 "after
overshoot" 3.497
"8482" "10ks01" 12 1 1 39 1 9 0.5 0.300000598707988 0.6 679.27 679.89 680.41 680.11 0.21 617 831 1134 2438012 956 599 351.75 149.75 0 175 NA 2 141 1 2 377 388 12 145.579 1.0801 0.3001 1.0801 0.3001 7.9646 1.9149 8.3949 2.153 2 2 0.0743 1 0 0 "ks" 10 9 0.4303 0.415588178481746 "0.3" 9 0.4303 2.23641566127587 "10ks01_1_1_39" 2.21737545084273 -1.8005 200 7.14778195617635 6.9482 "same as primary" -1.8005 1 "after
undershoot" 0.4303
"8484" "10ks01" 12 1 1 40 1 8 0.5 0.90937556752528 0.62 681.34 681.98 682.49 682.2 0.22 634 852 1151 2440080 966 580 341.75 145 0 19.05 NA 2 239 1 2 472 495 24 9918.3323 28.9474 2.7144 36.0917 -2.3953 3.268 1.6091 -14.9644 6.682 2 2 18.9234 0 1 0.3913 "ks" 10 8 18.2324 3.85300084530854 "0.9" 8 -18.2324 23.9167889015227 "10ks01_1_1_40" 2.31905411105476 -1.8701 205 6.04244628791249 5.7725 "opposite to primary" -1.8701 1 "after
undershoot" -18.2324
"8485" "10ks01" 12 1 1 40 1 8 0.5 0.90937556752528 0.62 681.34 681.98 682.49 682.2 0.22 634 852 1151 2440080 966 580 341.75 145 0 19.05 NA 3 71 1 2 566 600 35 9112.8757 27.5961 -0.4192 35.0268 -0.7153 -11.0772 3.9651 5.9885 0.8924 3 3 -17.3377 0 0 0.0588 "ks" 10 8 17.0657 0.894559998322605 "0.9" 8 17.0657 2.20057038287804 "10ks01_1_1_40" 2.31905411105476 -1.8701 205 6.04244628791249 5.7725 "opposite to primary" -1.8701 1 "after
undershoot" 17.0657
"8487" "10ks01" 12 1 1 41 -1 8 0.5 0.300000598707988 0.65 683.41 684.08 684.6 684.27 0.19 668 855 1185 2442148 934 602 133.25 150.5 0 175 NA 2 16 1 2 227 234 8 88.0686 0.4562 2.77 0.4663 2.7182 -8.5753 -0.1871 -8.6961 -0.1656 2 2 0.0582 1 0 0 "ks" 10 8 0.120799999999999 0.209977403094036 "0.3" -8 -0.120799999999999 0.715526777975499 "10ks01_1_1_41" 0.279765080022507 -0.2577 175 8.32043769526089 -6.6914 "same as primary" 0.2577 0 "after
overshoot" 0.120799999999999
"8488" "10ks01" 12 1 1 41 -1 8 0.5 0.300000598707988 0.65 683.41 684.08 684.6 684.27 0.19 668 855 1185 2442148 934 602 133.25 150.5 0 175 NA 3 320 1 2 554 561 8 91.98 0.5222 0.658 0.5271 0.67 -8.7505 0.4681 -8.614 0.6356 3 3 0.1247 0 1 0 "ks" 10 8 0.1365 0.181878747501665 "0.3" -8 0.1365 0.883732629249368 "10ks01_1_1_41" 0.279765080022507 -0.2577 175 8.32043769526089 -6.6914 "opposite to primary" 0.2577 0 "after
overshoot" -0.1365
"8490" "10ks01" 12 1 1 42 -1 8 0.5 0.300000598707988 0.57 685.51 686.1 686.61 686.24 0.14 584 728 1101 2444250 970 592 142.25 148 0 175 NA 2 138 1 2 309 322 14 200.4458 1.9825 3.0377 1.995 2.9889 -6.7791 0.5257 -7.746 0.6143 2 2 -0.6296 1 0 0 "ks" 10 8 0.966900000000001 0.791956753214842 "0.3" -8 -0.966900000000001 0.664740919456595 "10ks01_1_1_42" 2.1996116839115 2.1466 132 5.65702981103759 -5.1829 "same as primary" -2.1466 1 "after
undershoot" 0.966900000000001
"8492" "10ks01" 12 1 1 43 1 9 0.5 1.51875053634257 0.54 687.53 688.08 688.6 688.31 0.23 551 778 1068 2446268 974 600 356.25 150 0 6.83 NA 2 324 1 2 574 593 20 452.3488 5.9621 -3.1017 6.0513 -2.9652 7.2311 0.8029 3.1552 0.6349 2 2 3.957 0 0 0 "ks" 10 9 4.0759 2.30420035050031 "1.5" 9 -4.0759 5.87918234536062 "10ks01_1_1_43" 1.59943471264069 -1.2958 213 7.60029525078314 7.0361 "opposite to primary" -1.2958 1 "after
undershoot" -4.0759
"8494" "10ks01" 12 1 1 44 -1 9 0.5 0.90937556752528 0.76 689.52 690.28 690.8 690.52 0.24 767 1006 1285 2448253 974 598 130.75 149.5 0 19.05 NA 2 17 1 2 278 285 8 62.6945 0.3796 -3.0943 0.3842 -2.9799 -7.2229 0.3276 -7.3612 0.3541 2 2 -0.1299 1 0 0 "ks" 10 9 0.1383 0.0778234201789433 "0.9" -9 -0.1383 1.67661929190857 "10ks01_1_1_44" 2.24288221046046 2.2155 228 6.5022235027371 -5.7674 "same as primary" -2.2155 1 "after
undershoot" 0.1383
"8495" "10ks01" 12 1 1 44 -1 9 0.5 0.90937556752528 0.76 689.52 690.28 690.8 690.52 0.24 767 1006 1285 2448253 974 598 130.75 149.5 0 19.05 NA 3 176 1 2 461 477 17 8858.0727 17.2555 2.342 26.7998 2.0713 -7.4864 -1.7638 -13.7934 3.8007 3 3 4.1279 1 1 0.0625 "ks" 10 9 6.307 4.16688689217759 "0.9" -9 -6.307 6.11735269949347 "10ks01_1_1_44" 2.24288221046046 2.2155 228 6.5022235027371 -5.7674 "same as primary" -2.2155 1 "after
undershoot" 6.307
"8496" "10ks01" 12 1 1 44 -1 9 0.5 0.90937556752528 0.76 689.52 690.28 690.8 690.52 0.24 767 1006 1285 2448253 974 598 130.75 149.5 0 19.05 NA 4 87 1 2 564 593 30 11360.9633 16.9682 -0.7748 34.0829 -0.6027 -9.7572 4.7192 -6.8508 0.5802 4 4 -2.8453 0 1 0.069 "ks" 10 9 2.9064 3.83835182250397 "0.9" -9 2.9064 2.22613851321071 "10ks01_1_1_44" 2.24288221046046 2.2155 228 6.5022235027371 -5.7674 "opposite to primary" -2.2155 1 "after
undershoot" -2.9064
"8498" "10ks01" 12 1 1 46 1 8 0.5 0.300000598707988 0.53 695.19 695.72 696.24 695.92 0.2 534 729 1051 2453924 962 606 340.75 151.5 0 175 NA 2 141 1 2 351 364 14 205.3506 1.3745 0.0887 1.4763 -0.3649 6.6297 1.1913 7.3503 1.1513 2 2 -0.4802 1 0 0 "ks" 10 8 0.7206 0.525870247391082 "0.3" 8 0.7206 1.32196890281126 "10ks01_1_1_46" 2.56818942058408 -2.3529 183 5.42655583506508 4.9615 "same as primary" -2.3529 1 "after
undershoot" 0.7206
"8503" "10ks01" 12 1 2 3 -1 8 0.5 1.51875053634257 0.64 722.74 723.39 723.91 723.62 0.23 650 878 1167 2481480 976 607 143.75 151.75 0 6.83 NA 2 319 1 2 565 578 14 310.1295 0.2999 1.2806 0.9911 1.1738 -6.4649 3.6424 -6.4572 3.6153 2 2 -0.0234 0 0 0 "ks" 10 8 0.00769999999999982 0.0050159598723209 "1.5" -8 0.00769999999999982 3.93072842231564 "10ks01_2_1_3" 2.3340643735767 2.1925 217 5.5645992141181 -5.0096 "opposite to primary" -2.1925 1 "after
undershoot" -0.00769999999999982
"8505" "10ks01" 12 1 2 5 1 8 0.5 0.300000598707988 0.58 729.15 729.73 730.25 729.91 0.18 584 761 1101 2487885 967 621 342 155.25 0 175 NA 2 150 1 2 340 354 15 230.0698 2.4986 -0.1596 2.5306 -0.2251 5.9238 1.4334 7.2682 1.3226 2 2 -0.9417 1 0 0 "ks" 10 8 1.3444 0.647529139774588 "0.3" 8 1.3444 1.5115561517853 "10ks01_2_1_5" 3.74742134407115 -3.4457 166 4.24149873196804 3.8885 "same as primary" -3.4457 1 "after
undershoot" 1.3444
"8506" "10ks01" 12 1 2 5 1 8 0.5 0.300000598707988 0.58 729.15 729.73 730.25 729.91 0.18 584 761 1101 2487885 967 621 342 155.25 0 175 NA 3 185 1 2 539 546 8 9554.1835 0.0836 0.9894 28.6693 0.349 1.3545 4.4849 -0.4444 5.1763 3 3 1.875 0 1 0.5714 "ks" 10 8 1.7989 0.270694454894289 "0.3" 8 -1.7989 9.90464401429955 "10ks01_2_1_5" 3.74742134407115 -3.4457 166 4.24149873196804 3.8885 "opposite to primary" -3.4457 1 "after
undershoot" -1.7989
"8508" "10ks01" 12 1 2 6 1 9 0.5 0.300000598707988 0.74 731.17 731.92 732.44 732.06 0.14 751 892 1268 2489903 956 615 351.75 153.75 0 175 NA 2 139 1 2 286 313 28 9804.5885 2.6768 0.1981 29.5869 0.3432 3.8582 3.0702 -1.569 5.6833 2 2 5.9945 0 1 0.2222 "ks" 10 9 5.4272 1.0555058539811 "0.3" 9 -5.4272 12.0001524944477 "10ks01_2_1_6" 5.34106401571822 -5.2061 129 3.57088397854072 3.4242 "opposite to primary" -5.2061 1 "after
undershoot" -5.4272
"8509" "10ks01" 12 1 2 6 1 9 0.5 0.300000598707988 0.74 731.17 731.92 732.44 732.06 0.14 751 892 1268 2489903 956 615 351.75 153.75 0 175 NA 3 23 1 2 336 346 11 9899.2724 29.6978 -0.3397 29.6978 -0.3397 -4.8913 6.9539 -0.6405 5.4784 3 3 -4.4293 0 1 0.5 "ks" 10 9 4.2508 0.306004477622685 "0.3" 9 4.2508 11.0883771044279 "10ks01_2_1_6" 5.34106401571822 -5.2061 129 3.57088397854072 3.4242 "opposite to primary" -5.2061 1 "after
undershoot" 4.2508
"8510" "10ks01" 12 1 2 6 1 9 0.5 0.300000598707988 0.74 731.17 731.92 732.44 732.06 0.14 751 892 1268 2489903 956 615 351.75 153.75 0 175 NA 4 26 1 2 372 380 9 9903.1893 29.7086 2.8019 29.7152 2.8013 1.0467 4.9101 -2.8992 6.2951 4 4 4.0937 0 1 0.125 "ks" 10 9 3.9459 0.496133680359096 "0.3" 9 -3.9459 13.4617697443538 "10ks01_2_1_6" 5.34106401571822 -5.2061 129 3.57088397854072 3.4242 "opposite to primary" -5.2061 1 "after
undershoot" -3.9459
"8512" "10ks01" 12 1 2 7 -1 8 0.5 1.51875053634257 0.8 733.35 734.15 734.67 734.38 0.23 801 1032 1318 2492088 970 594 142.25 148.5 0 6.83 NA 2 319 1 2 571 584 14 194.9218 1.8538 -3.0985 1.8784 2.974 -6.9962 2.8049 -7.8714 2.6973 2 2 -0.2255 1 0 0 "ks" 10 8 0.8752 0.871886830045826 "1.5" -8 -0.8752 2.70036391066093 "10ks01_2_1_7" 1.91954643080078 1.7325 220 6.06465126021085 -5.429 "same as primary" -1.7325 1 "after
undershoot" 0.8752
"8514" "10ks01" 12 1 2 8 1 9 0.5 1.51875053634257 0.6 735.59 736.2 736.72 736.45 0.25 618 866 1135 2494323 955 605 351.5 151.25 0 6.83 NA 2 256 1 2 529 542 14 248.6763 1.7112 0.3044 1.771 0.3981 7.8812 1.5715 8.7319 1.901 2 2 0.05 1 0 0 "ks" 10 9 0.8507 0.760368251698248 "1.5" 9 0.8507 1.91981212882928 "10ks01_2_1_8" 2.38861875568287 -1.9934 236 6.9280979327867 6.6656 "same as primary" -1.9934 1 "after
undershoot" 0.8507
"8516" "10ks01" 12 1 2 10 -1 8 0.5 1.51875053634257 0.63 741.46 742.11 742.63 742.31 0.2 650 852 1167 2500195 963 585 140.5 146.25 0 6.83 NA 2 274 1 2 501 514 14 180.2944 1.8671 -3.0849 1.8896 -2.9771 -6.7029 1.9245 -7.6085 1.985 2 2 -0.3258 1 0 0 "ks" 10 8 0.905600000000001 0.6981728471205 "1.5" -8 -0.905600000000001 2.02323929627714 "10ks01_2_1_10" 2.31750480474151 2.2304 192 5.41829441213068 -4.681 "same as primary" -2.2304 1 "after
undershoot" 0.905600000000001
"8519" "10ks01" 12 1 2 12 1 9 0.5 1.51875053634257 0.72 745.95 746.68 747.2 746.89 0.21 734 940 1251 2504682 960 599 352.75 149.75 0 6.83 NA 2 343 1 2 571 593 23 9978.4664 0 0 30.0447 -0.3332 -5.7953 7.4285 0.5671 5.3567 2 2 -6.5669 1 1 0.4091 "ks" 10 9 6.3624 0.430028454982325 "1.5" 9 6.3624 9.99039725436381 "10ks01_2_1_12" 0.893702948411831 -0.23 194 8.75103135561623 8.0843 "same as primary" -0.23 1 "after
undershoot" 6.3624
"8521" "10ks01" 12 1 2 13 -1 8 0.5 0.90937556752528 0.65 748.11 748.77 749.28 748.97 0.2 651 854 1168 2506850 951 598 137.5 149.5 0 19.05 NA 2 97 1 2 317 344 28 344.0195 2.5339 2.8418 3.5604 2.8709 -7.0954 1.496 -9.1146 2.0672 2 2 0.4139 1 0 0 "ks" 10 8 2.0192 2.23214680521777 "0.9" -8 -2.0192 2.34854188806587 "10ks01_2_1_13" 2.39269423036041 2.2038 192 5.41724531950426 -4.6224 "same as primary" -2.2038 1 "after
undershoot" 2.0192
"8522" "10ks01" 12 1 2 13 -1 8 0.5 0.90937556752528 0.65 748.11 748.77 749.28 748.97 0.2 651 854 1168 2506850 951 598 137.5 149.5 0 19.05 NA 3 167 1 2 511 522 12 237.7995 1.4758 -0.5959 1.5358 -0.5696 -8.7512 2.1432 -8.2216 2.0403 3 3 -0.178 0 0 0 "ks" 10 8 0.5296 0.705005324813631 "0.9" -8 0.5296 2.05229886956067 "10ks01_2_1_13" 2.39269423036041 2.2038 192 5.41724531950426 -4.6224 "opposite to primary" -2.2038 1 "after
undershoot" -0.5296
"8524" "10ks01" 12 1 2 14 -1 10 0.5 1.51875053634257 0.66 750.2 750.87 751.38 751.09 0.22 667 888 1184 2508935 962 610 115.25 152.5 0 6.83 NA 2 16 1 2 266 273 8 94.5801 0.5975 3.0915 0.6079 -2.95 -9.6626 1.378 -9.7757 1.3771 2 2 -0.0178 1 0 0 "ks" 10 10 0.113100000000001 0.335210432720809 "1.5" -10 -0.113100000000001 1.39524725407363 "10ks01_2_1_14" 1.57649143670367 0.855 209 9.05674948148802 -8.2094 "same as primary" -0.855 1 "after
undershoot" 0.113100000000001
