"vpcode" "vp" "session" "block" "trial3" "side" "ecc" "tarDur" "sigma" "soa" "tFix" "tOn" "tOff" "tSac" "sacRT_fd" "tedfTOn" "tedfSac" "tedfTOf" "tedfFix" "cxm" "cym" "tarx" "tary" "gap" "PeakLum" "tedfFixOff" "sacNumber" "sacRT" "largebef" "sacType" "sacOnset" "sacOffset" "sacDur" "sacVPeak" "sacDist" "sacAngle1" "sacAmp" "sacAngle2" "sacxOnset" "sacyOnset" "sacxOffset" "sacyOffset" "sacNumberAfterOnset" "sacNumberAfterPrimary" "errorChange" "sameDir" "largerAmp" "blink" "id" "id_n" "tarX" "sacXresp" "gain" "sigmaf" "tarX_s" "sacXresp_s" "sacErr" "unique_trial" "primary_error" "primary_xerror" "primary_RT" "primary_xresp" "primary_xresp_s" "s2_dir" "primary_xerr_sacdir" "undershoot" "undershoot_label" "sacXresp_sacdir"
undershoot" -6.3992
"12455" "13aa02" 19 2 4 46 -1 8 0.5 0.90937556752528 0.72 1371.57 1372.3 1372.82 1372.53 0.22 733 957 1250 1267729 962 614 140.25 153.5 0 19.05 NA 2 226 1 2 463 486 24 210.4963 2.4267 -0.0691 2.4267 -0.0691 -6.0302 -0.5949 -4.0206 -0.7052 2 2 2.007 0 0 0 "aa" 13 8 2.0096 1.02020509696416 "0.9" -8 2.0096 4.04140215766756 "13aa02_4_2_46" 2.48674558610245 2.3931 214 5.40455241787888 -4.9832 "opposite to primary" -2.3931 1 "after
undershoot" -2.0096
"12456" "13aa02" 19 2 4 46 -1 8 0.5 0.90937556752528 0.72 1371.57 1372.3 1372.82 1372.53 0.22 733 957 1250 1267729 962 614 140.25 153.5 0 19.05 NA 3 18 1 2 504 512 9 164.1653 0.8843 0.07 0.8958 0.1747 -2.7533 -0.6511 -2.2204 -0.4103 3 3 0.5211 1 0 0 "aa" 13 8 0.5329 0.101568605027922 "0.9" -8 0.5329 5.79414551508676 "13aa02_4_2_46" 2.48674558610245 2.3931 214 5.40455241787888 -4.9832 "same as primary" -2.3931 1 "after
undershoot" -0.5329
"12460" "13aa02" 19 2 4 50 -1 8 0.5 0.90937556752528 0.66 1381.09 1381.76 1382.28 1382.01 0.25 667 920 1184 1277253 962 603 140.25 150.75 0 19.05 NA 2 241 1 2 509 538 30 456.9659 8.0797 -0.1266 8.1052 -0.1493 -6.4043 -0.9884 0.1558 -1.7604 2 2 6.4807 0 1 0 "aa" 13 8 6.5601 4.11111111111111 "0.9" -8 6.5601 8.34362521929167 "13aa02_4_2_50" 1.61740676392799 1.364 241 6.51636324083264 -5.9909 "opposite to primary" -1.364 1 "after
undershoot" -6.5601
"12462" "13aa02" 19 2 4 51 -1 10 0.5 0.90937556752528 0.66 1383.21 1383.89 1384.41 1384.2 0.3 684 987 1201 1279371 959 616 114.5 154 0 19.05 NA 2 189 1 2 512 548 37 312.832 7.1649 -0.0915 7.1824 -0.115 -7.2632 -1.1646 -1.358 -1.7225 2 2 5.8914 0 0 0 "aa" 13 10 5.9052 2.15770242619117 "0.9" -10 5.9052 8.8119901412791 "13aa02_4_2_51" 3.22057734265147 2.9651 290 6.93491699228845 -6.7087 "opposite to primary" -2.9651 1 "after
undershoot" -5.9052
"12464" "13aa02" 19 2 5 1 1 8 0.5 0.90937556752528 0.53 1394.67 1395.22 1395.74 1395.46 0.24 550 792 1067 1290831 959 610 340 152.5 0 19.05 NA 2 239 1 2 501 535 35 445.8223 7.9457 3.0856 7.9505 3.0758 7.4506 -0.2336 0.6691 0.1825 2 2 6.7904 0 1 0 "aa" 13 8 6.7815 12.3434655988351 "0.9" 8 -6.7815 7.33317128260345 "13aa02_5_2_1" 0.358808305366529 -0.1418 230 7.82655229882421 6.3985 "opposite to primary" -0.1418 1 "after
undershoot" -6.7815
"12466" "13aa02" 19 2 5 2 -1 9 0.5 0.300000598707988 0.5 1396.67 1397.19 1397.71 1397.4 0.21 517 727 1034 1292832 967 612 129 153 0 175 NA 2 191 1 2 423 459 37 414.459 7.4468 -0.1141 7.4468 -0.1141 -8.8761 -0.2973 -2.7185 -1.0063 2 2 6.1308 0 0 0 "aa" 13 9 6.1576 49.698143664245 "0.3" -9 6.1576 6.36159429231384 "13aa02_5_2_2" 0.371292889778407 -0.1104 199 9.11804540756317 -8.5275 "opposite to primary" 0.1104 0 "after
overshoot" -6.1576
"12469" "13aa02" 19 2 5 4 1 9 0.5 0.90937556752528 0.79 1400.71 1401.51 1402.03 1401.73 0.23 800 1025 1317 1296869 962 609 353.25 152.25 0 19.05 NA 2 283 1 2 530 555 26 22648.962 30.349 2.7226 67.9469 -0.281 8.3853 -0.5404 -7.6689 6.8222 2 2 17.3692 0 1 0.16 "aa" 13 9 16.0542 26.1171303074671 "0.9" 9 -16.0542 18.0109588875773 "13aa02_5_2_4" 0.638328700592415 -0.501200000000001 214 8.42381238264335 7.3275 "opposite to primary" -0.501200000000001 1 "after
undershoot" -16.0542
"12471" "13aa02" 19 2 5 5 1 8 0.5 0.300000598707988 0.77 1402.94 1403.73 1404.24 1403.92 0.19 784 978 1301 1299104 958 589 339.75 147.25 0 175 NA 2 204 1 2 419 453 35 432.2745 7.9864 3.1053 7.9881 3.0999 6.8784 -0.1221 0.1824 0.0858 2 2 6.6446 0 0 0 "aa" 13 8 6.696 5.97004279600571 "0.3" 8 -6.696 7.81807082341929 "13aa02_5_2_5" 0.464571383104901 -0.4404 182 7.50644402106915 6.698 "opposite to primary" -0.4404 1 "after
undershoot" -6.696
"12473" "13aa02" 19 2 5 6 1 9 0.5 0.300000598707988 0.63 1405.16 1405.8 1406.31 1405.98 0.19 634 823 1151 1301322 951 590 350.5 147.5 0 175 NA 2 214 1 2 424 461 38 307.7745 6.6996 -3.0876 6.7128 -3.0588 7.874 -0.2068 2.1823 -0.4967 2 2 5.6446 0 0 0 "aa" 13 9 5.6917 5.05479573712256 "0.3" 9 -5.6917 6.83576946510047 "13aa02_5_2_6" 0.994493730498086 -0.9717 178 7.90790229526212 7.0361 "opposite to primary" -0.9717 1 "after
undershoot" -5.6917
"12480" "13aa02" 19 2 5 9 -1 9 0.5 1.51875053634257 0.51 1411.57 1412.09 1412.6 1412.32 0.23 518 752 1035 1307727 958 604 126.75 151 0 6.83 NA 2 311 1 2 566 593 28 482.2948 8.6086 -0.0253 8.6145 -0.045 -8.1571 -0.07 -1.2524 -0.1962 2 2 6.9055 0 0 0 "aa" 13 9 6.9047 8.19160042709693 "1.5" -9 6.9047 7.750083883417 "13aa02_5_2_9" 0.512208238902889 0.504799999999999 223 8.43740248161082 -7.5706 "opposite to primary" -0.504799999999999 1 "after
undershoot" -6.9047
"12482" "13aa02" 19 2 5 11 -1 8 0.5 0.300000598707988 0.6 1416.25 1416.87 1417.39 1417.08 0.21 617 825 1135 1312414 960 615 139.75 153.75 0 175 NA 2 194 1 2 417 450 34 271.7643 6.1819 -0.0174 6.1862 -0.0413 -5.773 -0.2116 -0.6214 -0.3573 2 2 5.1501 0 0 0 "aa" 13 8 5.1516 2.31324651998204 "0.3" -8 5.1516 7.38724585011221 "13aa02_5_2_11" 2.24071902745525 2.212 197 5.64802828320419 -5.3119 "opposite to primary" -2.212 1 "after
undershoot" -5.1516
"12484" "13aa02" 19 2 5 12 1 9 0.5 0.300000598707988 0.53 1418.31 1418.84 1419.36 1419.03 0.19 534 719 1051 1314466 967 606 354.5 151.5 0 175 NA 2 214 1 2 422 459 38 230.727 5.4342 3.117 5.444 3.0767 9.119 -0.4774 4.4443 -0.2803 2 2 4.3408 0 0 0 "aa" 13 9 4.6747 39.283193277311 "0.3" 9 -4.6747 4.56431490806671 "13aa02_5_2_12" 0.521270850901909 -0.144299999999999 176 8.82668285912561 7.3489 "opposite to primary" -0.144299999999999 1 "after
undershoot" -4.6747
"12486" "13aa02" 19 2 5 13 -1 8 0.5 0.90937556752528 0.6 1420.27 1420.89 1421.41 1421.09 0.2 617 816 1135 1316434 958 609 139.25 152.25 0 19.05 NA 2 150 1 2 366 377 12 214.5816 1.7687 -0.0519 1.7748 -0.098 -7.3251 0.1714 -6.4391 0.1481 2 2 0.8379 0 0 0 "aa" 13 8 0.886 1.31278707956734 "0.9" -8 0.886 1.56791020788819 "13aa02_5_2_13" 0.922966397004788 0.9164 188 7.03168628072539 -6.6547 "opposite to primary" -0.9164 1 "after
undershoot" -0.886
"12489" "13aa02" 19 2 5 15 -1 8 0.5 0.90937556752528 0.63 1424.49 1425.13 1425.65 1425.37 0.24 634 877 1151 1320654 962 607 140.25 151.75 0 19.05 NA 2 186 1 2 446 461 16 242.7288 2.6213 0.0724 2.6256 0.0921 -6.0204 0.0505 -4.4685 0.1385 2 2 1.5537 0 0 0 "aa" 13 8 1.5519 0.783946251768034 "0.9" -8 1.5519 3.53421483500933 "13aa02_5_2_15" 1.87354119517026 1.8694 231 6.09461198384487 -5.9795 "opposite to primary" -1.8694 1 "after
undershoot" -1.5519
"12491" "13aa02" 19 2 5 16 1 8 0.5 0.300000598707988 0.63 1426.56 1427.21 1427.74 1427.48 0.26 651 914 1178 1322723 960 601 340.25 150.25 0 175 NA 2 181 1 2 469 509 41 347.3895 7.5182 -3.1368 7.5384 -3.0682 8.1684 -0.0469 1.6867 -0.1041 2 2 6.1495 0 0 0 "aa" 13 8 6.4817 38.4899049881235 "0.3" 8 -6.4817 6.31415819409048 "13aa02_5_2_16" 0.586617575597595 0.5863 252 8.7059283897476 7.2306 "opposite to primary" 0.5863 0 "after
overshoot" -6.4817
"12493" "13aa02" 19 2 5 17 1 9 0.5 0.300000598707988 0.79 1428.65 1429.45 1429.97 1429.68 0.23 800 1028 1317 1324808 988 586 359.75 146.5 0 175 NA 2 243 1 2 496 533 38 426.5835 7.3514 -3.053 7.376 -3.0212 8.8906 0.1364 2.7844 -0.3907 2 2 6.1241 0 0 0 "aa" 13 9 6.1062 55.8153564899447 "0.3" 9 -6.1062 6.22786719913005 "13aa02_5_2_17" 0.211056816994855 0.112299999999999 218 9.13963995081446 7.3502 "opposite to primary" 0.112299999999999 0 "after
overshoot" -6.1062
"12496" "13aa02" 19 2 5 21 -1 10 0.5 0.300000598707988 0.52 1438.39 1438.92 1439.44 1439.14 0.22 534 753 1051 1334549 945 589 111 147.25 0 175 NA 2 235 1 2 473 504 32 443.5023 8.7814 -0.0425 8.7924 -0.0656 -8.0463 0.3667 -0.7884 0.0857 2 2 7.2539 0 0 0 "aa" 13 10 7.2579 3.71495111839075 "0.3" -10 7.2579 9.211998645788 "13aa02_5_2_21" 1.56291946369607 1.4958 205 8.37697073599462 -7.7203 "opposite to primary" -1.4958 1 "after
undershoot" -7.2579
"12500" "13aa02" 19 2 5 25 -1 9 0.5 0.300000598707988 0.5 1447.01 1447.53 1448.05 1447.79 0.26 517 776 1035 1343172 958 608 126.75 152 0 175 NA 2 306 1 2 583 601 19 531.0473 5.8756 0.0037 5.8821 0.0472 -7.1802 -0.0418 -2.0725 -0.0166 2 2 5.1054 0 0 0 "aa" 13 9 5.1077 2.80673700406638 "0.3" -9 5.1077 6.92751988882024 "13aa02_5_2_25" 1.34107260057016 1.3406 246 7.64401712763686 -7.5573 "opposite to primary" -1.3406 1 "after
undershoot" -5.1077
"12503" "13aa02" 19 2 5 28 -1 8 0.5 0.300000598707988 0.77 1454.69 1455.47 1455.99 1455.66 0.19 784 977 1301 1350845 963 611 140.5 152.75 0 175 NA 2 257 1 2 468 501 34 330.3399 6.6181 0.0054 6.6198 0.0229 -7.2326 -0.0665 -1.9135 -0.1209 2 2 5.3035 0 0 0 "aa" 13 8 5.3191 6.93132655720615 "0.3" -8 5.3191 6.08770063817202 "13aa02_5_2_28" 0.267577652280605 0.2602 181 7.71733905462841 -7.1041 "opposite to primary" -0.2602 1 "after
undershoot" -5.3191
"12509" "13aa02" 19 2 5 33 -1 9 0.5 1.51875053634257 0.68 1465.61 1466.3 1466.81 1466.57 0.28 684 959 1201 1361771 961 605 127.5 151.25 0 6.83 NA 2 292 1 2 588 598 11 450.2362 2.8301 -0.0996 2.8301 -0.0996 -6.426 0.2837 -4.3677 0.0891 2 2 2.0335 0 0 0 "aa" 13 9 2.0583 0.79965034965035 "1.5" -9 2.0583 4.63315681798059 "13aa02_5_2_33" 2.25450892657359 2.2255 265 6.4993445447395 -5.7842 "opposite to primary" -2.2255 1 "after
undershoot" -2.0583
"12511" "13aa02" 19 2 5 34 -1 10 0.5 0.300000598707988 0.74 1467.73 1468.48 1469 1468.68 0.2 751 950 1268 1363889 960 600 114.75 150 0 175 NA 2 222 1 2 442 450 9 107.761 0.8046 0.0273 0.8058 0.062 -10.8951 -0.1559 -10.5127 -0.1249 2 2 -0.3809 0 0 0 "aa" 13 10 0.382399999999999 0.427214836331135 "0.3" -10 0.382399999999999 0.527694324396237 "13aa02_5_2_34" 0.30840197794437 -0.2333 188 10.2551427727775 -9.3772 "opposite to primary" 0.2333 0 "after
overshoot" -0.382399999999999
"12514" "13aa02" 19 2 5 36 -1 10 0.5 0.300000598707988 0.52 1472 1472.53 1473.05 1472.72 0.19 534 723 1051 1368159 982 611 120.25 152.75 0 175 NA 2 250 1 2 459 496 38 360.2396 7.9452 -8e-04 7.9468 -0.0201 -8.9619 -0.0337 -2.3155 -0.0113 2 2 6.6212 0 0 0 "aa" 13 10 6.6464 6.40246604373374 "0.3" -10 6.6464 7.68450830827842 "13aa02_5_2_36" 0.975443950209339 0.972099999999999 180 8.93606076525698 -8.1647 "opposite to primary" -0.972099999999999 1 "after
undershoot" -6.6464
"12516" "13aa02" 19 2 5 37 -1 8 0.5 0.300000598707988 0.8 1473.99 1474.79 1475.3 1475.01 0.23 801 1027 1318 1370144 965 591 141 147.75 0 175 NA 2 231 1 2 473 506 34 351.98 7.2679 -0.0448 7.2702 -0.0514 -7.1485 0.2729 -0.9867 0.0271 2 2 6.1577 0 0 0 "aa" 13 8 6.1618 7.23640634174986 "0.3" -8 6.1618 7.01335235818079 "13aa02_5_2_37" 0.872089863488849 0.8563 215 7.05205767580882 -6.3703 "opposite to primary" -0.8563 1 "after
undershoot" -6.1618
"12518" "13aa02" 19 2 5 38 -1 8 0.5 0.90937556752528 0.52 1476.25 1476.79 1477.31 1477.06 0.27 533 803 1050 1372413 962 595 140.25 148.75 0 19.05 NA 2 271 1 2 558 593 36 355.9187 6.4932 -0.0298 6.5018 -0.0596 -6.5807 0.4805 -1.2555 0.3268 2 2 5.2776 0 0 0 "aa" 13 8 5.3252 3.7519904178116 "0.9" -8 5.3252 6.75241279025505 "13aa02_5_2_38" 1.32622151995811 1.2804 260 6.55577017976736 -5.8121 "opposite to primary" -1.2804 1 "after
undershoot" -5.3252
"12520" "13aa02" 19 2 5 39 1 8 0.5 1.51875053634257 0.6 1478.24 1478.86 1479.37 1479.08 0.22 617 839 1134 1374398 954 591 338.75 147.75 0 6.83 NA 2 330 1 2 575 599 25 409.2656 6.7143 3.0759 6.7261 3.0566 6.8381 -0.3108 1.1756 0.0772 2 2 5.5539 0 0 0 "aa" 13 8 5.6625 4.87348308804544 "1.5" 8 -5.6625 6.82483664273366 "13aa02_5_2_39" 0.653638286822307 -0.5674 211 7.36320529727 6.5608 "opposite to primary" -0.5674 1 "after
undershoot" -5.6625
"12522" "13aa02" 19 2 5 40 -1 10 0.5 0.300000598707988 0.75 1480.29 1481.04 1481.56 1481.27 0.22 751 974 1268 1376449 956 596 113.75 149 0 175 NA 2 144 1 2 386 426 41 530.346 4.4725 0.8302 4.6194 0.7985 -9.346 0.5543 -6.8819 3.1493 2 2 3.5589 0 0 0 "aa" 13 10 2.4641 3.7677370030581 "0.3" -10 2.4641 4.43177595327201 "13aa02_5_2_40" 1.06015435196956 0.9802 212 8.92029432499119 -8.0982 "opposite to primary" -0.9802 1 "after
undershoot" -2.4641
"12523" "13aa02" 19 2 5 40 -1 10 0.5 0.300000598707988 0.75 1480.29 1481.04 1481.56 1481.27 0.22 751 974 1268 1376449 956 596 113.75 149 0 175 NA 3 41 1 2 467 474 8 344.7171 1.6016 -1.7677 1.6016 -1.7677 -6.7639 2.8867 -6.8352 2.1926 3 3 -0.4726 0 0 0 "aa" 13 10 0.0713000000000008 0.022032693674485 "0.3" -10 -0.0713000000000008 3.85012386813723 "13aa02_5_2_40" 1.06015435196956 0.9802 212 8.92029432499119 -8.0982 "opposite to primary" -0.9802 1 "after
undershoot" 0.0713000000000008
"12527" "13aa02" 19 2 5 42 1 9 0.5 1.51875053634257 0.62 1484.88 1485.51 1486.03 1485.78 0.27 633 902 1150 1381037 955 587 351.5 146.75 0 6.83 NA 3 279 1 2 567 599 33 401.4864 8.8999 3.0349 8.8999 3.0349 7.4515 -0.5874 -0.4909 0.2583 2 2 7.7132 0 1 0 "aa" 13 9 7.9424 5.12909267032612 "1.5" 9 -7.9424 9.4944142368026 "13aa02_5_2_42" 1.32586669767364 -1.1833 257 7.70222151813895 7.0228 "opposite to primary" -1.1833 1 "after
undershoot" -7.9424
"12529" "13aa02" 19 2 5 43 -1 8 0.5 0.300000598707988 0.7 1486.95 1487.66 1488.18 1487.84 0.18 717 894 1235 1383104 970 598 142.25 149.5 0 175 NA 2 235 1 2 432 463 32 263.9914 4.5424 0.0299 4.552 0.0715 -7.6543 -0.0334 -3.9666 0.1106 2 2 3.6713 0 0 0 "aa" 13 8 3.6877 10.667341625687 "0.3" -8 3.6877 4.03491609826029 "13aa02_5_2_43" 0.271658480449258 0.2347 167 7.74189291360231 -7.0398 "opposite to primary" -0.2347 1 "after
undershoot" -3.6877
"12534" "13aa02" 19 2 5 47 -1 9 0.5 0.300000598707988 0.56 1495.67 1496.24 1496.76 1496.46 0.22 567 792 1085 1391828 954 609 125.75 152.25 0 175 NA 2 249 1 2 494 527 34 427.9014 7.7215 -0.0678 7.7377 -0.0938 -8.3748 -0.1741 -2.2143 -0.5877 2 2 6.1725 0 0 0 "aa" 13 9 6.1605 9.85364683301344 "0.3" -9 6.1605 6.81110239094965 "13aa02_5_2_47" 0.362519033983044 0.362299999999999 214 8.58722181431501 -7.5371 "opposite to primary" -0.362299999999999 1 "after
undershoot" -6.1605
"12536" "13aa02" 19 2 5 48 -1 9 0.5 0.300000598707988 0.67 1497.67 1498.36 1498.87 1498.59 0.24 684 919 1201 1393830 954 603 125.75 150.75 0 175 NA 2 174 1 2 429 484 56 394.4277 9.4225 -0.0422 9.431 -0.0599 -9.0642 0.0738 -0.6707 -0.1248 2 2 8.3052 0 0 0 "aa" 13 9 8.3935 130.739875389409 "0.3" -9 8.3935 8.33023490245023 "13aa02_5_2_48" 0.22303295720588 -0.1561 224 9.1766347737531 -8.1098 "opposite to primary" 0.1561 0 "after
overshoot" -8.3935
"12540" "13aa02" 19 2 5 51 -1 8 0.5 1.51875053634257 0.78 1504.28 1505.08 1505.6 1505.31 0.23 801 1030 1318 1400435 952 594 137.75 148.5 0 6.83 NA 2 331 1 2 581 599 19 500.6791 6.1351 0.0026 6.1386 0.0341 -7.1376 0.1355 -2.0896 0.1325 2 2 5.0479 0 0 0 "aa" 13 8 5.048 5.85343228200371 "1.5" -8 5.048 5.91188501325931 "13aa02_5_2_51" 0.441097551568811 0.2233 219 7.74195412260935 -6.6995 "opposite to primary" -0.2233 1 "after
undershoot" -5.048
"12544" "13aa02" 19 2 6 1 -1 8 0.5 1.51875053634257 0.79 1516.02 1516.82 1517.34 1517.24 0.42 800 1216 1317 1412178 955 599 138.5 149.75 0 6.83 NA 2 106 1 2 531 547 17 259.2243 2.9649 -0.1011 2.9669 -0.1011 -4.4972 -0.3453 -2.6336 -0.5392 2 2 1.8737 0 0 0 "aa" 13 8 1.8636 0.532031517643029 "1.5" -8 1.8636 5.39342058437871 "13aa02_6_2_1" 3.63304748799131 3.5918 404 4.00433851544901 -3.5996 "opposite to primary" -3.5918 1 "after
undershoot" -1.8636
"12546" "13aa02" 19 2 6 2 -1 10 0.5 0.90937556752528 0.67 1518.26 1518.94 1519.46 1519.15 0.21 684 894 1201 1414413 979 594 119.5 148.5 0 19.05 NA 2 325 1 2 555 582 28 421.965 7.2021 -0.0383 7.2029 -0.041 -8.9269 -0.3072 -3.2234 -0.506 2 2 5.613 0 0 0 "aa" 13 10 5.7035 5.31497530519057 "0.9" -10 5.7035 6.79546492596349 "13aa02_6_2_2" 1.02124329128763 0.9831 197 8.95626970729688 -8.436 "opposite to primary" -0.9831 1 "after
undershoot" -5.7035
"12556" "13aa02" 19 2 6 11 1 8 0.5 0.90937556752528 0.54 1538.89 1539.44 1539.96 1539.66 0.22 550 766 1068 1435046 939 596 335 149 0 19.05 NA 2 327 1 2 565 598 34 271.3347 6.8056 3.0447 6.8246 3.0193 6.9428 -1.1722 1.1523 -0.6822 2 2 5.07 0 0 0 "aa" 13 8 5.7905 5.47720393492244 "0.9" 8 -5.7905 6.88159807966144 "13aa02_6_2_11" 1.58011204665998 -0.9108 204 7.08111380145278 7.0188 "opposite to primary" -0.9108 1 "after
undershoot" -5.7905
"12558" "13aa02" 19 2 6 12 -1 8 0.5 0.90937556752528 0.74 1540.89 1541.64 1542.16 1541.88 0.24 750 992 1268 1437048 970 595 142.25 148.75 0 19.05 NA 2 250 1 2 508 538 31 234.1465 3.5925 -0.0751 3.5953 -0.0778 -6.5732 -0.0967 -3.7053 -0.2806 2 2 2.8699 0 0 0 "aa" 13 8 2.8679 2.01002242781049 "0.9" -8 2.8679 4.30385692722237 "13aa02_6_2_12" 1.46808836586903 1.3828 228 6.56999185615119 -6.3531 "opposite to primary" -1.3828 1 "after
undershoot" -2.8679
"12560" "13aa02" 19 2 6 13 -1 8 0.5 0.90937556752528 0.55 1543.33 1543.89 1544.41 1544.18 0.29 567 855 1084 1439483 955 587 138.5 146.75 0 19.05 NA 2 261 1 2 562 599 38 269.8373 5.4265 -0.0718 5.4305 -0.0813 -4.9819 -0.4715 -0.1535 -0.6528 2 2 4.7962 0 0 0 "aa" 13 8 4.8284 1.59981445280143 "0.9" -8 4.8284 7.87360845419684 "13aa02_6_2_13" 2.97887004919651 2.9241 272 4.86091168932247 -4.528 "opposite to primary" -2.9241 1 "after
undershoot" -4.8284
"12564" "13aa02" 19 2 6 17 -1 9 0.5 0.300000598707988 0.5 1552.82 1553.34 1553.85 1553.56 0.22 517 739 1034 1448974 955 609 126 152.25 0 175 NA 2 229 1 2 471 499 29 526.3579 8.9808 -0.0629 8.9985 -0.0888 -8.0343 -0.1514 -0.7304 -0.5899 2 2 7.3137 0 0 0 "aa" 13 9 7.3039 7.56332194263229 "0.3" -9 7.3039 8.2906131359508 "13aa02_6_2_17" 0.424609008383006 0.4209 209 8.54569331510398 -7.9173 "opposite to primary" -0.4209 1 "after
undershoot" -7.3039
"12567" "13aa02" 19 2 6 19 -1 8 0.5 1.51875053634257 0.54 1556.79 1557.34 1557.86 1557.6 0.26 550 811 1067 1452944 988 607 146.75 151.75 0 6.83 NA 2 293 1 2 569 600 32 319.7231 5.8956 -0.0939 5.8967 -0.0959 -5.9074 -0.7644 -0.6839 -1.2174 2 2 5.1867 0 0 0 "aa" 13 8 5.2235 2.49617700468317 "1.5" -8 5.2235 7.41669616271288 "13aa02_6_2_19" 2.51880181832553 2.3846 249 5.5648089050014 -5.4492 "opposite to primary" -2.3846 1 "after
undershoot" -5.2235
"12570" "13aa02" 19 2 6 21 1 10 0.5 0.300000598707988 0.74 1560.92 1561.68 1562.19 1561.87 0.2 751 949 1268 1457080 984 594 371.25 148.5 0 175 NA 2 298 1 2 520 550 31 399.6294 8.6306 -3.0332 8.64 -3.0235 8.424 -0.7933 1.4303 -1.3951 2 2 6.9259 0 0 0 "aa" 13 10 6.9937 4.4376269035533 "0.3" 10 -6.9937 8.68251473364716 "13aa02_6_2_21" 1.29840074707311 -1.0229 188 8.77202881152461 7.3071 "opposite to primary" -1.0229 1 "after
undershoot" -6.9937
"12572" "13aa02" 19 2 6 22 -1 9 0.5 0.90937556752528 0.68 1563.11 1563.81 1564.33 1564.02 0.21 701 912 1218 1459265 967 593 129 148.25 0 19.05 NA 2 257 1 2 489 511 23 483.9849 6.1761 -0.0543 6.1761 -0.0543 -6.8894 -0.5328 -2.4234 -0.6075 2 2 4.3976 0 0 0 "aa" 13 9 4.466 2.11598597555198 "0.9" -9 4.466 6.60459868652138 "13aa02_6_2_22" 1.44845067572217 1.3206 198 7.61611010199804 -7.2678 "opposite to primary" -1.3206 1 "after
undershoot" -4.466
"12576" "13aa02" 19 2 6 25 -1 10 0.5 0.90937556752528 0.75 1569.57 1570.32 1570.83 1570.54 0.22 750 969 1267 1465721 961 590 115 147.5 0 19.05 NA 2 157 1 2 399 433 35 444.6646 9.0502 -0.0686 9.0739 -0.0996 -8.9668 -0.3382 -1.1985 -0.8953 2 2 7.7023 0 0 0 "aa" 13 10 7.7683 7.51867982965543 "0.9" -10 7.7683 8.8469183527373 "13aa02_6_2_25" 0.594347246986138 0.556800000000001 209 9.39242495335159 -8.6075 "opposite to primary" -0.556800000000001 1 "after
undershoot" -7.7683
"12585" "13aa02" 19 2 6 31 -1 8 0.5 1.51875053634257 0.65 1582.39 1583.04 1583.56 1583.26 0.21 650 863 1168 1478548 942 614 135.25 153.5 0 6.83 NA 2 299 1 2 530 557 28 454.0614 6.4543 -0.0427 6.4747 -0.083 -6.2224 -0.5238 -1.0088 -0.6931 2 2 5.2114 0 0 0 "aa" 13 8 5.2136 2.93294329432943 "1.5" -8 5.2136 7.02547258552761 "13aa02_6_2_31" 1.38823590574513 1.3142 202 6.48855664174813 -5.6418 "opposite to primary" -1.3142 1 "after
undershoot" -5.2136
"12587" "13aa02" 19 2 6 32 1 8 0.5 0.300000598707988 0.62 1584.48 1585.11 1585.63 1585.3 0.19 633 824 1150 1480633 957 610 339.5 152.5 0 175 NA 2 242 1 2 452 489 38 239.4961 4.5903 2.9694 4.6373 2.9185 7.0829 -1.2515 3.0539 -0.5682 2 2 3.5443 0 0 0 "aa" 13 8 4.029 4.39319594373569 "0.3" 8 -4.029 4.97862997721261 "13aa02_6_2_32" 1.90181665783009 -1.1528 179 6.69358151658096 5.9065 "opposite to primary" -1.1528 1 "after
undershoot" -4.029
"12595" "13aa02" 19 2 6 39 -1 10 0.5 0.300000598707988 0.63 1599.11 1599.74 1600.26 1599.94 0.2 634 836 1151 1495261 962 604 115.25 151 0 175 NA 2 347 1 2 573 600 28 409.7422 7.9506 -0.0766 7.9506 -0.0766 -9.0586 -0.1154 -1.6419 -0.5788 2 2 7.4309 0 0 0 "aa" 13 10 7.4167 7.87837263649883 "0.3" -10 7.4167 8.37811703487126 "13aa02_6_2_39" 0.743540422572976 0.738 188 9.22277337208935 -8.7573 "opposite to primary" -0.738 1 "after
undershoot" -7.4167
"12597" "13aa02" 19 2 6 40 -1 8 0.5 0.300000598707988 0.53 1601.22 1601.76 1602.28 1601.99 0.23 533 766 1051 1497380 977 598 144 149.5 0 175 NA 2 170 1 2 420 450 31 285.7531 5.0662 -0.0189 5.0826 -0.0826 -6.6177 -0.1073 -2.3945 -0.2187 2 2 4.2193 0 0 0 "aa" 13 8 4.2232 3.0551978586414 "0.3" -8 4.2232 5.60976469559999 "13aa02_6_2_40" 1.11387658652115 1.1117 223 6.79310625593703 -6.2573 "opposite to primary" -1.1117 1 "after
undershoot" -4.2232
"12599" "13aa02" 19 2 6 41 -1 8 0.5 0.300000598707988 0.78 1603.19 1603.98 1604.49 1604.18 0.21 784 990 1301 1499348 969 601 142 150.25 0 175 NA 2 162 1 2 382 407 26 408.5935 6.4066 -0.0936 6.4126 -0.1001 -6.2487 -0.1618 -1.1718 -0.6112 2 2 5.0967 0 0 0 "aa" 13 8 5.0769 2.89893222177811 "0.3" -8 5.0769 6.85550003136168 "13aa02_6_2_41" 1.74211315361546 1.7332 194 6.16689582231623 -5.8308 "opposite to primary" -1.7332 1 "after
undershoot" -5.0769
